uuid,sentence,sentence2,label
f5bfc5c2-1bfa-11ea-8254-e0d55e7e3b80,不能确定是不是白斑,不确定是不是白斑,1
f5c0877f-1bfa-11ea-b4f0-e0d55e7e3b80,光滑的！不掉皮,是光滑的，不脱皮,1
45130a6a-1bfc-11ea-a8f3-e0d55e7e3b80,他那个是什么症状,什么症状,0
f5bc45ba-1bfa-11ea-a574-e0d55e7e3b80,跟正常皮肤一样，只是要白点,跟正常皮肤一样，就是颜色是白的,1
f5bd074c-1bfa-11ea-a2a6-e0d55e7e3b80,我不知道我这是不是白斑,但是不晓得是不是白斑,1
f5b2138b-1bfa-11ea-b5b3-e0d55e7e3b80,想咨询一下,没有  想咨询一下,1
f5bda45d-1bfa-11ea-9ddf-e0d55e7e3b80,不晓得是不是白斑,我也不知道是不是白斑,1
f5b0dc1e-1bfa-11ea-88ad-e0d55e7e3b80,好几年了都,好多年了,1
f5bf2a0e-1bfa-11ea-9bf0-e0d55e7e3b80,有什么好的治疗方法吗,那这样的话有什么治疗方法,1
f5b3e752-1bfa-11ea-abff-e0d55e7e3b80,一个月了，,有几个月了，,1
f5bcbaab-1bfa-11ea-9306-e0d55e7e3b80,"请问是怎么回事,什么原因引起的呢",嗯，请问医生是什么原因呢？,1
f5b129f6-1bfa-11ea-9aa7-e0d55e7e3b80,要得嘛，我明天上午来,我明天来了找谁,0
f5bdf247-1bfa-11ea-9ccc-e0d55e7e3b80,脸上有，手上有，,腿上的是这样，身上的没有,0
f5b9fd72-1bfa-11ea-baef-e0d55e7e3b80,可以喝什么茶,那我擦什么药呢？,0
f5bf9e9b-1bfa-11ea-af2b-e0d55e7e3b80,3个月大的婴儿,两个月婴儿,1
4512e376-1bfc-11ea-8476-e0d55e7e3b80,你们医院在成都哪里,你们医院在哪里?明天要来成都,1
45129569-1bfc-11ea-a438-e0d55e7e3b80,还是我加你的,我现在加你的嘛,0
f5b102fe-1bfa-11ea-8912-e0d55e7e3b80,有米粒大的有小豆粒那么大的,大的有黄豆大，也有米粒大的,1
f5b56bba-1bfa-11ea-992b-e0d55e7e3b80,本人男，51岁,本人，男性，42岁,1
4512bcbc-1bfc-11ea-9ad5-e0d55e7e3b80,才没几天,近段时间,1
f5bb5c26-1bfa-11ea-836f-e0d55e7e3b80,那不会是白癜风吧,我不知道是不会白癜风,1
f5afa44d-1bfa-11ea-96ea-e0d55e7e3b80,我就像知道是什么原因引起的,这是什么原因引起的呢,1
f5ba24ba-1bfa-11ea-a110-e0d55e7e3b80,我怎样把照片发给你,有照片还不知道咋过发给你,1
f5af5683-1bfa-11ea-89a4-e0d55e7e3b80,治疗大概要花多少钱,大概要多少钱呀,0
f5b2d635-1bfa-11ea-b99e-e0d55e7e3b80,现在没有治疗了,没有治疗了,1
f5bf50cb-1bfa-11ea-8a1d-e0d55e7e3b80,没有确诊过呢。,没确诊呢,1
f5afcb33-1bfa-11ea-b4f6-e0d55e7e3b80,白癜风有啥症状,白癜风早期症状,1
f5b7b518-1bfa-11ea-8812-e0d55e7e3b80,那应该怎么治疗呢,是怎么治疗,1
f5b3e762-1bfa-11ea-adf7-e0d55e7e3b80,怎么发图片呢,怎么没办法发图片,1
4512e3de-1bfc-11ea-8382-e0d55e7e3b80,能明显看到,看得清楚,1
f5bb0d0f-1bfa-11ea-a777-e0d55e7e3b80,比黄豆大硬币小,比黄豆大比硬币小的,1
f5b3726b-1bfa-11ea-a779-e0d55e7e3b80,最好的治疗方法是什么呢,应该用什么方法治疗,1
f5b62e56-1bfa-11ea-9634-e0d55e7e3b80,跟正常皮肤一样只是白的,就和正常皮肤一样就是白色的,1
f5b3e71d-1bfa-11ea-9958-e0d55e7e3b80,轻微的色素脱失也会起白斑嘛,什么是色素脱失,0
f5b3e742-1bfa-11ea-8f39-e0d55e7e3b80,不是我，是我的女儿,不是我，是我小孩,0
f5b19f1c-1bfa-11ea-bbb0-e0d55e7e3b80,要怎样治疗,该如何治疗,1
f5bd2f82-1bfa-11ea-90db-e0d55e7e3b80,本人情况   29,本人情况,0
f5b19efd-1bfa-11ea-b52c-e0d55e7e3b80,还没有检查是不是,他还没有去检查,0
f5bbf7d0-1bfa-11ea-a840-e0d55e7e3b80,公交车呢,乘公交车怎么走？,1
f5b9d660-1bfa-11ea-a0bf-e0d55e7e3b80,就是比周围皮肤要白点,(比皮肤白点,1
f5bae62e-1bfa-11ea-a4e1-e0d55e7e3b80,不是我，是我的女儿,不是我，是宝宝身上,1
f5b01847-1bfa-11ea-a774-e0d55e7e3b80,比黄豆大硬币小,比绿豆大的比硬币小,1
f5b2af6f-1bfa-11ea-887e-e0d55e7e3b80,请问这个是白癜风嘛,请问那一种叫白癜风,0
f5b0dc1b-1bfa-11ea-b850-e0d55e7e3b80,好几个月了     也治疗过,已经治疗了 一年多了,1
f5aff125-1bfa-11ea-8748-e0d55e7e3b80,没有，今天才去,没有，今天才发现变多了,0
f5afa40a-1bfa-11ea-bf12-e0d55e7e3b80,脖子上和头皮上,耳朵上和肩膀上,0
f5be1949-1bfa-11ea-ae3f-e0d55e7e3b80,硬币一样的,硬币差不多,1
4512956b-1bfc-11ea-9f8c-e0d55e7e3b80,没有不知道是不是,不知道是不是那个病,0
f5afa402-1bfa-11ea-9b5f-e0d55e7e3b80,是白癜风？,白癜风可怕吗？,0
f5c08768-1bfa-11ea-94c1-e0d55e7e3b80,我之前也在林医生哪儿看过,之前就是看过医生。医生给的建议,0
f5b6f151-1bfa-11ea-9731-e0d55e7e3b80,白癜风也属于白斑的一种吗？,是白斑，还不是白癜风,0
f5b34a1e-1bfa-11ea-9460-e0d55e7e3b80,对。是我的微信号,嗯，微信号,0
f5bd568d-1bfa-11ea-9807-e0d55e7e3b80,不是都是光滑的吗,都是光滑,0
f5b6a433-1bfa-11ea-b5d4-e0d55e7e3b80,应该就是这个,应该是这个,1
f5b45c48-1bfa-11ea-9ea0-e0d55e7e3b80,需要吃药么,那是吃药吗,1
f5bc1eb8-1bfa-11ea-8fbc-e0d55e7e3b80,你们医院的治疗程序是怎样的,你们医院是怎么治疗,1
f5b2d625-1bfa-11ea-81af-e0d55e7e3b80,就是很小,没有比较小,0
f5bce088-1bfa-11ea-b635-e0d55e7e3b80,在背部，我也不晓得是不是,不晓得是不是,0
f5bb5c47-1bfa-11ea-b923-e0d55e7e3b80,成都有好几个白癜风医院呢,成都白癜风医院,0
f5b5e06a-1bfa-11ea-b776-e0d55e7e3b80,大概一个月吧,差不多半年。有点明显,0
f5b39953-1bfa-11ea-9ccb-e0d55e7e3b80,没有，这几天才发现的,没有，这两天才发现的,1
f5bc938d-1bfa-11ea-a0c1-e0d55e7e3b80,点，大约一个月了,大概一个月左右了,1
f5b71909-1bfa-11ea-a84b-e0d55e7e3b80,没有，今天才去,没有，今天刚发现,0
f5bf77d8-1bfa-11ea-9db4-e0d55e7e3b80,突出一点点，不怎么明显,不怎么明显，只有一点点,0
f5ba9945-1bfa-11ea-9d69-e0d55e7e3b80,这个不清楚,这个我不清楚,1
f5bedae5-1bfa-11ea-a223-e0d55e7e3b80,是本人，今年45岁,本人的，本人今年都四十多岁,1
f5b877ea-1bfa-11ea-b008-e0d55e7e3b80,斑不怎么明显。,不算很明显,0
f5b78e4d-1bfa-11ea-91f1-e0d55e7e3b80,这个没看到能发图片啊,这个不能发图片呀,1
f5b0dbfe-1bfa-11ea-8459-e0d55e7e3b80,比绿豆大,比黄豆小一点,1
f5bae61b-1bfa-11ea-b745-e0d55e7e3b80,有，医生说是白癜风的早期，在像白癜风发展,没有，去看就说是白癜风,0
4512bcdf-1bfc-11ea-98c4-e0d55e7e3b80,白癜风怎么治疗喔,怎么又是白癜风了,0
4512bcd7-1bfc-11ea-9880-e0d55e7e3b80,在腿上和腰部,在手臂上和腰部,0
4512e309-1bfc-11ea-845f-e0d55e7e3b80,这是白癜风？,不是白癜风吧,0
f5b7dc26-1bfa-11ea-94b1-e0d55e7e3b80,只有豆子那么大,只有豌豆那么大点,1
f5b4cfa3-1bfa-11ea-9cc8-e0d55e7e3b80,是7岁的小孩,是6岁的小孩,1
f5b80305-1bfa-11ea-a9c3-e0d55e7e3b80,治疗完大概花多少钱啊,一次大概多少钱,0
f5be6735-1bfa-11ea-bc91-e0d55e7e3b80,都比豆粒发,比绿豆大,1
f5b2d649-1bfa-11ea-969c-e0d55e7e3b80,这个能根治吗,就说能不能根治把,1
f5bf2a0d-1bfa-11ea-a243-e0d55e7e3b80,不知道是不是那个病,没有不知道是不是,0
45130a05-1bfc-11ea-99b8-e0d55e7e3b80,起初不是白的 只是和其它皮肤不一样 米粒大小 后来才开始有点点白 还发展越来越宽,就是我也不太懂   用紫色的的什么照在我的面部,0
f5bda454-1bfa-11ea-ae14-e0d55e7e3b80,怎么发！,怎么发啊！,1
f5b39935-1bfa-11ea-9f38-e0d55e7e3b80,小孩子脸上有白班,小孩  背部有白班,0
f5b78e40-1bfa-11ea-b3ed-e0d55e7e3b80,是本人今年24岁,对 我是本人  今年十八,1
4512bce5-1bfc-11ea-aa39-e0d55e7e3b80,旁边是白色的,现在是白色的,0
f5b0dbde-1bfa-11ea-88aa-e0d55e7e3b80,有的有 有的没有,有的有有的没的,1
f5af5691-1bfa-11ea-81de-e0d55e7e3b80,这个能好吗？,能看好吗？,1
f5b4f6a2-1bfa-11ea-8182-e0d55e7e3b80,这种是不是白癜风呢,这是不是白癜风啊,1
f5b23abb-1bfa-11ea-95f3-e0d55e7e3b80,嗯  那好   谢谢了,哦好的谢谢,1
f5c03977-1bfa-11ea-8896-e0d55e7e3b80,脖子上和头皮上,脖子上   和手臂上,0
f5b850d3-1bfa-11ea-8049-e0d55e7e3b80,确诊在吃药,在吃那个药,0
f5b28781-1bfa-11ea-8eee-e0d55e7e3b80,手臂是吗,胳膊 后背,0
f5b89ec0-1bfa-11ea-b69d-e0d55e7e3b80,白癜风可以治吗在,怕是白癜风,0
f5b76707-1bfa-11ea-98d4-e0d55e7e3b80,好 马上发给你,你等下我给你发,1
f5b2af5f-1bfa-11ea-af8f-e0d55e7e3b80,目前有两个地方,有两个地方,1
f5ba24bd-1bfa-11ea-b1ed-e0d55e7e3b80,你们医院有没有公众号，可以网上挂号的,你们医院可以在网上挂号吗，我不会看,0
f5c08771-1bfa-11ea-97c8-e0d55e7e3b80,要比黄豆大一点,都是比黄豆小的,1
f5b08e3e-1bfa-11ea-bd07-e0d55e7e3b80,这个不是白癜风吗,这个是不是白癜风？,1
f5bdf255-1bfa-11ea-9e8b-e0d55e7e3b80,是我本人，23岁,是我本人，30岁了,1
45129552-1bfc-11ea-a73e-e0d55e7e3b80,有米粒大小的,只有米粒大小,1
f5bf77d5-1bfa-11ea-8d42-e0d55e7e3b80,我问一下，我帮别人挂的,帮别人问,0
45129514-1bfc-11ea-9870-e0d55e7e3b80,就是比一般皮肤白一点,就是比皮肤白一点，,1
f5be8cf8-1bfa-11ea-80e5-e0d55e7e3b80,比鸡蛋小，比硬币大,硬币大的，,1
f5b7b541-1bfa-11ea-9b2e-e0d55e7e3b80,就才出来吧,好像才出现,1
f5c03993-1bfa-11ea-ad6d-e0d55e7e3b80,发不了照片呢,这里没法传照片是吧,1
f5b6a43f-1bfa-11ea-a479-e0d55e7e3b80,医生说是白斑才开始，没有检查医生开了吃药和擦,医生说是色素脱落，用了药效果不是很明显,0
f5b3c059-1bfa-11ea-bdaf-e0d55e7e3b80,嗯，这上面发不了图片,可以这上面也发不了照片啊,1
f5be6716-1bfa-11ea-83f4-e0d55e7e3b80,没有那么大，要小点,没有，要小一点,1
f5b177dc-1bfa-11ea-9226-e0d55e7e3b80,嗯等一下,等我一下,1
f5b7404b-1bfa-11ea-ba07-e0d55e7e3b80,现在没有治疗了,现在没治疗了,1
f5b2fd4c-1bfa-11ea-b814-e0d55e7e3b80,没去，就是打算去看,有，医生都不知道是啥,0
4512bc26-1bfc-11ea-9602-e0d55e7e3b80,还不知道怎么发,具体怎么治我不知道,0
f5bcbab2-1bfa-11ea-94dc-e0d55e7e3b80,没到硬币，比绿豆大,两豆粒大,1
f5beb428-1bfa-11ea-9bae-e0d55e7e3b80,对 不是白斑是有一些白点 挤不掉,没有只是发现有白斑,0
f5b82a03-1bfa-11ea-9873-e0d55e7e3b80,怎么治疗？,应该怎么治疗,1
f5b3e718-1bfa-11ea-9600-e0d55e7e3b80,跟皮肤一样光滑,是光滑的，和周围皮肤一样,1
f5b28753-1bfa-11ea-9407-e0d55e7e3b80,请问什么原因,我就想了接是什么原因造成的,1
f5be6741-1bfa-11ea-950d-e0d55e7e3b80,比芝麻还小点,绿豆大点,0
f5be6733-1bfa-11ea-9fb4-e0d55e7e3b80,刚开始很白，,刚开始是什么颜色的,0
f5ba9940-1bfa-11ea-9a5d-e0d55e7e3b80,他现在没在我旁边，,哦，现在孩子没在我身边，,1
f5b56b98-1bfa-11ea-aff1-e0d55e7e3b80,这是怎么回事啊？,这个是怎么回事,1
f5b8ecee-1bfa-11ea-b9c9-e0d55e7e3b80,我今天去医院才发现的,今天才去的医院看,1
f5b80306-1bfa-11ea-8074-e0d55e7e3b80,最近一个月左右,最近两个月,1
f5ba2493-1bfa-11ea-ae76-e0d55e7e3b80,十几年了,十多年了,1
4512bc2f-1bfc-11ea-b004-e0d55e7e3b80,像这样的还会复发吗,会复发吗,1
f5b0dc00-1bfa-11ea-b602-e0d55e7e3b80,手臂，臀部，腿上。,背部，脚上,0
f5bf77b3-1bfa-11ea-b6db-e0d55e7e3b80,我才发现的，手臂上有几个白点,我手臂上有小白点，怎么回事啊,0
f5bcbaae-1bfa-11ea-9422-e0d55e7e3b80,治白斑的都贵呀,有一点白斑,0
f5b80333-1bfa-11ea-b7b6-e0d55e7e3b80,可以发图给我看看吗,可以发图给你不,0
f5bdca51-1bfa-11ea-a07b-e0d55e7e3b80,是什么呢！,那是什么呢？,1
f5b177cb-1bfa-11ea-9779-e0d55e7e3b80,是什么原因造成的,什么引起的呢,1
f5b2d667-1bfa-11ea-8a5a-e0d55e7e3b80,没有，像小豆子那么大,没有那么大，像小米那么大,0
f5b93ae0-1bfa-11ea-8f0e-e0d55e7e3b80,没有粗糙，没有皮屑,不粗糙，没皮屑,1
451295f4-1bfc-11ea-920f-e0d55e7e3b80,你们那里一般怎么治疗,一般怎么治疗呢,1
f5b1ec97-1bfa-11ea-ad62-e0d55e7e3b80,有确诊是,确诊过来,1
f5b8ecdd-1bfa-11ea-88ee-e0d55e7e3b80,刚开始没注意，5岁的时候发现的，有去检查过医生说是白癜风，拿了药擦没什么效果,刚开始也没怎么注意，有点小的白斑,0
f5b0dbf8-1bfa-11ea-bc75-e0d55e7e3b80,请问这是怎么回事,请问这是怎么回事，老师,1
f5b988aa-1bfa-11ea-b927-e0d55e7e3b80,不仔细看也看的出来,不细看  看不出来,0
f5bc459d-1bfa-11ea-94f4-e0d55e7e3b80,上一个月都没有，很正常,检查过了，20年了,0
f5af5666-1bfa-11ea-9ab1-e0d55e7e3b80,那你加我微信我发给你吧,你微信发过来我加你吧,0
f5b4a8f7-1bfa-11ea-a28b-e0d55e7e3b80,所以我在咨询，,我咨询过,0
f5b62e7b-1bfa-11ea-975e-e0d55e7e3b80,没有检查，最近才发现。,最近才发现的，还没检查,1
f5b6a418-1bfa-11ea-a516-e0d55e7e3b80,就今天发现的,也就最近发现,1
f5b54493-1bfa-11ea-81e6-e0d55e7e3b80,查什么科,可以吃什么?_?,0
f5be405a-1bfa-11ea-a43d-e0d55e7e3b80,很浅，但我不知道是不是,我就是不知道是不是,0
f5bdf266-1bfa-11ea-b760-e0d55e7e3b80,一直没扩散,之前一直没扩散,1
f5b74044-1bfa-11ea-aa9c-e0d55e7e3b80,长额头上，快一个月了,脸上，3，4个星期了,0
f5b6f152-1bfa-11ea-92ad-e0d55e7e3b80,儿子背上有一小块白斑能治好吗,腿上有个小白点是白癜风吗？，刚发现一周,0
f5b481f6-1bfa-11ea-af11-e0d55e7e3b80,比硬币长,5毛那种硬币大,1
45130acf-1bfc-11ea-99aa-e0d55e7e3b80,这是由什么起的,我可以吃什么呢,0
f5c0137c-1bfa-11ea-ab9f-e0d55e7e3b80,小孩的小指头那么大,指头那么大,1
f5b23aaf-1bfa-11ea-8a37-e0d55e7e3b80,以前在成都西部医院看过,以前也在成都医院看过,1
f5ba2498-1bfa-11ea-a753-e0d55e7e3b80,最近腿上有白班，,最近脖子上也有一块,0
f5b4f6a6-1bfa-11ea-b9b4-e0d55e7e3b80,自己背上,在后背上,1
f5c0616a-1bfa-11ea-a2a6-e0d55e7e3b80,白癜风很难根治吗？,现在得白癜风能够根治吗,1
f5b4f6dc-1bfa-11ea-9985-e0d55e7e3b80,没有   光滑的,没有  光滑的,1
f5b7401a-1bfa-11ea-bfaa-e0d55e7e3b80,我手臂上有小白点，怎么回事啊,我腿上有那种小白点是什么啊,0
f5b32447-1bfa-11ea-a50c-e0d55e7e3b80,什么都没有，就是有点白,没有，就是有点白,1
f5b8ecdb-1bfa-11ea-8078-e0d55e7e3b80,就是小点点，,对就是小点,1
f5b28754-1bfa-11ea-bb9b-e0d55e7e3b80,那怎么回事,不知道。怎么回事,1
4512bc54-1bfc-11ea-a777-e0d55e7e3b80,可以吃酸的吗,吃什么药可以治,0
f5ba725b-1bfa-11ea-b521-e0d55e7e3b80,不是，我女儿4岁,是的，我的孩子，现在3岁,0
4512952a-1bfc-11ea-a94f-e0d55e7e3b80,就不知道哪里医院好,你们医院是在哪里喃,0
f5afa40f-1bfa-11ea-949a-e0d55e7e3b80,你发一些吧,你发一下吧,1
f5b4f6c4-1bfa-11ea-ac82-e0d55e7e3b80,胸部，还有肚子,屁股上面，还有脖子,0
f5b37232-1bfa-11ea-9e4a-e0d55e7e3b80,什么原因？,那这是什么引起的呢,1
f5b45c4d-1bfa-11ea-883a-e0d55e7e3b80,硬币大小，几个。,硬币大小只有一一块,0
f5b08e10-1bfa-11ea-9f5c-e0d55e7e3b80,可以换医生不,医生说的是啊,0
f5bb832a-1bfa-11ea-8952-e0d55e7e3b80,比硬币大一点,有硬币大。,1
f5b8c5d9-1bfa-11ea-b32d-e0d55e7e3b80,发现白斑有两个月时间,发现两个月左右,0
f5bb341a-1bfa-11ea-8267-e0d55e7e3b80,恩，就圆点，有点白，也不知道是不是,有几个点点，不知道是不是,0
f5bba9e0-1bfa-11ea-b399-e0d55e7e3b80,哦 是这样啊,还这样啊,0
f5b2138d-1bfa-11ea-a866-e0d55e7e3b80,从小就有了   现在已经十七岁了  其它部位没有了,18岁的时候只有几块   现在基本全身了,0
f5b850e6-1bfa-11ea-a0fc-e0d55e7e3b80,4岁，2个月左右,一岁几个月,1
f5aff138-1bfa-11ea-af3f-e0d55e7e3b80,估计有好几年了,应该有七八年了吧,1
f5bdf23a-1bfa-11ea-b80d-e0d55e7e3b80,好的，您微信号多少,好，你微信多少,1
f5b45c46-1bfa-11ea-a2eb-e0d55e7e3b80,其他都没有了,别的没有，是本人,0
f5b87805-1bfa-11ea-b8d0-e0d55e7e3b80,我自己  37岁,以前没注意   我自己  32岁,0
f5b0dc13-1bfa-11ea-aa15-e0d55e7e3b80,女  19,女 22,1
f5b2d660-1bfa-11ea-88ac-e0d55e7e3b80,这个会不会遗传,我是担心会不会遗传,1
f5b67c4f-1bfa-11ea-9829-e0d55e7e3b80,图片不能发吗,不能发照片啊,1
f5b2af5e-1bfa-11ea-ad03-e0d55e7e3b80,嗯嗯。是的,嗯。是的,1
f5bd2f96-1bfa-11ea-9d5a-e0d55e7e3b80,斑不怎么明显。,不算明显,0
f5b2d640-1bfa-11ea-a9da-e0d55e7e3b80,你们那是什么地方,你院在什么地方,1
f5b43504-1bfa-11ea-a15d-e0d55e7e3b80,脚上，屁股上，大腿上,背上，胸口，腿上，,0
f5bd5670-1bfa-11ea-b600-e0d55e7e3b80,发现白斑5个月,没有痛痒  出现一个月,0
f5b4f6b6-1bfa-11ea-b0b3-e0d55e7e3b80,查什么科,我可以吃什么呢,0
f5b45c29-1bfa-11ea-ac87-e0d55e7e3b80,现在不在！就那一块明显白很多,就是有那几小块更肤色  比  它白,0
f5b12a28-1bfa-11ea-b95b-e0d55e7e3b80,没有脱皮，也不痒,不痒，也没有脱皮,1
f5b913a0-1bfa-11ea-bb69-e0d55e7e3b80,身上有白色小块，有点痒,我肚子上也有几个白点，有黄豆大小,0
f5b7b528-1bfa-11ea-bc44-e0d55e7e3b80,脸部和嘴角 但是不明显,颈部不是很明显,0
f5b19ef6-1bfa-11ea-ba51-e0d55e7e3b80,需要做什么检查?,那需要检查些什么,0
f5bc45a2-1bfa-11ea-8a8f-e0d55e7e3b80,哪个时候有大拇指指甲盖那么大,大拇指那么大,0
f5bedae2-1bfa-11ea-ad09-e0d55e7e3b80,就这几天出现的,就这几天吧,1
f5bb33d6-1bfa-11ea-8ece-e0d55e7e3b80,一点点不明显,一点点不是很明显,1
f5b93a99-1bfa-11ea-81ea-e0d55e7e3b80,拍照片都不是很明显,好像拍照不是很明显,1
f5b4f6c2-1bfa-11ea-b05e-e0d55e7e3b80,哦哦好的我加你的吧,嗯我加你吧,1
f5b12a0c-1bfa-11ea-9a90-e0d55e7e3b80,是白癜风？,白癜风是什么样的,0
f5af5664-1bfa-11ea-9682-e0d55e7e3b80,比黄豆还小，绿豆大差不多,大的比绿豆大，小的和米粒差不多,0
f5b850de-1bfa-11ea-856e-e0d55e7e3b80,脸上身上,脸上头上,0
451309ff-1bfc-11ea-b538-e0d55e7e3b80,我没找到怎么发照片,有照片，不知道怎么发,1
f5b10319-1bfa-11ea-9391-e0d55e7e3b80,是白癜风么？,排除白癜风,0
4512bc08-1bfc-11ea-ba2d-e0d55e7e3b80,宝宝5个月,宝宝3个月,1
4512e307-1bfc-11ea-85af-e0d55e7e3b80,这怎么发图片啊,发图片不支持啊,1
f5b6a438-1bfa-11ea-aac3-e0d55e7e3b80,我拍的有照片，怎么发给你,有怎么发给你,1
f5bc93bc-1bfa-11ea-a689-e0d55e7e3b80,是在你们医院,好像在你们医院把,0
f5bc1ead-1bfa-11ea-af73-e0d55e7e3b80,好几个月了     也治疗过,治疗几年了,0
f5afcb11-1bfa-11ea-9b68-e0d55e7e3b80,小       光滑,光滑  小白点,0
f5b802f9-1bfa-11ea-b923-e0d55e7e3b80,发不了照片呀,这个上面发不了照片冴,1
f5bd5683-1bfa-11ea-91d8-e0d55e7e3b80,跟正常皮肤一样，只是要白点,跟正常皮肤一样，就一点点白,1
4512e2f8-1bfc-11ea-a545-e0d55e7e3b80,好像是的，但是医生说是湿疹引起的,有的医生说是汗斑,0
