uuid,sentence,label
E2687200001579028,有点痛,描述症状
E2687180040604006,你们不是北京朝阳医院？,咨询公司介绍
E1179480001942011,是的，就想先止痛白天去医院看看,咨询治疗方式
E2687200012334096,走东二环限号吗,咨询路线
E2687200005540016,消炎栓,咨询药物
E2687180000304038,消化方面比较正常,描述症状
E1179480004556083,星期天也上班吗,咨询上班时间
E2687180023221011,多长时间做一次呢？,咨询疗程
E2687200010243021,大概需要怎么治疗呢,咨询治疗方式
E1179480001084030,还是直接去医院看看吧,确定预约时间
E2687180001039014,以前没有现在工作有点痛,描述症状
E1179480003181027,又去检查不要钱啊,咨询检查费用
E2687180024254022,我有图片您方便帮我看看嘛,咨询微信
E1179480001511007,好像这个幽门杆菌很难治愈,咨询项目介绍
E1179480002202041,😂多喝水能冲淡胃酸分泌么,无
E1179480001738034,那为啥规律了也会,咨询病因
E2687180003371027,手术的话大约得多少钱？,咨询价格
E1179480000190045,说多喝水,描述就诊史
E2687180039193004,不是说不开刀的吗？,咨询动刀
E2687180013211099,地铁房山线,无
E2687180027339005,那边有地铁吗？,咨询路线
E2687180003992016,其他检查是什么呢,咨询检查方式
E1185480001291015,哦，可我现在还没有来,无
E2687180106293003,直肠脱垂手术方法,咨询动刀
E2687180078008040,坐那路公交车可到，另外我是自费，打工的,咨询路线
E1179480000729037,你可以告诉我上面的药什么作用的吗，这是镇中心的医生开的,咨询药物
E2687190000873019,好治吗,咨询治疗方式
E2687180012825019,好几百呢,咨询价格
E2687180019295004,地理位值,咨询地址
E2687200002759015,这个手术用住院吗？,咨询住院
E2687200000907019,容易好吗,咨询项目介绍
E2687180022458016,上午1O点以后可以吗？我是外地的，坐火车8点2O到北京,确定预约时间
E2687180070593002,做胶囊胃镜多少钱,咨询检查费用
E1179480006239017,真菌性会怎样呢,咨询危害
E1185480001021003,微信多少啊,咨询微信
E1185480001770037,过去检查的收费是怎么样的,咨询检查费用
E1179480005232049,能告诉我你微信吗，这样可以方便联系,咨询微信
E2687180099999018,股份制医院跟我们老百姓说谁知道是公立还是私立,咨询公立私立
E2687180000234010,稍微比大米大了些,描述症状
E1179480000295028,偶尔吃一些饭,无
E2687200002636020,痔疮引起的,咨询危害
E2687180046952040,检查的疼吗,咨询疼痛程度
E2687180106585006,是专科医院吗？我医保没选可以去吗,咨询公立私立
E1179480001334063,行吧，去的时候打电话给你,确定联系意愿
E1179480000104054,那不需要住院那还能用农合吗,无
E2687180012235002,"我想咨询""丰益桥肛肠医院""",咨询公司介绍
E2687180010150027,我最近比较忙，昨天刚买了一点药先吃吃看，等忙完这一段，不行我再约你直接去你们医院。,确定预约时间
E2687180000174011,前几天有 但是不多 也不疼,描述症状
E1179480001926026,可以当天检查吗？,确定预约时间
E2687180041598003,我5点到的话，还能做水疗吗？,咨询治疗方式
E2687180102576048,我还不熟悉路线,咨询路线
E2687180039032055,那我加你下微信，你发图片给我，,咨询微信
E1179480000614029,平常我就是只吃一点点饭而已，这也是原因嘛？,咨询病因
E2687180107988036,有高血压，直肠镜检查有痛苦吗？,咨询疼痛程度
E2687180016948010,女士价格多少呢,咨询价格
E1179480000573049,他说要痛得走不了路才去做胃镜,描述就诊史
E1179480003400017,你就告诉我 怎么能缓解。或者吃什么药，或者去医院，,咨询治疗方式
E2687180014175039,您的地址在哪,咨询地址
E1179480003927035,地址在哪呢,咨询地址
E1179480003600072,我忙先。要煮饭啦！等下再加你微信。,咨询微信
E1179480000508010,14号来的姨妈  然后15号就开始疼 我以为是痛经   结果现在姨妈停了都还在疼,描述症状
E1179480002501030,"我想咨询""糜烂性胃炎""",咨询项目介绍
E2687180024296049,您的地址是在哪？我去看去。,咨询地址
E9000300007105002,痔疮手术后会不会产生肛漏,无
E1179480000103019,还需要在微信上报名吗？,无
E2687180005653049,混合痔与肛乳头瘤手术多少钱,咨询价格
E2687180019627064,我和你咨询是不做手术,咨询动刀
E1185480002782022,要花大把钱,咨询价格
E1179480001607046,为什么会胃凉,咨询病因
E1185480001707011,一年都未到。会不会发展那么快,咨询项目介绍
E2687180012401074,您微信在线吗,咨询微信
E2687180014402042,嗯 我看看吧  能检查准确无误 多钱都行  关键我就想知道我手里够不够就行了,咨询检查费用
E1179480001559019,喔，我注意看看,无
E1179480000457017,可能是热气,描述症状
E2687180000204010,肛门周围，外边不是里边,描述症状
E1185480001530006,请问吃什么能,无
E1179480001682019,还能不能治好呢,咨询疗效
E2687180040902028,我可以发图片,咨询微信
E2687180005191046,还有救么？,咨询治疗方式
E2687180022334017,会不会和之前一样过段时间就好了,咨询项目介绍
E1179480000431028,我肠溃疡,咨询项目介绍
E2687180000197003,两周了，本人,描述症状
E2687190000132015,怎么回事啊,咨询病因
E2687180009992005,哪家医院都行么？ 混合痔,咨询公司介绍
E2687180002555048,什么癌,咨询项目介绍
E2687180051447014,我先在在外边吃饭，你把你的手机号给我吧😳一会不忙了我打过去,咨询电话
E2687180000414043,好的 我和他说 谢谢你,无
E2687180042281020,不像以前是完整的，做个手术，还可以做肠镜吗？,咨询检查方式
E2687180107172040,无痛呢？,咨询疼痛程度
E2687180008729017,微创手术指的是什么？,咨询动刀
E1179480000034007,我想咨询一下,无
E2687180075951046,弄了多久排呢,无
E1179480000349023,12指肠出血,描述症状
E2687200009226105,费用很贵吗,咨询价格
E2687200006943027,我这个用住院治疗吗,咨询住院
E1179480000434043,因为我检查的目的，是因为肝区有点疼 才检查的胃及十二指肠。,描述就诊史
E2687180000434008,能把你们采购的电话给我吗,咨询电话
E2687180046974068,电话呢,咨询电话
E2687180002033075,您医疗地址在哪,咨询地址
E2687180099108028,在长是否要肠切除,咨询治疗方式
E1179480000613017,你可能不知道我们这的医院,无
E2687200013061020,嗯我加你吧,咨询微信
E2687180075194021,听说貌似开了刀还会在长,咨询疗效
E2687180023398035,如果我之后不再有这种情况 需要去做检查吗,咨询检查方式
E1179480001037001,怎样治疗胃窦炎,咨询治疗方式
E1179480001453014,我自己觉得应该是跟饮食有关,咨询病因
E2687180040951013,脓肿引流根除,咨询疗效
E1179480001019009,不是和别人共餐感染的吧？,咨询项目介绍
E2687180003248065,周一至周五？中午几点至几点休息,咨询上班时间
E1185480000925005,在哪里可以问,咨询地址
E2687180002902021,怎么灌啊？,咨询治疗方式
E1185480000597001,慢性胃炎会传染吗,咨询项目介绍
E2687200010768050,不清楚，我可以导航过去,咨询路线
E2687200008631039,把你微信给我吧,咨询微信
E2687200015165018,那微信吧,确定联系意愿
E2687180058220052,咱们着是几甲医院,咨询公立私立
E2687180001705028,您说我这不是痣疮,咨询项目介绍
E2687180005499067,我安排一下时间 过去查一下,确定预约时间
E1179480003367053,乙肝病毒传染大还是幽门螺旋杆菌大,咨询项目介绍
E2687180001166006,医院都做什么检查，谢谢,咨询检查方式
E1179480000715028,不规律,描述症状
E2687200000635010,不是痔疮吧,咨询项目介绍
E2687180002916024,你们周六日可以吗,确定预约时间
E2687180019190059,谢谢，我有时间，我去医院看看去,确定预约时间
E2687180038674021,之前手术花费挺多的 就是能不能我做个检查 只做检查 看看是不是复发了,描述就诊史
E2687180001924001,痔疮肿疼怎么办,咨询治疗方式
E2687180001435012,不便血我以为不会是痔疮,咨询项目介绍
E2687180000830014,我很长时间了，女性，58岁。,描述症状
E2687180001012092,明天看看时间安排，我要睡觉了有微信能加吗,确定联系意愿
E2687180101229003,无痛要全麻吗,无
E1179480000126012,我疼得睡不着,描述症状
E2687180021282013,这个要做手术？,咨询动刀
E1185480002067007,在家对小孩有传染病没有呢,咨询危害
E1179480000179053,你问医院是做中医调理的对吗,咨询公司介绍
E2687200008831107,会痛吗？,咨询疼痛程度
E2687190000187048,多少钱,咨询价格
E2687180041517105,今天去不了，周六有女性大夫吗,确定预约时间
E2687180041376093,礼拜天接诊吗,咨询上班时间
E2687200006610030,像我这种情况需要住院吗,咨询住院
E2687180003985032,会不会是上火原因,咨询病因
E1179480000337005,阳性大于120了是什么意思呢？,描述症状
E2687180052861013,都是怎么治疗？是药物还是手术？,咨询治疗方式
E2687180006816065,这两天我要出差。下周吧，周末休息吗,咨询上班时间
E2687180106269032,这个手术需要多久？,咨询动刀
E2687180083371001,请问无痛肠镜风险大吗,无
E1179480000029041,加微信好了,确定联系意愿
E1179480000833018,B超检查说没有什么问题，难道是有什么炎症B超查不出吗,咨询项目介绍
E2687180000004067,一般的花费,咨询价格
E1179480000137027,我跟微信上那个人讲一下,确定联系意愿
E2687180047680006,要做几次,咨询疗程
E1179480000839011,我这样要怎么治疗,咨询治疗方式
E1179480000654042,我跑起步就腹痛，是这么回事吗？,咨询病因
E1179480002644014,男性  18  会死吗？,咨询危害
E1179480002819000,左上腹部隐痛的原因有哪些,咨询病因
E1179480003113010,一搬有什么大问题吗,咨询危害
E2687180033997004,我加您微信聊吧,咨询微信
E1179480001721012,是全麻吗？？？,无
E1179480000270033,好的，我已经了解了，谢谢你,无
E1179480000062021,南宁市,无
E2687180000119044,以为造血充足，损失点没什么。,无
E2687200010989002,做无痛肠镜需要住院吗,咨询住院
E1179480002516020,有什么办法把期体排出,咨询治疗方式
E2687180024201002,做肠镜的费用是多少,咨询检查费用
E1179480004734020,严不严重呢,咨询危害
E1179480002582028,没事都可以加你微信？😊,咨询微信
E2687180043127015,我想向你咨询一下，哪些地方有这种机构,咨询公司介绍
E2687180009156004,肠息肉1*0.8做手术需要住院吗？,咨询住院
E1179480004896005,也来月经,无
E2687180096074039,如果手术需要等吗,咨询动刀
E1179480005068006,听说有,无
E2687180002270129,十二点都下班了,无
E2687180105852011,我想问一下术后需要冷光吗,无
E2687180055608068,电话联系！,确定联系意愿
E2687180037929004,电话聊可以吗,确定联系意愿
E2687180009931043,帮我预约一下明天的检查吧,确定预约时间
E2687200015775031,一般几天好,咨询疗程
E2687200014819073,是私立医院还是公立医院,咨询公立私立
E2687180062760008,我为朋有问您的电话,咨询电话
E2687180003819013,怎么办？请问！本人，50多岁，男,咨询治疗方式
E1179480000203000,胃痛，呼吸悄大点，就疼,描述症状
E2687180079537038,你把手机号留下，有时间我联系您,咨询电话
E2687180000389009,一年前检查过是痔疮用药后效果不理想内服外用都用过,描述就诊史
E2687180028069018,手术后痛苦吗，有无痛治疗么,咨询治疗方式
E2687180016168076,我现在在顺义这边上班，顺义医院能检查吗？如果能检查，等检查完了在找专业医院治疗,咨询公司介绍
E2687180007479010,北医三院附属医院,咨询公司介绍
E1179480000065013,也洗过牙龈   但还是没有好转,描述就诊史
E2687180046647023,这种情况是不是等她在拉大便的时候看看还有没有啊,无
E2687180064369006,能带一天吗,无
E2687180026862039,做电子直肠镜检查得需要花多少钱,咨询检查费用
E2687180014545044,真的很感谢，我今天8点去做检查,确定预约时间
E1179480000731012,我今天去了校医室了,描述就诊史
E2687180046167028,这医院我知道私立的,咨询公立私立
E1185480002992012,以前就是提前一个星期或者两三天的，就唯独上个月是21号大姨妈的上个月21号是准备来大姨妈的,无
E2687180072519035,我不想手术，手术会复发，还麻烦,咨询疗效
E1185480001469025,哦，那你们间医院费用大约多少,咨询价格
E2687180001390025,直肠癌一般发生年龄是多大？,咨询项目介绍
E1179480002944012,请问有什么好方法吗,咨询治疗方式
E2687180000474009,我要先拿点药,咨询药物
E1179480003869002,你直说多少钱,咨询价格
E2687180008049024,那如果手术,咨询动刀
E1179480003446043,你这不是肛肠医院,咨询公司介绍
E2687180019254035,好的谢谢您    如果第一次长的话没必要做手术吧,咨询动刀
E2687200005862036,医院是什么级别的，,咨询公立私立
E1179480000509024,帮我找医生开药,咨询药物
E2687200001593052,会痛吗,咨询疼痛程度
E2687180002309001,"我想咨询""屁眼多了个小肉疙瘩""",咨询病因
E1179480000313016,早丢了,无
E2687180001220003,一周了，我昨天去医院看妇科了，我现在不知道是，妇科炎症，还是肛门的难受了,描述就诊史
E1179480003852011,兰索拉  复方阿嗪米  莫沙必利,咨询药物
E2687180051945018,这是啥病，要手术吗,咨询动刀
E2687200001074029,你是正规医院吗？,咨询公立私立
E2687180004346025,你把你同事的联系方式给我吧。他要是了解在联系吧,咨询电话
E2687180010013050,咱们这挂号多钱？需要现金吗,咨询价格
E2687180026675022,5毫米应该切除吧,咨询治疗方式
E2687180006574070,好的，下周过去看看，现在在老家,确定预约时间
E2687180105614002,您好能打个电话给我嘛,确定联系意愿
E2687180018759003,我肛周脓肿术后一个月了怎么还有脏东西流出来,咨询病因
E2687180027549030,你看像阑尾炎手术吗？,咨询动刀
E2687180000650037,我没看见镜不过塞那一下很痛,描述就诊史
E1179480002500010,青菜多吃会吗？,无
E1185480000209026,你们的医院地址是？,咨询地址
E1179480002706020,肠和胃会是那个部分问题大，我害怕做胃镜。,咨询项目介绍
E1179480003969026,那最有效的治疗方法是哪种,咨询治疗方式
E2687180000302010,就是普通肚子疼,描述症状
E2687180006095002,你好，你们那边住院多少钱？,咨询价格
E1179480000985000,幽旋罗门杆菌检测阳性,描述就诊史
E2687180000942016,是的现在内蒙住,无
E2687180068562030,水疗一次就能彻底清理干净吗还是需要几次,咨询疗程
E2687180014627005,能电话吗,确定联系意愿
E2687180002206005,大便的地方老是出水，上火的时候，大便时会出血，请问医生是怎么回事,咨询病因
E2687180030993000,直肠可见一息肉样增生生物表面光滑形状不规则严重吗？需要手术吗,咨询动刀
E2687180014131039,可以验血或结直肠镜检查吗,咨询检查方式
E2687180116229020,你们呢这种手术做那种,咨询动刀
E1179480003383024,先说缓解的药有哪些？,咨询药物
E1179480003196024,请问是哪家医院🏥，有时间搜索查看,咨询公司介绍
E2687180009885021,怎么就确定是脓肿呢？,咨询项目介绍
E1179480001031011,不能吃水果,无
E2687180019341017,贵院能做吗,咨询公司介绍
E1179480004189021,"我想咨询""无痛胃镜一般多少钱""",咨询检查费用
E1179480003813005,会传染的,咨询项目介绍
E1179480004466012,需要洗胃吗？,咨询治疗方式
E2687180001481003,我咨询一下费用，检测肛裂比较严重，但费用比较贵没有做,咨询检查费用
E2687180010417001,"我想咨询""痔疮手术大概多少钱""",咨询价格
E1179480004114017,那想吐是因为什么,咨询病因
E1179480001796040,三清茶可以吗,咨询药物
E2687180000544007,女  刘佳  20  没有病史,描述症状
E2687180000517001,昨天开始，我肛门疼，有个疙瘩疼,描述症状
E1179480002481036,你们医院在何处,咨询地址
E2687180000865003,您好，肠镜已经确认有息肉。今天开始有便血现象，粉色的。可是报告要下周三才能看到。我该怎么办？,咨询治疗方式
E1179480000133002,胃胀胸口痛,描述症状
E1179480000204061,医生说多吃点水果，要不然营养不良,描述就诊史
E1179480001377008,一号又同了房,无
E2687180027081035,我想问问有没有近点儿的医院，在房山窦店有没有,咨询公司介绍
E2687180022789055,那检查什么项目能查出便血的原因呢,咨询检查方式
E2687180000796016,手术开刀了,描述就诊史
E9000300009142015,那医生做哪种手术呢？,咨询动刀
E2687180017243001,今天有女医生上班吗,咨询上班时间
E2687180003508004,大便出血，但一点都不疼，是怎么回事,咨询病因
E2687180049983080,药物治疗能治愈吗？,咨询药物
E1179480002099001,"我想咨询""放屁多是怎么回事""",咨询病因
E2687180099999009,要去，所以了解下医院是公立还是私立，涉及保险报销,咨询公立私立
E1179480000186016,医生这种情况常见吗,咨询项目介绍
E1179480000732029,我的例假是正常的,无
E1179480000283020,知道啦,无
E1179480003703033,如果去检查须要注意什么呢,无
E2687180000004065,花费多少,咨询价格
E2687180021658061,做内镜疼吗,咨询疼痛程度
E2687180007620046,我等明天去医院看看,确定预约时间
E1179480000472001,嘴巴发苦是什么原因,咨询病因
E2687180012917022,这个肉疙瘩能回去吗,咨询项目介绍
E1179480000697035,那我能说我的胃的情况吗？,咨询项目介绍
E2687180007205022,我不会，您就告诉我用点啥药？,咨询药物
E2687180037807007,普通的是不是很痛,咨询疼痛程度
E2687180033449024,我加您吧，您给我微信号,咨询微信
E2687180001644013,不太清楚几期,咨询项目介绍
E1185480002143007,想发给你看看。,咨询微信
E2687180000166003,是，说吧,无
E2687180013475005,现在做痔疮手术什么方法,咨询动刀
E1179480001727000,什么情况下需要做胃镜,咨询项目介绍
E2687180031214007,综合医院那家好点,咨询公司介绍
E1179480004703017,那和他吃同一个东西会挨吗,咨询项目介绍
E2687180038748026,要不我给你发个图,咨询微信
E2687180054126001,"我想咨询""肛门检查一般要多少钱""",咨询检查费用
E1179480000049043,"我想咨询""老人吃东西就吐吃不进去怎么办""",咨询治疗方式
E2687180004312053,水肿怎么治疗,咨询治疗方式
E1179480003588041,我这样也可以发照片,确定联系意愿
E1185480001403059,在你们医生眼中肯定觉得自己医院好了,咨询公司介绍
E2687180006133020,药呗，,咨询药物
E2687180032458001,您好:请问丰益肛肠医院是公立的吗？,咨询公立私立
E2687180022215025,用提前预约吗,确定预约时间
E2687200001920023,你有qq没,咨询QQ
E1179480002271004,是不是遗传啊？我妈妈有，我也有，女儿也有,咨询项目介绍
E1179480001295023,我看看吃药情况如何，不行我加你微信,咨询微信
E1179480000022022,那个的检查,咨询检查方式
E1179480001421006,"我想咨询""照胃镜有没有无痛无感觉就查看好了的胃镜""",咨询检查方式
E2687180014322094,好的。后天吧,确定预约时间
E2687180041135026,地铁站呢,咨询路线
E2687180120434031,一共几期,咨询项目介绍
E2687180005366019,如果手术　你们采取什么手术？,咨询动刀
E2687180105357009,地铁站是哪,咨询路线
E2687180080279006,做提肛动作的话能收回去,描述症状
E1179480005685028,加微信了解也可以。,确定联系意愿
E2687180113974033,手术是不是也很简单,咨询动刀
E2687180035178004,拍片子发现肠胸口下有气体，医生要给我洗肠，但不想洗，吃了不少排便的药好一些，需要做肠镜吗？,咨询检查方式
E1179480000476006,感觉胃有点异样，也不是不舒服,描述症状
E2687180002361002,"我想咨询""痔疮""",咨询项目介绍
E2687180012855050,去你们医院检查吗？,咨询公司介绍
E1179480002191001,"我想咨询""肚子胀气怎么办老放屁""",咨询治疗方式
E1179480002112019,当时医生交代不能喝酒哦？当时我又忘记问能不能喝鲜酵素了,无
E1179480000592018,有药吃吗,咨询药物
E1179480000760003,急性肠胃炎一般在哪里痛呢,咨询项目介绍
E2687180021580048,在你们医院是哪个时间,咨询上班时间
E1179480000456023,不是先吃药排干净肚子再做吗？,咨询药物
E1179480003972020,不知道哪里有检查治疗的医院,咨询公司介绍
E1179480000940037,如果是真的病了会怎么样,咨询危害
E2687180004484048,您的手机号是吗,咨询电话
E1179480002031014,这种情况是哪问题,咨询病因
E2687180024366029,这个都需要查什么,咨询检查方式
E1179480001452037,中医治，还是西医治,咨询治疗方式
E2687180012503028,如果不严重拿什么药,咨询药物
E2687180018644062,肠镜多少钱？,咨询检查费用
E1179480000780007,没有去  怕要做手术,描述就诊史
E2687180015075027,需要做一个诊断吗,无
E2687180013211071,下午吧，上午来不及,确定预约时间
E1179480000106014,检查是怎么样检查的？,咨询检查方式
E1185480001487011,你们医院大吗,咨询公司介绍
E1179480000426028,百色市乐业县,无
E1185480001980023,如果要做一次，肠胃全面检查的话，大概要多少钱呢？,咨询检查费用
E2687180003478023,便血期间不能手术吧,咨询动刀
E2687180010549012,可以用什么药擦吗？,咨询药物
E2687180000698004,没有，再别的地方查的,描述就诊史
E2687200015240083,下午在吗？,咨询上班时间
E1179480001740045,好的，谢谢你，我知道了，如果去南宁，我会提前跟你联系，因为我确实需要做一个全面性的检查，老师这种情况反复的话，我也担心有一些炎症或者疾病在身体里,确定联系意愿
E2687180021248019,很痛吗？普通的,咨询疼痛程度
E2687180002349001,"我想咨询""拉大便拉血怎么办""",咨询治疗方式
E1179480000307011,但是吃过几次药,描述就诊史
E1179480000126010,现在胃疼，后背也疼,描述症状
E2687180026800020,我知道啊，你微信多少，微信吧。,咨询微信
E2687180004061001,大便后纸上有点血肛门有点血怎么回事,咨询病因
E1185480001034002,你好，慢性胃窦炎严重吗？,咨询危害
E1179480003728014,水可以喝吗？,无
E2687180004708001,问一下，去你那检查，是不是查血，都查什么,咨询检查方式
E2687180008449008,洗肠怎么洗痛苦吗,咨询治疗方式
E1179480002530018,我在哪里跟这个有关系？,无
E1179480000104068,恩 我就是打算现在上去,确定预约时间
E2687180003944027,那肛门有肿胀感是怎么回事,咨询病因
E1179480000177041,从来吃东西都是分餐,无
E1179480000064011,有偶尔便血，不过有我痔疮有时会便血,咨询项目介绍
E1179480000405019,生活区,无
E2687180033029063,但是我在单位加的医保定点医院里没有写这个医院,无
E2687180044147004,肠镜疼痛吗？,咨询疼痛程度
E2687180016989034,哦，手术麻烦吗,咨询动刀
E2687180005231007,请问这种情况需要做什么检查吗？,咨询检查方式
E2687180060138117,检查不会很痛苦吧？,咨询疼痛程度
E2687180024838022,几天就能出院呀,咨询住院
E2687180017914058,就一下您的联系方式。,咨询电话
E2687180000003041,说一下检查多钱,咨询检查费用
E1185480000317011,可以走动吗？,无
E2687180000817004,痔疮用药可以吗,咨询药物
E2687180025578104,你们是在哪里？,咨询地址
E2687200001721029,今天是第一次,无
E2687180001733007,"我想咨询""大便时有鲜血流出""",描述症状
E2687200015525029,你们医院正规吗。。。。,咨询公立私立
E2687190000162003,没多久,描述症状
E1179480002220000,肚子咕咕响是什么原因,咨询病因
E1179480006251020,是要长期吃药吗,咨询药物
E2687180007715026,假如做无痛微创手术需要多少钱呢？,咨询价格
E1179480002308029,湿气重会肠胃不好吗,咨询危害
E2687180032129015,不想做插管的   怕痛,咨询疼痛程度
E2687180078525033,微创不需要住院吗,咨询住院
E1179480000174015,不少于3次,无
E2687180020385031,奥，一定要查肠镜吗,咨询检查方式
E1179480000526026,一直病,描述症状
E2687180020874035,普通医院能治吗,咨询治疗方式
E2687180040820006,我想问做胃肠镜痛不痛,咨询疼痛程度
E2687180010305009,离肛门还很远呢,描述症状
E2687180004291001,"我想咨询""痔疮便血如何治疗""",咨询治疗方式
E2687180026263075,星期六星期天可以看吗,确定预约时间
E2687180004427066,预约收费吗,咨询价格
E2687180000846000,直肠息肉有出血是否是肠癌,咨询项目介绍
E1179480001466052,我对南宁不熟悉，要朋友带我一起去，我得看朋友方便，,确定预约时间
E1179480002090027,肠胃检查？,咨询检查方式
E2687200006893180,这个要几个疗程呢？,咨询疗程
E2687180010412024,好的我去医院检查一下,确定预约时间
E2687180000659025,前几天感冒咳嗽今天刚好点,描述症状
E2687180000472006,导致私处也会有些疼痛,描述症状
E1179480003974052,你们医院药费贵吗,咨询价格
E2687180058457034,就像咨询下手术的一些东西,咨询动刀
E2687180019961045,那样是不是比较痛苦啊,咨询疼痛程度
E1179480000458000,"我想咨询""胃不消化怎么办""",咨询治疗方式
