source_id,targets_id,sentence1,sentence2,label
5732510014639003,5732510014639013,[可爱][可爱][可爱][可爱][可爱][可爱][惊恐][惊恐][惊恐][色][汗][流泪][疑问][睡][色][调皮][调皮][微笑][大笑][委屈][害羞][尴尬][惊恐][撇嘴][难过][乖][偷笑][再见][再见][可爱][大哭][汗][流泪][流泪][疑问][色][微笑][惊恐][难过][撇嘴][惊恐][睡][流泪],[大哭][可爱][再见][偷笑][乖][调皮][调皮][调皮][色][睡][睡][疑问][流泪][流泪][汗][大哭][大哭][可爱][可爱][可爱][再见][乖][难过][流泪][晕][调皮][色][色],0
6577100005666009,5998600012852016,我上班呢没有休息等哪天请假了去,我现在上班没有休息,0
1850300012567006,1850300022372013,看你们写可以分期付款,你们做这个可以分期付款吗,0
1600310069212009,1600310083890012,是呢，哺乳期,哺乳期已经过了,0
1600310059966010,1600310059980024,云南华美美莱整形医院？,是美莱整形医院？,0
8839580008067023,8839580037871013,我说的是医疗卡也可以刷？,可以刷医保卡？,1
3991420015782004,3991420029199024,请问达拉斯隆鼻是怎样的：也是放假体吗,达拉斯隆鼻是用什么材料？,0
3991420072811050,3991420073517008,具体不知道是哪款,不知道哪款，这么久都忘了，,1
1850300012594045,1850300046696039,我在过两天回贵阳就去确定,过几天回贵阳,0
3991420014829006,3991420034557007,38岁，没去过,女29没去过,0
8839580008121062,8839580016310015,有空会在,那时候有空吗,0
3991420076604036,3991420081074033,听说要全麻,全麻？局麻？,0
2773850029048007,2773850037588001,全脸祛斑,全脸祛斑多少钱,0
5534870027586015,5534870070488008,有没有药可以去除的吗,咋么可以去除,0
8388040129489005,8388040152565013,多少钱恢复时间多久？,多久恢复，多少钱,1
8388040157292002,8388040178579006,你好，请问点一颗痣需要多少钱？,请问多少钱一颗,0
1600310059665015,1600310072582014,就是觉得不够双,就是不够双,1
1850300046878031,8330100004630028,下午我早上来不了,晚上了也看不了,0
6577100005494005,6577100009974002,阴道能紧缩吗,有没有紧缩阴道的？,0
8839580008402021,8839580025483006,给你发错了,哦，对不起，发错了。,1
3226050014083007,6708030015174028,但还没达到我想要的效果,达不到我想要的效果,1
2808500013457014,2259130002435006,打了会不会吃不了硬的东西,会吃不了东西吗,1
6708030045955012,6708030046264005,做的不够好吧，就自己不满意,做了不够大，不满意,0
2875580000464016,3991420004368030,就在近期,近期没打算做。,0
8839580008193010,8839580014009010,去疤，是一次就可以的,三次就可以了吗,0
5534870028831001,5534870045569001,21岁啦,21，学生,0
5534870081590021,5534870097895021,我想知道一般多少钱,多少钱啊，我就想知道,1
8388040157054002,8388040179129000,我问你包牙齿多少钱,装牙齿要多少钱啊谢谢,0
4276530007096010,4276530013319019,这是不是小手术？,可不可以不做手术手术,0
5860280013154015,5860280017054022,谢谢了下次又不一定了,好的，那我等下次吧，谢谢啦,0
3991420043139016,3991420070617006,应该是美容院,去美容院，美容院说的,0
8997980029863008,8997980030780013,闭口粉刺在脸上,那种是闭口粉刺吧,0
1600310022824042,1600310042220014,先问问瞧,所以就问问你,1
2259130008287085,1850300010590022,费用高承受不起,费用太高了，承受不起。,1
2773850028101007,8592480006636011,大概要打多少针,嗯.好吧，大概费用多少到多少,0
9963270037198003,9963270042185010,松驰型去眼袋须多少费用,做 去 眼袋 的 费用 要 多少 ？,0
8997980028695001,8997980031960001,【脱毛99元还赚红包】: 为什么我分享买了红包没有到账,【脱毛99元还赚红包】: 我分享脱毛的  怎么我朋友买了  我这没红包,0
2773850001635022,2773850027765011,我是在医疗美容学习的,医疗美容,0
2773850028953007,8592480007389006,我妈妈52,女，52,1
6068820002118006,6068820016565009,24 肿眼泡,24单纯肿眼泡,1
5860280013657009,8997980019069005,蛀牙 拔了,蛀牙，之后拔了,1
5283910001857006,5283910003393009,肌肉和脂肪吧，,脂肪的堆积,0
9963270002130009,9963270026056008,小周，22,22，小唐,1
8388040046749002,8388040050826002,陶瓷矫正要多少钱？,你们这儿正畸牙齿，陶瓷自锁矫正多少钱？,0
5727500010334005,5727500028363001,我的下颌骨宽的整形需要多少钱呢,整形需要花多少钱,0
5534870081851004,5534870082021003,眼周围有斑,眼周围有黑青色,0
6708030045410002,6708030058730000,你好，肚子抽脂费用多少,你好，大腿抽脂费用多少,0
1850300046922001,1850300046922003,24岁矫正算晚吗,24岁矫正牙齿算晚吗,0
8592480014716004,7419650001840010,是无痛的吗？,真的无痛吗,1
3991420043072009,3991420061004007,雀斑比较多，黄褐斑有一点点,还有点真皮斑，黄褐斑,0
5534870082668003,5534870113976007,年龄二十三,年龄二十二,1
2773850028775011,2773850029489006,看见特价的,？特价？,0
5860280013058010,8997980014755012,有几种线？,有几种可能啊,0
8388040073378017,8388040080340004,乳晕粉嫩多少呢,想咨询乳晕变粉嫩,0
8363010007269020,8363010022409025,这个对以后怀孕哺乳，有没有影响，,那对以后生小孩喂奶有没有影响？,1
8363010034139004,8363010042197045,那个是激光   还是,是点掉的还是激光？,0
8530000006326009,3226050000780014,脸部肌肉松驰,脸部松驰,0
5727500010463021,5727500021984009,微信是多少,在微信上,0
5534870028882008,5534870055485005,胳膊。胸口,胳膊还有胸口,1
8363010008380002,8363010010835020,755皮秒？,美国的就不是，是755蜂巢皮秒,0
8388040129428002,8388040156254002,贴牙面多少钱,贴牙面一颗多少钱？,1
5727500010340007,5727500020660001,激光的话一颗多少钱,激光去一颗痣多少钱,0
8530000006749010,8530000008326016,去年六月长的,去年七月,0
6577100005443002,2367960004707002,额头有皱纹能去除吗,额头上的皱纹能不能去掉？,1
5283910000460023,5283910015128049,10点多可以吗,10点过来,0
3991420082946002,3991420093865022,瘦脸针是888？衡力的吗？,是兰州衡力吗？888,0
1800280045069001,1800280056897004,私处脱毛多少钱呀？,脸部脱毛多少钱?,0
8388040101772035,8388040108542022,我在嘉定挺远的,太远了，我在嘉定,1
2773850000536001,2773850011480011,是211医院整形吗？,你是211医院吗,0
5534870027362005,5534870073448003,好几年了吧！,四五年了吧？,0
5732510008949010,5732510016105007,去过皮肤科,没有去过皮肤科,0
6068820002076011,8881750010511021,有他的微信,可以我的微信,0
1800280045195012,1800280058338007,应该是槟榔吃多了,我是吃槟榔把脸吃大了,0
8330100014842008,8330100038082008,56岁，黄褐斑，雀斑,雀斑，也有黄褐斑,0
1600310023615004,1600310037714004,脸上的逗印怎么去掉啊,怎么去除脸上的疤,0
5534870081921025,5534870127876015,好的我同意了,也没有同意啊,0
2875580001006004,3991420012253007,24有一年了,我24 男,0
5727500010710001,5727500013286001,咋叫嘴唇变薄,嘴唇变厚这样变薄,0
3226050015071007,3226050017486011,暗黄出油,毛孔粗大还出油暗黄,0
1600310024487017,1600310055262002,全烤瓷牙套多少一颗,烤瓷牙多少瓷牙多少一颗,0
6708030046091006,6708030068636009,99脱一次吗？,没有，99一次吗,0
8839580008154025,8839580036991009,修复处女膜手术需要多少钱,哪修复处女膜多少钱,0
8412990001429002,8412990010733003,你们是厦门欧菲？,厦门欧菲吗,0
2808500013272022,2808500017562015,所以我咨询价格,所以才来咨询啊,0
3991420072484025,3991420091772003,方便加微信吗 ？,我微信加你了  微信聊吧,0
8388040074442037,8388040084845048,是地铁还是,地铁九号线,0
3991420103456002,8388040008825002,牙周炎手术多少钱？,治牙周炎要多少钱？,0
5727500010390001,5727500024551001,贴双眼皮贴，眼皮有点松弛了,眼皮贴双眼皮贴，然后松弛了,0
4276530007417006,5015660013243047,胳膊，腿部，大腿，小腿这个就是四肢啊？,那做大腿小腿，还有腰和手臂呢？,0
8388040046122002,8388040054691002,你好可以给个微信吗,可以在微信上说吗,0
2259130007941018,2259130011366010,一般金属托槽矫正要多少钱？,钢丝一般多少钱,0
5979500006296057,5979500016759005,加你微信说吧，方便么？,微信聊吧，打电话不方便,0
8388040073232025,8388040088759017,不知道那你们做的怎么样,但是我不知道，你们家怎么样？,0
8592480013712007,8592480014167021,我给你发图片,在这里能发图片不,0
1850300047277001,8330100005182001,鼻子上的粉刺多怎么办,鼻子上出现黑头该怎么办,0
6708030045426004,6708030060859013,好的我加你的微信,我加微信，你看看我的是什么斑,0
8839580008153003,8839580020954001,疤痕可以去的吗,治疗疤痕可以吗？,0
2259130008125006,1850300009663002,做双眼皮要多少钱呢,做双眼皮开眼角要多少钱？,0
1159720015987010,1159720022506005,那你给我发微信,加我微信给你看照片,0
5727500010515041,5727500021283017,是割的还是埋线,做微创好还是全切,0
8388040077555029,8388040096471079,qq号给您了,是上面的qq嘛,0
8839580008341014,8839580014524003,爱芙莱1ml价格多少呢,爱芙莱多少毫升,0
8388040101434007,8388040125355006,我想抽大腿小腿,腋下，大腿跟腰部,0
8530000005487024,8530000010547015,我不是留微信了吗,可以让她加我微信也得,0
6708030018601015,6708030020805006,100%可以？,可以体验？,0
1600310060849007,2808500001409009,额头，苹果机！太阳穴,太阳穴，泪沟,0
3991420014591028,3991420025022017,大牙，咬东西的,大牙都有,0
8530000005650008,8530000015308022,一支多少毫升？,玻尿酸多少毫升的,0
6708030018449001,6708030026211004,激光什么,可以激光？,0
6577100005122020,5998600004485008,要多久可以好,那如果治多长时间,0
2773850028031012,8592480009174006,是埋线？不是隔吗,埋线没有,0
5998600021964005,2773850006840006,之前做过埋线，,没有，做过埋线,0
5283910000004005,1159720011631004,还有点烧,就有时候会有点痒,0
1600310023727041,1600310028646028,你的微信就是你的号码,这个号码是微信,0
1600310022954012,1600310055472016,去年做的也是680,我买的680,0
3991420043030031,3991420046248041,材料叫什么,什么材料什么价格？,0
1159720016165004,1159720054441006,男士今年46岁,男士43年的,0
8388040131433024,8388040136667025,挂号费是多少？,都是 免挂号费的？,0
3991420103543006,8388040005175034,嗯加吧微信聊,方便聊给微信吗？,0
5998600021656024,2773850023276011,不能发照片啊,照片发你了,0
8363010034093072,8363010036453012,这两个月快回厦门了,你说呢？我在厦门能去哪,0
8997980028674023,6068820000135003,然后  还有痘痘,然后痘痘好了,0
8388040190030017,2860740008901042,一颗是吗,100一颗,0
3991420014915015,3991420032977036,国产和进口有什么质量上的差别吗,国产与进口有什么不一样呢？,0
1800280081587014,8363010001865018,也可以改善吗,只是可以改善的吗？,0
8330100014872010,8330100022048005,一年多了 不疼,有一个，一年多了,0
1159720016165004,1159720027197004,男士49岁,男士43年的,0
3991420014861017,3991420018672017,韩式微创全切，加去脂,说去皮全切,0
5854910000576004,5860280012001009,瘦脸针是国产的什么品牌,你们国产的瘦脸针是什么品牌的,0
5998600022567002,2773850008652012,洗眉毛眼线多少钱,纹眉和眼线大概多少钱,0
8388040189884010,8388040191256011,那四级四级是啥,三级到四级,0
8839580008300001,8839580025060001,做提眉术要多少钱啊？,提切眉术多少钱？,0
5979500005958012,5732510000192022,怎么加你的微信？？？,加微信给您发吧,1
5979500006480025,5979500011668031,这上面没法发图片,这个没法发图片,1
8839580008114014,8839580020673029,好的，那我明天过去,那我看上午过去下,1
2773850028524019,8592480005107001,营业时间是几点呢,几点开门？,1
1600310022906064,1600310035558009,那个医生做的好尼,好的。那个医生做得最好？,1
8530000005510012,3226050010655006,现在是什么价位？,那现在是什么价格的,1
8388040046122002,8388040062630004,你有微信吗 微信说可以嘛 我这边不稳定,可以在微信上说吗,1
9963270002797014,9963270022088012,遗传我老妈的,可能是遗传的，他奶奶的也是,1
9963270003879023,9963270005581005,有体验的吗？,可以体验的吗,1
5979500006125017,5979500035691011,好  我加你微信,我加一下你们的微信吧,1
5860280013657012,5860280013657013,和左下倒数第三颗,右上倒数第二颗,1
6708030018134024,6708030021180018,甘肃酒泉,甘肃嘉峪关,1
6577100005230016,5998600000479015,好的  我加你,我加您？还是？,1
8363010007599089,8363010010852006,我太宽了，可以改窄吗,要宽改窄,1
6577100005315021,5998600002520036,发个地址我,发个具体地址,1
2773850027900012,2773850028858008,我想费用上，能优惠些,价钱还能优惠吗,1
2773850002076010,2773850019912007,怎么发给你啊,要怎样发给你呢,1
1850300047272053,1850300059399009,嗯 可以加微信,我在加微信,1
4276530007258008,5861350002049008,请帮忙接前台的电话,给我7楼前台电话,1
8592480013727015,8592480013859049,就这个手机号吧,即手机号,1
1600310023132015,1600310030987011,99/?,一次是99吗,1
4276530007492015,4276530013106036,你们是正规大医院么,我还是去正规医院吧,1
8363010034135026,8363010051376010,脱毛部的,关于脱毛的,1
6068820002116005,6068820004538005,像小布袋样子,小布袋的样子,1
2875580000399030,3991420000204013,我加你微信发照片看一下,那我加一下陈医生的微信吧,1
5998600000232006,5998600014647007,你们医院在苏州吗？,你们这个医院在苏州哪里呀？,1
5727500010521007,5727500032065038,那都包含啥啊,都包括啥,1
6708030018151004,6708030033030032,我在北京美莱做过项目,之前在美莱做过其它项目,1
2875580000487009,3991420014448005,微信聊可以吧,具体可以加微信聊吗？,1
8330100015399006,8530000005022008,准备16,16啊。。,1
8388040129079033,8388040132365014,你们地址方便发一个给我吗,地址方便给我一个吧,1
3226050015175009,3226050020185003,不好意思，打错字了。,不好意思！,1
2773850027796015,8592480011131003,您能给我介绍一下这个吗,你先介绍一下。,1
8388040157068004,8388040159332040,有需要的时候联系你,噢。需要联系你。,1
8388040157527049,8388040175259018,谢谢！晚安💤,好的👌谢谢您了,1
1159720054579009,1159720066144008,来了，今天第四天,今第四天了,1
1800280081014010,1800280085878004,男士看28,我是男士  23,1
8388040073548014,8388040083143026,切口是在哪,那里切口？,1
8388040130328028,8388040157033022,你这里是华美对吧,您这是华美是吧,1
8388040189053006,2860740009803010,我发图片给你，你看看要多少钱,要我发图片你看看吗,1
3226050014367003,3226050020029031,那我们加微信聊吧,199 4755 3107加微信聊,1
8839580008547004,8839580014475010,点一颗要多少钱呢,一般点一颗要多少钱,1
5534870027115011,5534870067348009,这是什么原因造成的呢？,什么原因，,1
6658970000050016,5854910001303007,没有 大概费用在多少,嗯，大概费用是多少呢？,1
6658970000032009,5854910004896012,你微信号发一下。,单独发一下微信号,1
8388040101240014,8388040110595003,太阳穴凹陷  颧骨高,我颧骨高，所以太阳穴看上我凹陷,1
1850300056181019,8330100004224002,你们的医院地址在哪里的,你们医院地址在那,1
8530000006302006,8530000019806003,13岁，姓吴,13这样,1
3991420042830027,3991420051056026,然后我再考虑考虑,我考虑好了才做,1
8839580040884011,5283910005366026,好的，我考虑，谢谢你！,哦，谢谢你的建议,1
8388040020640016,8388040027805011,你们这个医院是上海的吗,你这个医院在上海吗？,1
5732510008691004,5732510032356001,脸上有伤疤怎么办？,我脸上指甲刮的 伤疤,1
8363010035173004,8363010055604009,身高160 体重100斤,身高160 体重105,1
8388040157054044,8388040178186024,我再了解一下，我第一次了解,让了解一下,1
2808500013515024,2808500019203014,她们还说一次就会有明显效果,做一次有明显的效果吗？,0
8330100015187019,8330100027461026,也就没有再打过,是她打过,0
6708030018218011,6708030025792005,不知道效果呢,不知道价格效果,0
2875580000788001,2875580007252001,脸上妊娠斑怎么去掉,脸上的巴怎么去掉,0
2808500009453223,2808500009467030,卑鄙无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流梗,卑鄙无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流无耻下流,0
1850300047687008,8330100014457003,伊婉大分子你们医院多少钱一针啊,伊碗Ｃ多少钱一针,0
6068820002870001,8881750009719001,瘦脸针衡力100u的,瘦脸针是衡力的吗！,0
1159720015647006,1159720049099005,失败的切眉,只做个切眉,0
5534870082015009,5534870084241003,没有 小时候烫伤的,我小时候烫伤了胳膊,0
8530000005531017,8530000007869005,体验一次9元！,之前有体验过一次,0
1600310025298003,1600310042285002,瑞蓝二号多少钱一支,伊婉大分子现在多少钱一支,0
8388040020848009,8388040045436007,李健院长填,想找李健院长修复,0
2259130008110002,2259130012477002,肋软骨隆鼻半价是多少钱,肋软骨隆鼻多少钱呀,0
5860280013053012,8997980019557021,我有会员的哎,我没有办会员,0
8388040021638014,8388040030357002,伊婉C多少钱一支？,伊婉大分子多少钱一只,0
1850300012537003,1850300042579001,请问你们做切眉手术多少钱,请问你院做提眉手术多少钱可以做,0
8388040157661012,8388040183774013,好治疗吧,治疗可以治疗吗？,0
5534870028790007,5534870055024004,那怎么才能变大啊,怎么能让胸变大？,0
3991420073724016,3991420095406026,有吃过调理的药,药物调理,0
8388040073148045,8388040087053020,等我再问问清楚吧，谢谢！,好的，谢谢！我问问她,0
6068820002261009,8881750008870020,大概需要多长时间打针,大概需要多长时间就能好,0
1800280045593010,1800280076169035,不是滴滴专车接送吗,你们那不是有滴滴接送吗,0
9963270002217008,9963270026080009,以前去过就不得是吗,嗯，以前去过,0
3991420072487003,3991420095452012,在微商城购买,商城不能购买吗,0
8530000005500029,8530000009580021,好的，那明天联系,那你叫医生明天联系,0
2860740003339011,2860740007237002,580元是怎么样的，,580是隔的吗,0
1850300012889008,1850300013727033,有考虑的,我在考虑一个,0
8330100015060016,8330100021689023,后面这个号码,就这个号码吗,0
9963270002116005,9963270021140023,准备三个月了,我准备过两个月去,0
8388040101463004,8388040116431006,我是个男士，60岁了。,我女性，60岁,0
8388040157111019,8388040164934004,一颗全瓷类牙套大概所需多少钱？,安一颗全瓷牙套要多少钱,0
8592480013802023,8592480017599011,去年我去过你家的,没有去过你家,0
5998600022524011,2773850021319009,静态纹也有点,我有点表情纹,0
6658970000137005,5854910007119001,我在上海割了双眼皮，咱们医院能给拆线吗？,双眼皮不是在医院做的可以拆线吗,0
1850300013560007,1850300024488009,我在华美问过,好像华美也有啊,0
8388040101005002,8388040110116002,种植头发一定要头上的头发吗,种植头发会掉吗,0
6068820004082001,8881750014791004,瘦脸针破尿酸各多少钱一只,波尿酸多少钱一只,0
8388040101013010,8388040119586011,还有我20,我想做20颗,0
8330100023454004,8330100023454013,这个详情是？,这个活动的详情是？,0
8388040129960002,8388040138726004,去黑头要多少钱呀,去粉刺要多少钱,0
2259130008110002,2259130009913003,肋软骨隆鼻半价是多少钱,软骨隆鼻多少钱呀？,0
8388040189126019,8388040190720046,等回上海了,上海给有分院了,0
2773850027811004,8592480003265005,大眼综合和小眼综合的区别,小眼综合呢,0
1600310060049102,1600310083238013,假体有什么好处吗,假体有什么的,0
8530000005916013,3226050003478010,全脸一次大概多少钱,哦，全脸吗?要多少钱?,0
3226050013543029,3226050016010001,牙烂掉了！,板牙掉了,0
4276530007581024,5015660006611009,你们的医院是在哪里了,你们是哪个医院🏥,0
1850300046739023,8330100012690060,下午4－5点钟吧,下午2-3点来吧,0
8388040157440008,8388040187659003,27女，没,25。对,0
3991420042795010,3991420056748004,医院说的价钱有点多，我想多咨询一下。,我想咨询一下你们医院的价钱,0
8388040157217002,8388040187606001,请问额头上反复长痘是怎么回事？,脸颊长痘怎么回事呢,0
1600310023743011,1600310023743027,小安小姐求你了，请打字,小安不会打字吗？,0
8388040101079014,8388040121301014,用过很多产品，觉的没用,用过没用,0
8839580008067023,8839580040740007,我说的是医疗卡也可以刷？,可以刷医保卡,0
3991420014704018,3991420020938023,牙根断了，可以慢慢修复吗,还有牙根可以修复吗？,0
1800280011222008,1800280039957014,有凹的有凸起的,还有凸起么,0
3996870000288009,3996870001259011,今天双十一不是说一折吗,不是说一折,0
6577100006777010,5998600007717005,那50单位多少钱,50单位多少钱，100单位多少钱,0
5998600013527012,5998600016485013,加不了，账号异常,你的账号异常,0
5860280013126007,5860280015024009,我的鼻头缩短 鼻子塌,我鼻子塌 鼻梁低  鼻头缩短,0
5979500006066013,5979500024764010,青春解码是仪器做吗,不是。是青春解码,0
5861350010981009,9170690000385012,因为怕反弹,而且反弹,0
5732510008845013,5732510027098002,哦！满脸痘印呢？,脸上痘印的,0
8388040101200006,8388040119494011,你们是用仪器还是打针,都是打针的跟仪器的吗,0
6708030018602009,6708030037508010,不是会员的价格呢,会员有会员价格吗,0
5861350009021007,9170690004044004,请问你们那里需要多少钱,请问下你们现在热吗吉是多少钱,0
8363010007309010,8363010020736000,咱们这都有什么品牌的玻尿酸啊,活动的玻尿酸是什么品牌,0
8530000006689006,3226050003577001,填充苹果肌前后对比图,卧蚕填充前后对比照片,0
2259130008939024,1527530002433038,你打数字就可以啦。,什么数字,0
8388040046127012,8388040047343008,可以安排初一或者初二？,初二可以吗,0
6577100007531005,2367960004205001,去眼袋多少钱，怎么去,怎么去眼袋？,0
8388040188918004,8388040191332018,去除一颗志需要多少钱啊,那去除一颗多少钱,0
3991420072578002,3991420101407003,请问衰老性眼袋去除的价格？,请问去除眼袋,0
8388040101017029,8388040123035012,无痛》？,没有无痛的吗,0
8363010034403045,4276530001459005,有去在联系你,能打电话联系吗？,0
5732510008766008,5732510020169012,医生，你是藏族的吧？,你是汉族医生还是藏族医生,0
8388040101056007,8388040106847031,修一下要多少钱？,我看一下，检查要多少钱,0
8839580008048011,8839580021355015,我去医院也是看图片？,医院图片有没有,0
8363010007333007,8363010010844009,牙齿弄过了还是有点,牙齿还是活的,0
5998600022464005,2773850017858004,本人女年龄31,31、本人,0
5283910000793006,5283910003994004,年龄20 性别女,性别男年龄15,0
1159720016627001,1159720022409004,脂肪胶丰太阳穴，需要多钱？,咱这脂肪胶填充额头多钱？,0
2259130007979015,1850300001114015,在老家补的,没 我没读书了,0
8388040128987016,8388040149240007,矫正还要拔牙吗,第一次矫正没拔牙,0
8530000006453002,3226050012030001,络腮胡脱毛要多少钱,腹部脱毛要多少钱,0
8997980000301002,8997980002625004,去痘坑医院,医院去痘坑多少钱,0
5534870081524016,5534870081702007,有时候额头也会长,有时候会长,0
9963270002010029,9963270033392009,用了段时间，才出现的,在几天才出现的,0
1159720056078010,1159720065465007,是不是需要挂号,需要先挂号吗？还是？,0
6708030023254002,6708030025447004,不是2880吗,2880这个呢,0
5861350010262031,9170690001382054,不客气，晚安,晚安晚安,0
9963270037101006,9963270041576015,整个鼻头宽大,我的鼻翼也宽大,0
8592480013693013,7419650013523052,多久恢复？,多久可以消肿？,0
8388040188966009,8388040192538000,带的烤瓷牙,做了烤瓷牙还可以箍牙吗,0
8388040101874018,8388040128592018,是在搞特价吗,特价是活动吗,0
2808500013816005,2259130002161002,减少身体黑色素,身体上黑色素,0
5979500006924017,5979500008578024,我先询问一下，我先考虑,行，我先自己查一下看看,0
8388040101293008,8388040115037007,性别男  23,年龄23  性别女,0
3991420014795009,3991420027205005,后面数倒数第三颗,就是后面的板牙倒数第三颗,0
5979500005987011,5979500031420008,埋线可以做几次啊,可以做埋线吗，,0
3991420072574011,3991420075090009,没有，眼睛小眼皮有点厚重,我的眼睛 眼皮有些下掉  有点肿,0
