uuid,sentence,label
E3141590054582002,我想问一下，例假来了不可以做什么,咨询注意事项
E3141590009386005,准备周六或周日去你们那里检查一下，备孕一年多了没动静,确定预约时间
E3141590044360062,信息发给我,确定联系意愿
E3141590020002018,加我微信没,确定联系意愿
E8393550002249025,不如移植前  男女要满足什么条件  能讲一下吗？,咨询项目介绍
E3141590001047016,概率多少,无
E3141590034424010,下次怀孕注意什么,咨询注意事项
E3141590072234029,那我该怎么办，饮食要注意什么吗？,咨询治疗方式
E3141590056986010,请问备孕期间要注意什么事项,咨询注意事项
E3141590010475016,那你加一下我的微信,确定联系意愿
E3141590033246004,可以做月子吗,无
E3141590059695002,是安庆市立医院吗？,咨询公司介绍
E3141590026269011,那如果来了还需要做手术嘛？,咨询手术
E3141590010865016,我不知道怎么结扎的,咨询手术
E3141590016163011,知道，我这是因为撸多了导致的能治好吗,咨询疗效
E3141590085469040,想问一下能吃什么东西能把卵泡长得快一点？,咨询食疗
E3141590005662010,挂陈院长的号需要提前预约吗,咨询专家
E3141590001103016,嗯嗯在呢,无
E3141590014628022,这个他说以后有可能会复发,咨询疗效
E3141590003431009,还有是否会是宫外孕只有做B超,咨询检查方式
E3141590070843019,喝羊汤吃羊肉，豆腐，干豆腐,无
E3141590000882039,好像是2.6几,描述症状
E3141590044154004,打电话给我我能咨询,确定联系意愿
E3141590043431010,没有家族史，两条腿不确定什么时候疼,描述症状
E3141590000755020,没有，想回家做，这里没人照顾,无
E3141590071786007,一个星期可以不,无
E3141590001357018,她在上学,无
E3141590002276009,精液的很好没有什么异常的,描述症状
E3141590006073035,有什么好办法,咨询治疗方式
E3141590001393013,生过孩子结扎的,描述就诊史
E3141590056747007,是不是到你们那去,无
E3141590084178016,不吃海鲜不喝酒,无
E3141590009337020,多少钱手术,咨询价格
E3141590011113030,也就是4月份做的手术，然后5月份同房的没事吗,咨询注意事项
E3141590052258015,240807824，我的扣扣,确定联系意愿
E3141590000638017,那倒不会,无
E3141590069506028,晚上你在线吗？,咨询上班时间
E3141590006501031,我想问下 你说的哪两种情况有什么区别吗,咨询项目介绍
E3141590057228011,那你那随时去还看不了么？,咨询上班时间
E3141590006768004,是我的老公，性交正常，有时还延长，就一直没精液，这是无精症吗？,咨询项目介绍
E3141590048112028,像我现在不能做吧，要等它干净以后才能做吧,咨询注意事项
E3141590080023038,是不是不能吃辛辣刺激的吗,咨询食疗
E3141590007628017,目前只是通知我们，还没有说什么,无
E3141590075584017,怕以后副作用。,咨询副作用
E3141590011953041,林医生nin hao,无
E3141590049498025,那如果怀孕了，要吃东西吗,咨询食疗
E3141590007223007,我这两个月不排卵是什么原因,咨询病因
E3141590040794007,那不是经期过后可以吗,无
E3141590009483026,你们又解过这样吗,无
E3141590058094028,哦、做手术大概多长时间,咨询手术时长
E3141590004441010,安琪儿医院,无
E3141590004664004,我想问一下解脲脲原体阳性有什么证状,咨询项目介绍
E3141590016934005,盆腔积液会影响输卵管不通吗,咨询危害
E3141590048230026,那我知道，要二宝前肯定要身体状况良好的情况下备用的,无
E3141590020110018,你们这看到男科吗,咨询公司介绍
E8393550004403016,我以前在你们那看好的，然后我朋友想去那看我就想叫他找李克敏，然后问一下路线,描述就诊史
E3141590093202036,我只是觉得你们医院不负责,无
E3141590005128005,试管婴儿痛嘛,咨询疼痛程度
E3141590029429023,蚌埠。,无
E3141590005136059,这推迟一两个月没有事吧,咨询危害
E3141590025944036,什么叫大夫的手感,无
E3141590055974007,你好，子宫内膜厚，需要注意什么？,咨询注意事项
E3141590031773024,不需要带什么手续吧！,无
E3141590054807015,什么准备,无
E3141590065533037,是要等几天呢,咨询检查最佳时间
E3141590060376012,多少天能做出来,咨询疗程
E3141590001919013,上环10年,描述就诊史
E3141590013750007,我18158950929,确定联系意愿
E3141590013281015,25号，多少费围呢,咨询价格
E3141590034201002,剖腹产一每零八个月十五天可怀二胎嘛,咨询注意事项
E3141590014392042,所以我们选择了中山医院,无
E3141590076301005,今年50岁，轻度痛风，前段时间发了，问一下干时营食主意那些,咨询食疗
E3141590001315027,阜阳市,无
E3141590006281020,9号来,无
E3141590035817031,因为别人给我找的是你们医院的一个男主任,咨询专家
E3141590005265006,不好意思，点到莆田医院的聊天区了,无
E3141590000840027,嗯，好的,无
E3141590070440050,周末休息吗,咨询上班时间
E3141590038317020,今天不是空腹,无
E3141590066122037,一对一治疗吗,咨询治疗方式
E3141590078577037,手术合肥,描述就诊史
E3141590000548009,如果做试管或者人工受精会不会等精子等好,咨询项目介绍
E3141590001304018,当地医生让我打促排卵的针,描述就诊史
E3141590000615024,头一天和第三天少,描述症状
E3141590031773020,想手术简单的,咨询手术
E3141590040285029,通过什么手术,咨询手术
E3141590034955033,17352925312你的吗,确定联系意愿
E3141590005843021,你的专业不是男科好像,无
E3141590014512007,做同水能用多少钱,咨询价格
E3141590032570011,这是刘院长的号码吗,咨询电话
E3141590004245046,可要查输卵管啥的,咨询检查方式
E3141590005581017,这种手术一般的医院都可以做的,咨询手术
E3141590006600012,您的多少,无
E3141590004644001,霍邱一院可以做输卵管通液吗,咨询检查方式
E3141590012434030,肚子疼，疼的地方不能按压,描述症状
E3141590006328025,回来我在问您吧，,确定联系意愿
E3141590037516032,网名夏末,无
E3141590020635044,可我不痛经的,描述症状
E3141590022277013,那多少时间可以要宝宝,咨询项目介绍
E3141590009062005,现在不要我想调理下身体,咨询治疗方式
E3141590043140016,qq吧我不玩微信,确定联系意愿
E3141590009575025,怎么可能呢,无
E3141590013342009,想明天去医院可以吗,确定预约时间
E3141590052241009,那个路和那个路,咨询地址
E3141590017175026,现在73小时的话是不是吃避孕药也没效果了,咨询药物
E3141590017354042,合肥市庐江县附近,无
E3141590001182013,老现在是女儿,无
E3141590026346047,自己触摸一下多好疼,描述症状
E3141590050937014,那也就是说，月经干净了就可以去了是吧,咨询注意事项
E3141590014798024,手术费多少钱呢,咨询价格
E3141590020683014,那可以预约她的号吗,确定预约时间
E3141590064319017,你们周末可以安排手术吗,咨询上班时间
E3141590008355034,那要怎么治疗？,咨询治疗方式
E3141590080437005,我是个通风病人想咨询一下什么东西不能吃,咨询食疗
E3141590001216010,具体情况我不清楚,描述就诊史
E3141590005306030,我不习惯加陌生人微信,确定联系意愿
E3141590002204016,怕是有问题,咨询危害
E3141590000698016,他当初抢了我女友,无
E3141590009538020,你的意思就是说，做激光了，以后生孩子宫颈口不好是吧,咨询副作用
E3141590003025012,也不怎么腹痛,描述症状
E3141590004140017,怎么测,咨询检查方式
E3141590009403006,我前天查出左边有卵泡，今天查就没有了，这是怎么回事啊,咨询病因
E3141590049024014,走路可以，,描述症状
E3141590027239010,不孕不育，你们一定能治好吗,咨询疗效
E3141590019402038,哦，做过手术。输卵管还能通畅吗,咨询疗效
E3141590006394010,男女都要调理吗,咨询治疗方式
E3141590007962035,谢谢你了~明天我就去医院看看,确定预约时间
E3141590003606027,你们可以联系国外是吗,无
E3141590010425005,我的电话18175040582,确定联系意愿
E3141590029978010,就是说一个月不能同房,咨询注意事项
E3141590016225039,吴建花,无
E3141590082510002,一个周期多少天,咨询疗程
E3141590012251016,我是打算明天去医院看看,确定预约时间
E3141590051776068,我这打一次针就可以试着要孩子了吗,咨询注意事项
E3141590008075017,在，发給你,确定联系意愿
E3141590083570022,我问吃什么东西补肾啊,咨询食疗
E3141590005350021,痛哭不,咨询疼痛程度
E3141590070972023,你医院要元旦上班，我后天就过去,咨询上班时间
E3141590074848003,脚肿怎么样,无
E3141590003982011,要做些什么检查吗,咨询检查方式
E3141590073933010,时间还说不准，看吧，全程要多长时间？我一直上班还得挤时间,咨询疗程
E3141590024494024,好的，18225836760,确定联系意愿
E3141590000753007,就是精子少,描述症状
E3141590020914020,你的多少，我加你吧,咨询微信
E3141590009309036,提供一切都正常就是就是肚子上的刀口怕,描述症状
E3141590070442006,我想问一下，陈庆华大夫什么时候上班。,咨询上班时间
E8239900116161020,你们是正规医院,咨询公立私立
E3141590025587022,好的，你这里可以咨询吗？,无
E3141590032322075,我明天把检查做完，做手术的时候 直接做不行吗,咨询手术
E3141590054102113,合肥我还是熟悉的。说在什么方位就可以了,咨询地址
E3141590002295023,就停了,无
E3141590043576028,会不会有副作用？,咨询副作用
E3141590068091015,就是吃什么能补充精子的。,咨询食疗
E3141590004091012,不是，我想问您准备二胎需要检查什么,咨询检查方式
E3141590002046020,性激素十几现,描述就诊史
E3141590027375033,还有治疗好的希望吗,咨询疗效
E3141590005270029,我这种情况需要什么证明,无
E3141590005666014,看不出来吗,无
E3141590004362022,意思就是用我老公精子，可以人工受精吗,咨询项目介绍
E8393550058759012,那个站方便点,咨询路线
E3141590036685012,几个月？,无
E3141590002540027,那怎么调理了,咨询治疗方式
E3141590048501012,什么时候可以不用措施同房,咨询项目介绍
E3141590034151011,要注意些什么呢,咨询注意事项
E3141590003924008,通水好吗,咨询手术
E3141590008858028,这种情况要是做试管  到成功大概费用多少,咨询价格
E3141590020012016,这可要做手术,咨询手术
E3141590001767025,吃的中药,描述就诊史
E3141590096779083,知道路,无
E3141590002527025,我有点缺少小血板,描述症状
E3141590003189011,2月15号,无
E3141590001307005,4豪米,描述症状
E3141590036666061,那你们医院那个医生比较好,咨询专家
E3141590001602005,十二岁孩子精索静脉曲张手术能痊愈吗,咨询疗效
E8393550002772003,我想做个试管婴儿，请问具体需要那些条件,咨询项目介绍
E3141590025145026,那不得要一年的时间,无
E3141590004022019,我就问还有救吗,咨询治疗方式
E3141590013835014,这病可以治愈吗？,咨询疗效
E3141590041399017,多久才能去通水,咨询手术
E3141590015905032,还没呢，我来把号码抄下来,确定联系意愿
E3141590027908012,流过多久能备孕,咨询恢复期
E3141590034379009,做什么样的手术,咨询手术
E3141590002314015,大小约,无
E3141590079461005,想问下备孕前准备,咨询注意事项
E3141590001350006,我想知道我老公前向运动精子43.7%正常吗,描述症状
E3141590017081019,我想问下您，和中药和中药灌肠起到什么效果呢,咨询疗效
E3141590033632010,要休息多长时间,咨询恢复期
E3141590005673029,他这为什么老是硬,咨询病因
E3141590045438018,这手术要做哪些准备，,咨询术前准备
E3141590015795021,手术治疗大概需要多少费用,咨询价格
E3141590023941007,无精子能治好吗？,咨询疗效
E3141590017364020,你把你的微信发给我吧。,咨询微信
E3141590001792017,报告在车里，没有拿回家,描述就诊史
E3141590000970024,那就没办法咯,无
E3141590036446041,13866070935 陈辉,确定联系意愿
E3141590035537007,六点多去你们医院的  也没有个医生,描述就诊史
E3141590033947004,请问专家号多少钱,咨询价格
E3141590014039004,补佳乐搭配黄体酮可以降黄体生成素高吗,咨询药物
E3141590020188001,结扎手术可以解出吗,咨询手术
E3141590009128029,怎么治疗呢？一直服药，是吗？,咨询治疗方式
E3141590026420036,我要了解一下吧,无
E3141590038224018,月什么注意的,咨询注意事项
E3141590027819019,多长时间可以再孕,咨询恢复期
E3141590021628029,阜阳临泉的,无
E3141590052836006,了解家人，女性，脚裸骨处肿了，有疼感，是痛风吗？,咨询项目介绍
E3141590005201020,你是客服吧,无
E3141590011694014,想做人工受精我老公不去可以做吗,咨询项目介绍
E3141590022791029,我就是想去你们那边专业一点,确定预约时间
E3141590079010014,那面包可以吃吗,咨询食疗
E3141590001290019,谈2年了  之前没想过孩子,无
E3141590007964017,要怎么样确定结扎的方式,咨询项目介绍
E3141590037714026,那做手术呢,咨询手术
E3141590006774021,这个跟年纪有关吗,咨询病因
E3141590011210014,人工受孕的成功率有多少+大概需要多少钱,咨询价格
E3141590013969024,嗯，是疼。,描述症状
E3141590025827005,第一胎剖腹产的第二胎多久能怀,咨询恢复期
E3141590004722006,做通水,描述就诊史
E3141590009695014,都要吃药才能来一次,描述就诊史
E3141590049215031,我也没有QQ,确定联系意愿
E3141590007753017,她的号可以预约吗,咨询专家
E3141590060359004,我想我一下诊刮有什么后遗症,咨询副作用
E3141590000562030,你的具体地址方便说一下吗？,咨询地址
E3141590001208035,也可以做是吧,无
E3141590023662030,吃了避孕药会不会怀孕了,咨询药物
E3141590012529028,我的电话号码15268575993,确定联系意愿
E3141590042089020,好的，那我打给你，你们不会再打回访电话吧,确定联系意愿
E3141590077570013,当天能出来么,无
E8393550022474006,坐几路公交,咨询路线
E3141590010546054,大概多少钱 我准备一下,咨询价格
E3141590023813001,你好，请问在吗,无
E3141590040794005,我看的是经期过后开始吃黑豆,咨询食疗
E3141590030373007,我想看男科,无
E3141590060189007,试管的话需要多长时间,咨询手术时长
E3141590005141020,美女医生，我打字慢，没上过学,无
E3141590013625027,那大概要多久费用,咨询价格
E3141590001114024,染色体了，激素也在老家查了,描述就诊史
E3141590033980014,疼的不历害,描述症状
E3141590017564030,直接打电话是吗?,确定联系意愿
E3141590006993001,输精管堵塞能不能疏通,咨询疗效
E3141590000735014,我老公做厨师的 爱抽烟 熬夜,无
E3141590016801007,合肥吗？,咨询地址
E3141590077726002,来大姨妈不能吃什么,咨询食疗
E3141590000659015,我们离的有点远啊,无
E3141590002834006,你好月经结束几天做造影比较好,咨询检查最佳时间
E3141590019321007,你好，问一下喝调理输卵管堵塞的中药，是在月经期间喝还是干净后喝哪种比较好？,咨询药物
E3141590004984027,不知道其它地方还有没有,无
E3141590003126020,大于10,无
E3141590052899048,谢谢，我准备和老公到正规医院查查看看，再说吧,确定联系意愿
E3141590012629034,那如果做手术呢，多少钱,咨询价格
E3141590002284021,嗯，要么30，要么31,描述症状
E3141590031009041,手术是不是要割掉,咨询手术
E3141590007988032,号码是18269874352,确定联系意愿
E3141590013251025,13865252862，白银,确定联系意愿
E3141590052353031,网名悠悠草。,无
E3141590069695029,合肥南站离你们医院近吗,咨询路线
E3141590002944038,那我这个就不能做对吧,无
E3141590019164025,所以我想问问，吃麒麟丸可以加快内膜生长吗,咨询药物
E3141590002131022,是不是因为我经常涂指甲油,咨询病因
E3141590017523022,是我的手机号18895694870,确定联系意愿
E3141590035690015,我想到时候挂个陈大夫的号号,咨询专家
E3141590014402028,做这种手术带检查和手术费要多少钱,咨询价格
E3141590037748012,疏通之后会不会再次堵,咨询危害
E3141590025162001,通水后最快多久能同房,咨询恢复期
E3141590013251009,哦，现在预约到哪天了,确定预约时间
E3141590015545047,无锡妇幼,无
E3141590002160027,在哪里,咨询地址
E3141590009700013,肯定都想了解下，都治疗啊,无
E3141590006217020,那这个怎么办啊,咨询治疗方式
E3141590008764027,不通的话是怎么治疗,咨询治疗方式
E3141590084368014,那要孩子前要做哪些准备,咨询注意事项
E3141590002501009,大面积的,描述症状
E3141590028402030,在桐城,无
E3141590043152027,没有，要通水吗？,咨询手术
E3141590004831029,国内没有吗,无
E3141590005777013,当时扎的时候，用什么东西勾了一下，好疼呀,描述症状
E3141590006139006,请问精索静脉曲张治疗需要物理仪器或者手术吗？,咨询治疗方式
E3141590017859009,如果现在不做避孕可以吗,咨询注意事项
E3141590012589012,实不相瞒我已经预约，可是家人一直劝我不要来私立医院,确定预约时间
E3141590000444027,嗯，刚加了,确定联系意愿
E3141590027683012,还许要在同房吗,咨询注意事项
E3141590007104026,她注进去了，但是还是很痛是不是手术失败了,咨询疗效
E3141590026094004,流产了，多久能怀孕,咨询恢复期
E3141590026807039,但有一侧是不通的，也不要手术？,咨询手术
E3141590049539015,是的，输卵管造影需要注意什么，我11号月经干净，13号同房了，明天可以做吗,咨询注意事项
E3141590012588017,我就想问下全麻会不会有什么后遗症的,咨询副作用
E3141590014596005,在的医生你好,无
E3141590004000007,刘老师,无
E3141590021202013,而且疼,描述症状
E3141590007308017,电话是18755051728,确定联系意愿
E3141590002594014,雌激素达到绝经状态,描述症状
E3141590088281019,我饮食都是很清淡的,无
E3141590005005012,只是肚子痛 然后去做个b超,描述就诊史
E3141590022975020,能治好吗？严重嘛？,咨询危害
E3141590014360035,这样的手术费需要多少钱,咨询价格
E3141590007396008,高于多少低于多少,咨询项目介绍
E3141590029263030,夫妻生活有什么需要注意的吗,咨询注意事项
E3141590058344020,这个检查后需要休息不,咨询注意事项
E3141590035929019,明天去有好医生在吗,咨询专家
E3141590017938027,我加吧,咨询微信
E3141590002059045,但是很多少,无
E3141590074034012,要查几次,咨询疗程
E3141590003164039,安庆太湖,无
E3141590006950026,临泉的,无
E3141590023625006,中药灌肠有什么作用,咨询药物
E3141590002336027,应该是检查什么,咨询检查方式
E3141590003107014,住院在南京中医院,描述就诊史
E3141590029579015,那里做手术,咨询手术
E3141590008784037,怎样调理才会好点呢,咨询治疗方式
E3141590014670013,15205582570手机号加下就可以啦,确定联系意愿
E3141590013419030,哦！那怎么预约？,确定预约时间
E3141590020904014,不知道名字,无
E3141590040318028,不是 在这边上班的,无
E3141590047799021,住个一周,无
E3141590003436029,好的，。造影检查清楚些是吗？,咨询检查方式
E3141590007269007,2孩结扎，想做回扎输通,咨询项目介绍
E3141590024651015,没有任何效果吗,咨询疗效
E3141590041715016,这个可以做手术吗,咨询手术
E3141590006674012,X0.87,描述症状
E3141590015573000,结扎了还能生吗多少钱,咨询价格
E3141590010147009,您是客服，还是医生啊？,咨询专家
E3141590018714011,会不会导致胖,咨询危害
E3141590001482033,我那几天感觉肚子一阵一阵的疼,描述症状
E3141590001008010,1Ｍｍ,无
E3141590033551035,手术成功率,咨询疗效
E3141590020980020,加我微信13615543084,确定联系意愿
E3141590005190034,是吃药改善吗,咨询药物
E3141590008423033,好啊，去时给你联系,确定联系意愿
E3141590077457005,从市立医院出发,无
E3141590011457010,三代试管大约多少钱,咨询价格
E3141590016341025,那有没有别的药物便宜点的,咨询药物
E3141590001174012,这些都没检查过,描述就诊史
E3141590022667012,吃促排卵药物吃的吧,描述就诊史
E3141590001978017,大概11到12天肚子胀胀的，有拉丝白带,描述症状
E3141590018787012,子宫内膜厚会有什么病变吗,咨询危害
E3141590000986034,但是我又把片子拿到别的医那里去看。医生说是。片子检查的也有误。说是一点都不通,描述就诊史
E3141590011679004,宫外孕的费用是多少,咨询价格
E3141590008181027,是微信,确定联系意愿
E3141590009751011,手术又怎么做,咨询手术
E3141590004411022,听医生的啦,描述就诊史
E3141590000769020,打四针,描述就诊史
E3141590052737010,对的。。他现在还在吗？,无
E8393550000769009,"""我想咨询""""做试管婴儿的全部流程""""""",咨询手术
E3141590031214006,您好，我资询一下，宫颈赘生物3毫米需要动手术吗,咨询手术
E3141590032643058,这边没有认识的吗,无
E3141590014011011,那做什么手术,咨询手术
E3141590019915010,去了，他们说输卵管不通，给我通了太疼我受不了,描述就诊史
E3141590009658045,我也不懂，我想就是做多了，害怕有感染。,咨询副作用
E3141590002333008,屁屁墩了一下,描述症状
E3141590013508030,上海妇幼保健院,无
E3141590017353019,那这能治好吗,咨询疗效
E3141590053823022,不做手术可能知道可能接,无
E3141590003689038,在合肥呢  我在淮南,无
E3141590015518017,也就是也许是没有问题的是吧,无
E3141590032504005,我想问下试管婴儿需要多少，要多长时间？,咨询价格
E3141590025189007,我26岁了，结婚3年，没有孩子，去医院检查说是精索静脉曲胀轻度，旦精子活动量几呼为零，请问一下手术有用吗？,咨询疗效
E3141590010585020,在南京牛头山军区以前，纪教授,咨询专家
E3141590083561038,算了，和华博都一样的，以盈利为目的的,无
E3141590018269012,太疼了就没有得问医生,描述就诊史
E3141590058240019,结扎不能过性生活吗？,咨询注意事项
E3141590000545006,精子是不是粘粘的,咨询项目介绍
E9574560003289016,你们医院是属于国家的，还是私人的,咨询公立私立
E3141590021463006,天生男人无精能治好吗,咨询疗效
E3141590044494002,到诊合作  qq：473071120,确定联系意愿
E3141590013696018,就想知道大概需要花费多少钱,咨询价格
E3141590046994052,钱花了七八千！肚子现在还留下后遗症了！疼的要命！,描述就诊史
E3141590014929005,做回扎手术需要多少钱,咨询价格
E3141590011830042,了解清楚了才过去,确定联系意愿
E3141590026286008,我就想病能好,咨询疗效
E3141590013046011,八点多,无
E3141590004607020,昨天加了 今天我发给他信息 他没回信,确定联系意愿
E3141590016183056,你把你的微信发我，我加你,咨询微信
E3141590001368063,顺其自然吧！,无
E3141590005338022,我想保守治疗,咨询治疗方式
E3141590005489037,一般没有疼痛,无
E3141590034561013,要那么久啊,无
E3141590018744008,有这个打算。没避孕。我上网查了好像吃达英35有避孕效果,咨询药物
E3141590019696031,特别疼，疼得站不起来,描述症状
E3141590090707008,是在移植之前做吗,咨询项目介绍
E3141590010335014,恢复的很好,描述症状
E3141590033891020,在浙江湖州,无
E3141590059675004,如果做手术的话！之前要消炎吗,咨询术前准备
E3141590073147026,早上都吃吗？,咨询食疗
E3141590023789045,吃避孕药可以调吗,咨询药物
E3141590020004027,就是贵池路上的 好像叫长江,无
E3141590025107030,这么多年 应该可以恢复了,描述症状
E3141590001147031,我们也不懂,无
E3141590020484020,做过那个手术需要住院吗,咨询住院
E3141590018641008,我能加她微信吗？,咨询微信
E3141590035211045,我是想找那种能医病的医生,咨询专家
E3141590051155012,我们有做防护措施的,无
E3141590008359044,合肥太远了,无
E3141590006799016,最后一个是微信号,确定联系意愿
E3141590009158008,我的微信13635601877,确定联系意愿
E3141590012900043,我是在今日头条看陈庆华大夫来的,无
E3141590020554027,调理好准备要个二宝,无
E3141590007314031,真的是什么办法都没有吗,咨询治疗方式
E3141590003842047,也可做宫腔镜,咨询检查方式
E9574560003192004,这个医院是公立，还是私立,咨询公立私立
E3141590005577026,好的！我看看最近有没有空，,确定预约时间
E3141590004585030,这些检查是抽血化验还是做B超检查，还是别的什么,咨询检查方式
E3141590038749026,喝酒会影响吗,咨询危害
E3141590001803043,需要下面垫个东西吗,咨询注意事项
E3141590028368024,如果不做手术可以移植吗,咨询治疗方式
E3141590022144006,促黄体生成素1.75,描述症状
E3141590004489015,我女友也想要    没办法,无
E3141590029362051,过去有人接待我们吗,确定预约时间
E3141590032886026,汪春琴，18175362858,确定联系意愿
E3141590025866015,还有就是做完造影之后多久不能同房？,咨询恢复期
E3141590039652017,这个我不懂，就说的堵了，要做手术,描述就诊史
E3141590007354036,同意吗,无
E3141590001302012,有，30岁了,无
E3141590048491015,我家的吃奶粉,无
E3141590007555011,那有可能是精子的问题吗,咨询病因
E3141590054014008,你们医院做手术要证明吗,无
E8393550000875028,公立医院，还是私立,咨询公立私立
E3141590017790020,如果吸出来呢,无
E3141590004731010,微信刚找你了，麻烦你看下,无
E3141590019353010,促黄体酮生成素24.14是不是很高,咨询项目介绍
E3141590015783012,我们就在合肥,无
E3141590008866025,这个是直接导致不育的原因吗,咨询病因
E3141590047406015,马上准备移植,描述就诊史
E3141590023305007,我叫江美,无
E3141590000869024,吃的达英35,描述就诊史
E3141590001247011,您好。,无
E3141590023169039,前列腺炎吃什药呢,咨询药物
E3141590029116024,麻烦你了，田医生,无
E3141590085802004,我就想知道不能吃啥,咨询食疗
E3141590011448020,这个要做手术吗,咨询手术
E3141590031108018,你们家,无
E3141590026817005,想看男科,无
E3141590029645009,还是以后要做手术,咨询手术
