,final_dialog_id,entity_list,expect_relation,api_relation,api_threshold
33,401,"[['cause', '频繁的手淫'], ['item', '阳痿']]",可能病因,可能病因,0.7145739197731018
34,401,"[['cause', '频繁的手淫'], ['symptom', '龟头神经特别敏感']]",other,关联的症状,0.9380562901496887
35,401,"[['cause', '频繁的手淫'], ['symptom', '海绵体有损伤']]",可能病因,关联的症状,0.9593524932861328
36,401,"[['cause', '频繁的手淫'], ['symptom', '性生活中途疲软']]",可能病因,关联的症状,0.8117288947105408
37,401,"[['cause', '频繁的手淫'], ['symptom', '没以前硬了']]",可能病因,other_1,0.7807281017303467
38,401,"[['cause', '频繁的手淫'], ['symptom', '射的也快']]",可能病因,关联的症状,0.8853440284729004
39,401,"[['cause', '频繁的手淫'], ['symptom', '龟头神经敏感']]",可能病因,关联的症状,0.8706748485565186
40,401,"[['symptom', '不坚不久'], ['item', '阳痿']]",关联的症状,可能病因,0.7284966111183167
41,401,"[['symptom', '不坚不久'], ['physiology', '勃起']]",other,other_1,0.8585237264633179
42,401,"[['item', '阳痿'], ['symptom', '龟头神经特别敏感']]",关联的症状,关联的症状,0.9489514231681824
43,401,"[['item', '阳痿'], ['symptom', '海绵体有损伤']]",关联的症状,关联的症状,0.9489108324050903
44,401,"[['item', '阳痿'], ['symptom', '性生活中途疲软']]",关联的症状,关联的症状,0.9497941732406616
45,401,"[['item', '阳痿'], ['symptom', '没以前硬了']]",关联的症状,关联的症状,0.931964099407196
46,401,"[['item', '阳痿'], ['symptom', '射的也快']]",关联的症状,关联的症状,0.9579817056655884
47,401,"[['item', '阳痿'], ['symptom', '龟头神经敏感']]",关联的症状,关联的症状,0.9459203481674194
48,401,"[['symptom', '龟头神经特别敏感'], ['physiology', '勃起']]",other,关联的部位,0.8407219648361206
49,401,"[['symptom', '海绵体有损伤'], ['physiology', '勃起']]",other,关联的部位,0.9260857701301575
50,401,"[['symptom', '性生活中途疲软'], ['physiology', '勃起']]",other,other_1,0.9973767995834351
51,401,"[['symptom', '没以前硬了'], ['physiology', '勃起']]",other,other_1,0.5359035730361938
52,401,"[['symptom', '射的也快'], ['physiology', '勃起']]",other,other_1,0.9958301186561584
53,401,"[['symptom', '龟头神经敏感'], ['physiology', '勃起']]",other,关联的部位,0.5745821595191956
54,402,"[['virus', '淋球菌'], ['symptom', '上小便会疼']]",other,other,0.47544485330581665
55,402,"[['virus', '淋球菌'], ['symptom', '上小便疼']]",关联的病毒,other,0.4806373417377472
56,402,"[['virus', '淋球菌'], ['symptom', '下面流脓']]",关联的病毒,other,0.4151444435119629
57,402,"[['virus', '淋球菌'], ['symptom', '小便流脓']]",other,关联的部位,0.42038053274154663
58,402,"[['virus', '淋球菌'], ['item', '尿道炎']]",关联的病毒,other_1,0.9685183763504028
59,402,"[['virus', '淋球菌'], ['item', '淋病']]",关联的病毒,other_1,0.991319477558136
60,402,"[['virus', '淋球菌'], ['symptom', '白色']]",other,other,0.45311492681503296
61,402,"[['virus', '淋球菌'], ['symptom', '灼热']]",other,other,0.47532176971435547
62,402,"[['virus', '淋球菌'], ['symptom', '流脓']]",关联的病毒,other,0.4267089366912842
63,402,"[['virus', '淋球菌'], ['symptom', '黄色']]",other,other,0.5018625259399414
64,402,"[['virus', '淋球菌'], ['symptom', '刺痛']]",other,other,0.35897499322891235
65,402,"[['cause', '不洁性生活'], ['symptom', '上小便会疼']]",other,关联的症状,0.9138995409011841
66,402,"[['cause', '不洁性生活'], ['symptom', '上小便疼']]",other,关联的症状,0.8650521636009216
67,402,"[['cause', '不洁性生活'], ['symptom', '下面流脓']]",other,关联的症状,0.5050758719444275
68,402,"[['cause', '不洁性生活'], ['symptom', '小便流脓']]",other,关联的症状,0.9017568230628967
69,402,"[['cause', '不洁性生活'], ['item', '尿道炎']]",other,关联的部位,0.6707019805908203
70,402,"[['cause', '不洁性生活'], ['item', '淋病']]",other,other,0.42669644951820374
71,402,"[['cause', '不洁性生活'], ['symptom', '白色']]",other,other,0.4545801877975464
72,402,"[['cause', '不洁性生活'], ['symptom', '灼热']]",other,关联的症状,0.8445083498954773
73,402,"[['cause', '不洁性生活'], ['symptom', '流脓']]",other,关联的症状,0.6771231889724731
74,402,"[['cause', '不洁性生活'], ['symptom', '黄色']]",other,关联的部位,0.4450019598007202
75,402,"[['cause', '不洁性生活'], ['symptom', '刺痛']]",other,关联的症状,0.7448513507843018
76,402,"[['check', '分泌物常规检测'], ['symptom', '上小便会疼']]",other,关联的症状,0.8749844431877136
77,402,"[['check', '分泌物常规检测'], ['symptom', '上小便疼']]",需做的检查,关联的症状,0.8383082151412964
78,402,"[['check', '分泌物常规检测'], ['symptom', '下面流脓']]",需做的检查,关联的症状,0.7443057298660278
79,402,"[['check', '分泌物常规检测'], ['symptom', '小便流脓']]",other,关联的症状,0.6320753693580627
80,402,"[['check', '分泌物常规检测'], ['item', '尿道炎']]",需做的检查,关联的部位,0.7067045569419861
81,402,"[['check', '分泌物常规检测'], ['item', '淋病']]",需做的检查,other,0.5028177499771118
82,402,"[['check', '分泌物常规检测'], ['symptom', '白色']]",other,other,0.4583820700645447
83,402,"[['check', '分泌物常规检测'], ['symptom', '灼热']]",other,关联的症状,0.6997659206390381
84,402,"[['check', '分泌物常规检测'], ['symptom', '流脓']]",需做的检查,关联的症状,0.5611192584037781
85,402,"[['check', '分泌物常规检测'], ['symptom', '黄色']]",other,关联的部位,0.5735230445861816
86,402,"[['check', '分泌物常规检测'], ['symptom', '刺痛']]",other,关联的症状,0.8487308621406555
87,402,"[['symptom', '上小便会疼'], ['item', '尿道炎']]",other,关联的部位,0.9035465121269226
88,402,"[['symptom', '上小便会疼'], ['item', '淋病']]",other,关联的部位,0.5758609771728516
89,402,"[['symptom', '上小便会疼'], ['physiology', '月经']]",other,关联的部位,0.763373076915741
90,402,"[['symptom', '上小便疼'], ['item', '尿道炎']]",关联的症状,关联的部位,0.859890341758728
91,402,"[['symptom', '上小便疼'], ['item', '淋病']]",关联的症状,other,0.44018614292144775
92,402,"[['symptom', '上小便疼'], ['physiology', '月经']]",other,关联的部位,0.7882863879203796
93,402,"[['symptom', '下面流脓'], ['item', '尿道炎']]",关联的症状,关联的部位,0.645579993724823
94,402,"[['symptom', '下面流脓'], ['item', '淋病']]",关联的症状,关联的部位,0.4662715792655945
95,402,"[['symptom', '下面流脓'], ['physiology', '月经']]",other,other,0.4414065182209015
96,402,"[['symptom', '小便流脓'], ['item', '尿道炎']]",other,关联的部位,0.5533721446990967
97,402,"[['symptom', '小便流脓'], ['item', '淋病']]",other,关联的部位,0.588396430015564
98,402,"[['symptom', '小便流脓'], ['physiology', '月经']]",other,other_1,0.8871768712997437
99,402,"[['item', '尿道炎'], ['symptom', '白色']]",other,关联的症状,0.8671128749847412
100,402,"[['item', '尿道炎'], ['symptom', '灼热']]",other,关联的症状,0.8850491046905518
101,402,"[['item', '尿道炎'], ['symptom', '流脓']]",关联的症状,关联的症状,0.9382883310317993
102,402,"[['item', '尿道炎'], ['symptom', '黄色']]",other,关联的症状,0.9262924194335938
103,402,"[['item', '尿道炎'], ['symptom', '刺痛']]",other,关联的症状,0.9468680620193481
104,402,"[['item', '淋病'], ['symptom', '白色']]",other,关联的症状,0.8864151239395142
105,402,"[['item', '淋病'], ['symptom', '灼热']]",other,关联的症状,0.8768075108528137
106,402,"[['item', '淋病'], ['symptom', '流脓']]",关联的症状,关联的症状,0.9133692383766174
107,402,"[['item', '淋病'], ['symptom', '黄色']]",other,关联的症状,0.7717538475990295
108,402,"[['item', '淋病'], ['symptom', '刺痛']]",other,关联的症状,0.9333958625793457
109,402,"[['symptom', '白色'], ['physiology', '月经']]",other,关联的部位,0.7693202495574951
110,402,"[['physiology', '月经'], ['symptom', '灼热']]",other,other_1,0.9998841285705566
111,402,"[['physiology', '月经'], ['symptom', '流脓']]",other,other_1,0.9744622707366943
112,402,"[['physiology', '月经'], ['symptom', '黄色']]",other,other_1,0.9968750476837158
113,402,"[['physiology', '月经'], ['symptom', '刺痛']]",other,关联的症状,0.8587683439254761
114,403,"[['symptom', '有点痒'], ['item', '包茎']]",other,other_1,0.8847452998161316
115,403,"[['symptom', '有点痒'], ['item', '包皮包茎']]",other,关联的部位,0.931194007396698
116,403,"[['symptom', '有点痒'], ['part', '生殖器']]",other,关联的部位,0.9715030193328857
117,403,"[['symptom', '有点痒'], ['part', '龟头']]",other,关联的部位,0.9603545665740967
118,403,"[['symptom', '有点痒'], ['item', '包皮过长']]",other,关联的症状,0.46432191133499146
119,403,"[['symptom', '性生活疼痛'], ['item', '包茎']]",other,other_1,0.999842643737793
120,403,"[['symptom', '性生活疼痛'], ['item', '包皮包茎']]",other,other_1,0.9085233807563782
121,403,"[['symptom', '性生活疼痛'], ['part', '生殖器']]",other,other_1,0.9909749627113342
122,403,"[['symptom', '性生活疼痛'], ['part', '龟头']]",other,other_1,0.9999805688858032
123,403,"[['symptom', '性生活疼痛'], ['item', '包皮过长']]",other,other_1,0.9801464676856995
124,403,"[['item', '包茎'], ['part', '生殖器']]",other,other_1,0.9999823570251465
125,403,"[['item', '包茎'], ['symptom', '包皮长']]",other,other_1,0.9999587535858154
126,403,"[['item', '包茎'], ['symptom', '包皮垢']]",other,other_1,0.9999831914901733
127,403,"[['item', '包茎'], ['symptom', '疙瘩']]",other,other_1,0.9999850988388062
128,403,"[['item', '包茎'], ['symptom', '白色的分泌物']]",other,关联的症状,0.9549358487129211
129,403,"[['item', '包茎'], ['part', '龟头']]",other,other_1,0.9999985694885254
130,403,"[['item', '包茎'], ['symptom', '白色东西']]",other,other_1,0.9975624084472656
131,403,"[['item', '包茎'], ['symptom', '有时会有点痒']]",other,other_1,0.8622168898582458
132,403,"[['item', '包茎'], ['symptom', '白色的东西']]",other,other_1,0.9962060451507568
133,403,"[['item', '包茎'], ['symptom', '瘙痒']]",other,other_1,0.7004008293151855
134,403,"[['item', '包茎'], ['symptom', '性生活时间短']]",other,other_1,0.9999792575836182
135,403,"[['item', '包皮包茎'], ['part', '生殖器']]",other,other_1,0.9999221563339233
136,403,"[['item', '包皮包茎'], ['symptom', '包皮长']]",other,other_1,0.9999285936355591
137,403,"[['item', '包皮包茎'], ['symptom', '包皮垢']]",other,other_1,0.9999111890792847
138,403,"[['item', '包皮包茎'], ['symptom', '疙瘩']]",other,other_1,0.9992061257362366
139,403,"[['item', '包皮包茎'], ['symptom', '白色的分泌物']]",other,other_1,0.7825846672058105
140,403,"[['item', '包皮包茎'], ['part', '龟头']]",other,other_1,0.9999222755432129
141,403,"[['item', '包皮包茎'], ['symptom', '白色东西']]",other,other_1,0.9977426528930664
142,403,"[['item', '包皮包茎'], ['symptom', '有时会有点痒']]",other,other_1,0.6165010929107666
143,403,"[['item', '包皮包茎'], ['symptom', '白色的东西']]",other,other_1,0.9972598552703857
144,403,"[['item', '包皮包茎'], ['symptom', '瘙痒']]",other,other_1,0.9036235213279724
145,403,"[['item', '包皮包茎'], ['symptom', '性生活时间短']]",other,other_1,0.9997010231018066
146,403,"[['part', '生殖器'], ['symptom', '包皮长']]",other,other_1,0.962639570236206
147,403,"[['part', '生殖器'], ['symptom', '包皮垢']]",other,other_1,0.9990745782852173
148,403,"[['part', '生殖器'], ['symptom', '疙瘩']]",other,other_1,0.9998701810836792
149,403,"[['part', '生殖器'], ['symptom', '白色的分泌物']]",other,other_1,0.9981706142425537
150,403,"[['part', '生殖器'], ['symptom', '白色东西']]",other,other_1,0.9999485015869141
151,403,"[['part', '生殖器'], ['symptom', '有时会有点痒']]",other,other_1,0.9999470710754395
152,403,"[['part', '生殖器'], ['symptom', '白色的东西']]",other,other_1,0.9999704360961914
153,403,"[['part', '生殖器'], ['symptom', '瘙痒']]",other,other_1,0.9041157960891724
154,403,"[['part', '生殖器'], ['symptom', '性生活时间短']]",other,other_1,0.9999970197677612
155,403,"[['part', '生殖器'], ['item', '包皮过长']]",other,关联的症状,0.6930213570594788
156,403,"[['symptom', '包皮长'], ['part', '龟头']]",other,other_1,0.9998854398727417
157,403,"[['symptom', '包皮长'], ['item', '包皮过长']]",other,other_1,0.9999997615814209
158,403,"[['symptom', '包皮垢'], ['part', '龟头']]",other,other_1,0.9842065572738647
159,403,"[['symptom', '包皮垢'], ['item', '包皮过长']]",other,other_1,0.9989812970161438
160,403,"[['symptom', '疙瘩'], ['part', '龟头']]",other,other_1,0.9999642372131348
161,403,"[['symptom', '疙瘩'], ['item', '包皮过长']]",other,other_1,0.90052729845047
162,403,"[['symptom', '白色的分泌物'], ['part', '龟头']]",other,other_1,0.8431198000907898
163,403,"[['symptom', '白色的分泌物'], ['item', '包皮过长']]",other,other_1,0.9083854556083679
164,403,"[['part', '龟头'], ['symptom', '白色东西']]",other,other_1,0.9995483756065369
165,403,"[['part', '龟头'], ['symptom', '有时会有点痒']]",other,other_1,0.9997283816337585
166,403,"[['part', '龟头'], ['symptom', '白色的东西']]",other,other_1,0.9998437166213989
167,403,"[['part', '龟头'], ['symptom', '瘙痒']]",other,other_1,0.9547230005264282
168,403,"[['part', '龟头'], ['symptom', '性生活时间短']]",other,other_1,0.999991774559021
169,403,"[['part', '龟头'], ['item', '包皮过长']]",other,other_1,0.6157824993133545
170,403,"[['symptom', '白色东西'], ['item', '包皮过长']]",other,other_1,0.7538480758666992
171,403,"[['symptom', '有时会有点痒'], ['item', '包皮过长']]",other,关联的部位,0.31889405846595764
172,403,"[['symptom', '白色的东西'], ['item', '包皮过长']]",other,关联的症状,0.819527804851532
173,403,"[['symptom', '瘙痒'], ['item', '包皮过长']]",other,other_1,0.7218945026397705
174,403,"[['symptom', '性生活时间短'], ['item', '包皮过长']]",other,other_1,0.9809331893920898
175,406,"[['symptom', '包皮包筋'], ['item', '包茎']]",other,other_1,0.8606260418891907
176,406,"[['symptom', '包皮包筋'], ['part', '前列腺']]",other,other_1,0.6868472099304199
177,406,"[['symptom', '包皮包筋'], ['surgery', '包皮手术']]",other,关联的部位,0.5834542512893677
178,406,"[['symptom', '包皮包筋'], ['surgery', '割包皮']]",other,关联的部位,0.5842304825782776
179,406,"[['symptom', '包皮包筋'], ['part', '龟头']]",other,关联的部位,0.6726446747779846
180,406,"[['symptom', '包皮包筋'], ['item', '包皮过长']]",other,other_1,0.9997174143791199
181,406,"[['item', '包茎'], ['part', '前列腺']]",other,other_1,0.9895200729370117
182,406,"[['item', '包茎'], ['surgery', '包皮手术']]",other,关联的部位,0.5705037713050842
183,406,"[['item', '包茎'], ['surgery', '割包皮']]",other,other_1,0.8214520215988159
184,406,"[['item', '包茎'], ['part', '龟头']]",other,other_1,0.9640402793884277
185,406,"[['part', '前列腺'], ['item', '包皮过长']]",other,关联的症状,0.6304329633712769
186,406,"[['surgery', '包皮手术'], ['item', '包皮过长']]",other,other_1,0.5886288285255432
187,406,"[['surgery', '割包皮'], ['item', '包皮过长']]",other,关联的症状,0.41367486119270325
188,406,"[['part', '龟头'], ['item', '包皮过长']]",other,关联的症状,0.7243345975875854
189,407,"[['cause', '手淫'], ['symptom', '阴茎海绵体受损']]",other,关联的症状,0.9393178224563599
190,407,"[['cause', '手淫'], ['item', '海绵体受损']]",other,关联的症状,0.9676622748374939
191,407,"[['symptom', '阴茎海绵体受损'], ['part', '阴茎海绵体']]",关联的部位,关联的部位,0.8867923021316528
192,407,"[['symptom', '阴茎海绵体受损'], ['item', '海绵体受损']]",other,other_1,0.9996738433837891
193,407,"[['part', '阴茎海绵体'], ['item', '海绵体受损']]",other,other_1,0.9999935626983643
194,419,"[['part', '性神经'], ['symptom', '海绵体受伤']]",other,other_1,0.994889497756958
195,419,"[['cause', '手淫'], ['symptom', '海绵体受伤']]",other,other_1,0.9771983623504639
196,419,"[['symptom', '海绵体受伤'], ['physiology', '射精']]",other,other_1,0.9999662637710571
197,419,"[['symptom', '海绵体受伤'], ['cause', '手淫史']]",other,other_1,0.6811200976371765
198,419,"[['symptom', '海绵体受伤'], ['part', '阴茎血管']]",other,other_1,0.9998168349266052
199,424,"[['part', '性神经'], ['symptom', '勃起不坚']]",other,other_1,0.99777752161026
200,424,"[['part', '性神经'], ['symptom', '中途疲软']]",other,other_1,0.9991580247879028
201,424,"[['part', '性神经'], ['item', '阳痿']]",other,可能病因,0.4650447368621826
202,424,"[['part', '性神经'], ['item', '障碍']]",other,other_1,0.9947032332420349
203,424,"[['part', '性神经'], ['symptom', '勃起困难']]",other,other_1,0.9798603653907776
204,424,"[['part', '性神经'], ['symptom', '不易勃起']]",other,other_1,0.9991825222969055
205,424,"[['part', '性神经'], ['symptom', '一直很软']]",other,other_1,0.943332850933075
206,424,"[['part', '性神经'], ['symptom', '障碍']]",other,other_1,0.9993109703063965
207,424,"[['symptom', '勃起不坚'], ['physiology', '阴茎勃起']]",other,other_1,0.9895185828208923
208,424,"[['symptom', '勃起不坚'], ['physiology', '生育']]",other,other_1,0.9999728202819824
209,424,"[['symptom', '勃起不坚'], ['check', '性功能检查']]",other,other,0.43300172686576843
210,424,"[['symptom', '勃起不坚'], ['cause', '手淫']]",other,可能病因,0.7479251623153687
211,424,"[['symptom', '勃起不坚'], ['part', '性腺体']]",other,other_1,0.9980871677398682
212,424,"[['symptom', '勃起不坚'], ['item', '阳痿']]",关联的症状,other_1,0.8834903836250305
213,424,"[['symptom', '勃起不坚'], ['item', '障碍']]",other,other_1,0.9961804151535034
214,424,"[['symptom', '勃起不坚'], ['cause', '手淫史']]",other,可能病因,0.7233093976974487
215,424,"[['symptom', '勃起不坚'], ['cause', '频繁手淫']]",other,可能病因,0.5179142951965332
216,424,"[['physiology', '阴茎勃起'], ['symptom', '中途疲软']]",other,other_1,0.9999988079071045
217,424,"[['physiology', '阴茎勃起'], ['symptom', '勃起困难']]",other,other_1,0.9999991655349731
218,424,"[['physiology', '阴茎勃起'], ['symptom', '不易勃起']]",other,other_1,0.9999997615814209
219,424,"[['physiology', '阴茎勃起'], ['symptom', '一直很软']]",other,other_1,0.9999997615814209
220,424,"[['physiology', '阴茎勃起'], ['symptom', '障碍']]",other,other_1,1.0
221,424,"[['symptom', '中途疲软'], ['physiology', '生育']]",other,other_1,0.9683512449264526
222,424,"[['symptom', '中途疲软'], ['check', '性功能检查']]",other,other_1,0.8739513158798218
223,424,"[['symptom', '中途疲软'], ['cause', '手淫']]",other,可能病因,0.6653854846954346
224,424,"[['symptom', '中途疲软'], ['part', '性腺体']]",other,other_1,0.7578920722007751
225,424,"[['symptom', '中途疲软'], ['item', '阳痿']]",关联的症状,other_1,0.9350428581237793
226,424,"[['symptom', '中途疲软'], ['item', '障碍']]",other,other_1,0.9957708716392517
227,424,"[['symptom', '中途疲软'], ['cause', '手淫史']]",other,可能病因,0.6747100353240967
228,424,"[['symptom', '中途疲软'], ['cause', '频繁手淫']]",other,可能病因,0.6325876116752625
229,424,"[['physiology', '生育'], ['symptom', '勃起困难']]",other,other_1,1.0
230,424,"[['physiology', '生育'], ['symptom', '不易勃起']]",other,other_1,1.0
231,424,"[['physiology', '生育'], ['symptom', '一直很软']]",other,other_1,1.0
232,424,"[['physiology', '生育'], ['symptom', '障碍']]",other,other_1,1.0
233,424,"[['check', '性功能检查'], ['item', '阳痿']]",需做的检查,可能病因,0.6204872131347656
234,424,"[['check', '性功能检查'], ['item', '障碍']]",other,other_1,0.9205991625785828
235,424,"[['check', '性功能检查'], ['symptom', '勃起困难']]",other,other_1,0.5687959790229797
236,424,"[['check', '性功能检查'], ['symptom', '不易勃起']]",other,other_1,0.7622730135917664
237,424,"[['check', '性功能检查'], ['symptom', '一直很软']]",other,other_1,0.9686277508735657
238,424,"[['check', '性功能检查'], ['symptom', '障碍']]",other,other_1,0.9998999834060669
239,424,"[['cause', '手淫'], ['item', '阳痿']]",other,关联的部位,0.47023528814315796
240,424,"[['cause', '手淫'], ['item', '障碍']]",other,other_1,0.999974250793457
241,424,"[['cause', '手淫'], ['symptom', '勃起困难']]",other,other_1,0.9873706102371216
242,424,"[['cause', '手淫'], ['symptom', '不易勃起']]",other,other_1,0.9792087078094482
243,424,"[['cause', '手淫'], ['symptom', '一直很软']]",other,other_1,0.7778028845787048
244,424,"[['cause', '手淫'], ['symptom', '障碍']]",other,other_1,0.9999991655349731
245,424,"[['part', '性腺体'], ['item', '阳痿']]",other,other_1,0.9995038509368896
246,424,"[['part', '性腺体'], ['item', '障碍']]",other,other_1,0.9999698400497437
247,424,"[['part', '性腺体'], ['symptom', '勃起困难']]",other,other_1,0.9999964237213135
248,424,"[['part', '性腺体'], ['symptom', '不易勃起']]",other,other_1,0.9999994039535522
249,424,"[['part', '性腺体'], ['symptom', '一直很软']]",other,other_1,0.999995231628418
250,424,"[['part', '性腺体'], ['symptom', '障碍']]",other,other_1,0.9999998807907104
251,424,"[['item', '阳痿'], ['symptom', '勃起困难']]",关联的症状,关联的症状,0.9557905793190002
252,424,"[['item', '阳痿'], ['symptom', '不易勃起']]",关联的症状,关联的症状,0.9642680883407593
253,424,"[['item', '阳痿'], ['symptom', '一直很软']]",关联的症状,关联的症状,0.9580991268157959
254,424,"[['item', '阳痿'], ['symptom', '障碍']]",other,other_1,0.5582238435745239
255,424,"[['item', '阳痿'], ['cause', '手淫史']]",other,可能病因,0.6900414228439331
256,424,"[['item', '阳痿'], ['cause', '频繁手淫']]",other,可能病因,0.5512586236000061
257,424,"[['item', '障碍'], ['symptom', '勃起困难']]",other,other_1,0.9999779462814331
258,424,"[['item', '障碍'], ['symptom', '不易勃起']]",other,other_1,0.9999698400497437
259,424,"[['item', '障碍'], ['symptom', '一直很软']]",other,other_1,0.9999977350234985
260,424,"[['item', '障碍'], ['symptom', '障碍']]",other,other_1,0.9999662637710571
261,424,"[['item', '障碍'], ['cause', '手淫史']]",other,other_1,0.9938638210296631
262,424,"[['item', '障碍'], ['cause', '频繁手淫']]",other,可能病因,0.4493955671787262
263,424,"[['symptom', '勃起困难'], ['cause', '手淫史']]",other,可能病因,0.7011547684669495
264,424,"[['symptom', '勃起困难'], ['cause', '频繁手淫']]",other,可能病因,0.5705516338348389
265,424,"[['symptom', '不易勃起'], ['cause', '手淫史']]",other,可能病因,0.7027922868728638
266,424,"[['symptom', '不易勃起'], ['cause', '频繁手淫']]",other,可能病因,0.5544337630271912
267,424,"[['symptom', '一直很软'], ['cause', '手淫史']]",other,other_1,0.9738302826881409
268,424,"[['symptom', '一直很软'], ['cause', '频繁手淫']]",other,可能病因,0.6563751697540283
269,424,"[['symptom', '障碍'], ['cause', '手淫史']]",other,other_1,0.9975442290306091
270,424,"[['symptom', '障碍'], ['cause', '频繁手淫']]",other,可能病因,0.4525938928127289
271,427,"[['item', '膀胱疾病'], ['check', '泌尿的检查']]",other,other_1,0.9703458547592163
272,427,"[['item', '膀胱疾病'], ['symptom', '尿频']]",关联的症状,关联的症状,0.9775654077529907
273,427,"[['item', '膀胱疾病'], ['part', '前列腺']]",other,关联的部位,0.40058380365371704
274,427,"[['item', '膀胱疾病'], ['check', '前列腺液']]",other,other,0.3751535415649414
275,427,"[['item', '膀胱疾病'], ['symptom', '排尿困难']]",关联的症状,关联的症状,0.9791436791419983
276,427,"[['item', '膀胱疾病'], ['symptom', '尿急']]",关联的症状,关联的症状,0.9779311418533325
277,427,"[['item', '膀胱疾病'], ['check', '彩超']]",other,other_1,0.9953404664993286
278,427,"[['item', '膀胱疾病'], ['symptom', '尿带茶红']]",关联的症状,关联的症状,0.9678351879119873
279,427,"[['check', '泌尿的检查'], ['symptom', '尿频']]",other,other_1,0.762607991695404
280,427,"[['check', '泌尿的检查'], ['item', '泌尿感染']]",other,other,0.5308286547660828
281,427,"[['check', '泌尿的检查'], ['item', '血尿']]",other,关联的症状,0.8723956942558289
282,427,"[['check', '泌尿的检查'], ['symptom', '排尿困难']]",other,关联的症状,0.9658163785934448
283,427,"[['check', '泌尿的检查'], ['symptom', '尿急']]",other,关联的症状,0.954684317111969
284,427,"[['check', '泌尿的检查'], ['symptom', '尿带茶红']]",需做的检查,关联的症状,0.7457918524742126
285,427,"[['symptom', '尿频'], ['item', '泌尿感染']]",关联的症状,other,0.3924310505390167
286,427,"[['symptom', '尿频'], ['item', '血尿']]",关联的症状,other_1,0.5454612970352173
287,427,"[['symptom', '尿频'], ['part', '前列腺']]",关联的部位,关联的部位,0.36321237683296204
288,427,"[['symptom', '尿频'], ['check', '前列腺液']]",other,other,0.34517332911491394
289,427,"[['symptom', '尿频'], ['check', '彩超']]",other,other_1,0.989085853099823
