,bz_bio,re_bio
209,O,O
210,O,O
211,O,O
212,O,O
213,O,O
214,O,O
215,O,O
216,O,O
217,O,O
218,O,O
219,O,O
220,O,O
221,O,O
222,O,O
223,O,O
224,O,O
225,O,O
226,O,O
227,O,O
228,O,O
229,B_datetime,B_datetime
230,I_datetime,I_datetime
231,I_datetime,I_datetime
232,I_datetime,I_datetime
233,O,O
234,O,O
235,B_surgery,B_surgery
236,I_surgery,I_surgery
237,O,O
238,B_datetime,B_datetime
239,I_datetime,I_datetime
240,B_symptom,B_symptom
241,I_symptom,I_symptom
242,I_symptom,I_symptom
243,I_symptom,I_symptom
244,O,O
245,O,O
246,B_datetime,B_datetime
247,I_datetime,I_datetime
248,I_datetime,I_datetime
249,B_physiology,B_physiology
250,I_physiology,I_physiology
251,O,O
252,O,O
253,O,O
254,O,O
255,B_datetime,B_datetime
256,I_datetime,I_datetime
257,I_datetime,I_datetime
258,I_datetime,O
259,O,O
260,B_symptom,B_symptom
261,I_symptom,I_symptom
262,I_symptom,I_symptom
263,I_symptom,I_symptom
264,O,O
265,O,O
266,O,O
267,O,O
268,O,O
269,B_physiology,B_physiology
270,I_physiology,I_physiology
271,O,O
272,O,O
273,O,O
274,O,O
275,O,O
276,O,B_symptom
277,O,I_symptom
278,O,O
279,O,O
280,O,O
281,O,O
282,B_physiology,B_physiology
283,I_physiology,I_physiology
284,O,O
285,O,O
286,B_datetime,B_datetime
287,I_datetime,I_datetime
288,I_datetime,I_datetime
289,B_symptom,B_symptom
290,I_symptom,I_symptom
291,I_symptom,I_symptom
292,O,O
293,O,O
294,O,O
295,O,O
296,O,O
297,O,O
298,O,O
299,O,O
300,O,O
301,O,O
302,O,O
303,B_sickness,O
304,I_sickness,O
305,O,O
306,O,O
307,O,O
308,O,O
309,O,O
310,O,O
311,O,O
312,O,O
313,O,O
314,O,O
315,O,O
316,O,O
317,B_fluid,O
318,I_fluid,O
319,O,O
320,O,O
321,O,B_part
322,O,O
323,O,O
324,O,O
325,O,O
326,O,O
327,O,O
328,O,O
329,O,O
330,O,O
331,O,O
332,O,O
333,O,O
334,O,O
335,O,O
336,O,O
337,O,O
338,O,O
339,O,O
340,O,O
341,O,O
342,O,O
343,B_symptom,B_part
344,I_symptom,I_part
345,I_symptom,O
346,I_symptom,O
347,I_symptom,B_symptom
348,I_symptom,I_symptom
349,I_symptom,I_symptom
350,B_symptom,B_symptom
351,B_symptom,B_symptom
352,I_symptom,I_symptom
353,I_symptom,I_symptom
354,O,O
355,O,O
356,O,O
357,O,O
358,O,O
359,O,O
360,O,O
361,O,O
362,B_physiology,B_physiology
363,I_physiology,I_physiology
364,O,O
365,O,O
366,O,O
367,O,O
368,O,O
369,O,O
370,O,O
371,O,O
372,O,O
373,O,O
374,O,O
375,O,O
376,O,O
377,O,O
378,O,O
379,O,O
380,O,O
381,O,O
382,O,O
383,O,O
384,O,O
385,B_surgery,B_surgery
386,I_surgery,I_surgery
387,I_surgery,I_surgery
388,I_surgery,I_surgery
389,O,O
390,B_other_treatment,B_othertreatment
391,I_other_treatment,I_othertreatment
392,O,O
393,O,O
394,O,O
395,O,O
396,B_surgery,B_surgery
397,I_surgery,I_surgery
398,O,O
399,O,O
400,O,O
401,O,O
402,O,O
403,O,O
404,B_physiology,B_physiology
405,I_physiology,I_physiology
406,O,O
407,O,O
408,O,O
409,O,O
410,O,O
411,O,O
412,O,O
413,O,O
414,O,O
415,O,O
416,B_medicine,B_medicine
417,I_medicine,I_medicine
418,I_medicine,I_medicine
419,O,O
420,B_medicine,B_medicine
421,I_medicine,I_medicine
422,I_medicine,I_medicine
423,O,O
424,B_medicine,B_medicine
425,I_medicine,I_medicine
426,I_medicine,I_medicine
427,O,O
428,O,O
429,O,O
430,O,O
431,B_surgery,O
432,I_surgery,O
433,I_surgery,O
434,I_surgery,O
435,O,O
436,O,O
437,O,O
438,O,O
439,O,O
440,O,O
441,O,O
442,O,O
443,B_symptom,B_symptom
444,I_symptom,I_symptom
445,I_symptom,I_symptom
446,I_symptom,I_symptom
447,I_symptom,I_symptom
448,I_symptom,I_symptom
449,I_symptom,I_symptom
450,O,O
451,O,O
452,O,O
453,O,O
454,O,O
455,O,O
456,O,O
457,O,O
458,O,O
459,O,O
460,O,O
461,O,O
462,O,O
463,O,O
464,O,O
465,O,O
466,O,O
467,B_datetime,B_datetime
468,I_datetime,I_datetime
469,O,O
470,O,O
471,O,O
472,O,O
473,O,O
474,O,O
475,O,O
476,O,O
477,O,O
478,O,O
479,O,O
480,O,O
481,O,O
482,O,O
483,B_datetime,B_datetime
484,I_datetime,I_datetime
485,O,O
486,O,O
487,O,O
488,O,O
489,O,O
490,O,O
491,O,O
492,B_physiology,B_physiology
493,I_physiology,I_physiology
494,O,O
495,O,O
496,O,O
497,O,O
498,B_age,B_age
499,I_age,I_age
500,I_age,I_age
501,O,O
502,O,O
503,O,O
504,O,O
505,O,O
506,O,O
507,O,O
508,O,O
509,O,O
510,O,O
511,O,O
512,O,O
513,O,O
514,O,O
515,O,O
516,O,O
517,O,O
518,O,O
519,O,O
520,B_symptom,B_symptom
521,I_symptom,I_symptom
522,I_symptom,I_symptom
523,I_symptom,I_symptom
524,B_symptom,B_symptom
525,I_symptom,I_symptom
526,O,O
527,B_symptom,B_symptom
528,I_symptom,I_symptom
529,O,O
530,B_symptom,B_symptom
531,I_symptom,I_symptom
532,I_symptom,I_symptom
533,I_symptom,I_symptom
534,O,O
535,O,O
536,B_symptom,B_sickness
537,I_symptom,I_sickness
538,I_symptom,I_sickness
539,I_symptom,I_sickness
540,O,O
541,O,O
542,O,O
543,O,O
544,O,O
545,O,O
546,O,O
547,O,O
548,O,O
549,O,O
550,O,O
551,O,O
552,O,O
553,O,B_check
554,O,I_check
555,O,I_check
556,O,I_check
557,O,I_check
558,O,I_check
559,O,O
560,O,O
561,O,O
562,O,O
563,B_check,B_check
564,I_check,I_check
565,O,O
566,O,O
567,O,O
568,O,O
569,O,O
570,O,O
571,O,O
572,O,O
573,O,O
574,O,O
575,B_address,B_address
576,I_address,I_address
577,O,O
578,O,B_name
579,O,I_name
580,O,I_name
581,O,O
582,B_age,B_age
583,I_age,I_age
584,I_age,I_age
585,O,O
586,O,O
587,O,O
588,O,O
589,O,O
590,O,O
591,O,O
592,O,O
593,O,O
594,O,O
595,B_physiology,B_physiology
596,I_physiology,I_physiology
597,O,O
598,O,O
599,B_symptom,O
600,I_symptom,O
601,O,O
602,B_symptom,O
603,I_symptom,O
604,I_symptom,B_datetime
605,I_symptom,I_datetime
606,I_symptom,I_datetime
607,I_symptom,I_datetime
608,O,O
609,O,O
610,O,O
611,O,O
612,B_symptom,B_symptom
613,I_symptom,I_symptom
614,O,O
615,B_symptom,B_symptom
616,I_symptom,I_symptom
617,B_symptom,B_symptom
618,I_symptom,I_symptom
619,O,O
620,O,O
621,O,O
622,O,O
623,O,O
624,O,O
625,B_cause,O
626,I_cause,O
627,I_cause,B_symptom
628,I_cause,I_symptom
629,I_cause,I_symptom
630,I_cause,I_symptom
631,O,O
632,O,O
633,O,O
634,O,O
635,O,O
636,O,O
637,O,O
638,O,O
639,O,O
640,O,O
641,O,O
642,O,O
643,O,O
644,O,O
645,O,O
646,O,O
647,B_symptom,O
648,I_symptom,O
649,I_symptom,O
650,I_symptom,O
651,O,O
652,O,O
653,O,O
654,O,O
655,O,O
656,O,O
657,B_sickness,B_sickness
658,I_sickness,I_sickness
659,I_sickness,I_sickness
660,O,O
661,B_sickness,B_sickness
662,I_sickness,I_sickness
663,I_sickness,I_sickness
664,O,O
665,B_sickness,B_sickness
666,I_sickness,I_sickness
667,I_sickness,I_sickness
668,O,O
669,O,O
670,O,O
671,O,O
672,O,O
673,B_datetime,B_datetime
674,I_datetime,I_datetime
675,I_datetime,I_datetime
676,I_datetime,I_datetime
677,O,O
678,O,O
679,O,O
680,O,O
681,O,O
682,O,O
683,O,O
684,O,O
685,O,O
686,O,O
687,O,O
688,B_cause,B_cause
689,I_cause,I_cause
690,I_cause,I_cause
691,I_cause,I_cause
692,I_cause,I_cause
693,I_cause,I_cause
694,O,O
695,O,O
696,B_symptom,B_symptom
697,I_symptom,I_symptom
698,I_symptom,I_symptom
699,I_symptom,I_symptom
700,I_symptom,I_symptom
701,I_symptom,I_symptom
702,I_symptom,I_symptom
703,O,O
704,O,O
705,O,O
706,O,O
707,O,O
708,B_part,B_part
709,I_part,I_part
710,O,O
711,O,O
712,O,O
713,O,O
714,O,O
715,O,O
716,O,O
717,O,O
718,B_symptom,B_symptom
719,I_symptom,I_symptom
720,O,O
721,O,O
722,O,O
723,O,O
724,O,O
725,O,O
726,O,O
727,B_symptom,B_symptom
728,I_symptom,I_symptom
729,I_symptom,I_symptom
730,I_symptom,I_symptom
731,I_symptom,I_symptom
732,I_symptom,I_symptom
733,O,O
734,O,O
735,B_symptom,B_symptom
736,I_symptom,I_symptom
737,O,O
738,O,O
739,O,O
740,O,O
741,O,O
742,O,O
743,O,O
744,O,O
745,O,O
746,O,O
747,O,O
748,O,O
749,O,O
750,O,O
751,O,O
752,O,O
753,O,O
754,O,O
755,O,O
756,O,O
757,O,O
758,O,O
759,O,O
760,O,O
761,O,O
762,O,O
763,O,O
764,O,O
765,O,O
766,O,O
767,O,O
768,O,O
769,O,O
770,O,O
771,O,O
772,O,O
773,O,O
774,O,O
775,O,O
776,O,O
777,O,O
778,O,O
779,O,O
780,O,O
781,B_other_treatment,B_othertreatment
782,I_other_treatment,I_othertreatment
783,B_datetime,B_datetime
784,I_datetime,I_datetime
785,I_datetime,I_datetime
786,I_datetime,I_datetime
787,O,O
788,B_symptom,B_symptom
789,I_symptom,I_symptom
790,I_symptom,I_symptom
791,I_symptom,I_symptom
792,O,O
793,O,O
794,O,O
795,O,O
796,O,O
797,O,O
798,O,O
799,O,O
800,O,O
801,O,O
802,O,O
803,B_symptom,B_symptom
804,I_symptom,I_symptom
805,O,I_symptom
806,B_symptom,I_symptom
807,I_symptom,I_symptom
808,O,O
809,O,O
810,O,O
811,O,O
812,O,O
813,O,O
814,O,O
815,O,O
816,O,O
817,O,O
818,O,O
819,O,O
820,O,O
821,O,O
822,O,O
823,O,O
824,O,O
825,B_symptom,B_symptom
826,I_symptom,I_symptom
827,B_symptom,B_symptom
828,I_symptom,I_symptom
829,O,O
830,O,O
831,O,O
832,O,O
833,O,O
834,O,O
835,O,O
836,O,O
837,B_physiology,B_physiology
838,I_physiology,I_physiology
839,B_datetime,B_datetime
840,I_datetime,I_datetime
841,I_datetime,I_datetime
842,I_datetime,I_datetime
843,O,O
844,O,O
845,O,O
846,O,O
847,O,O
848,O,O
849,O,O
850,O,O
851,O,O
852,O,O
853,O,O
854,B_sickness,B_sickness
855,I_sickness,I_sickness
856,I_sickness,I_sickness
857,I_sickness,I_sickness
858,I_sickness,I_sickness
859,I_sickness,I_sickness
860,O,O
861,O,O
862,O,O
863,O,O
864,O,O
865,O,O
866,O,O
867,O,O
868,O,O
869,O,O
870,O,O
871,O,O
872,O,O
873,O,O
874,O,O
875,O,O
876,O,O
877,O,O
878,O,O
879,O,O
880,O,O
881,O,O
882,O,O
883,O,O
884,O,O
885,O,O
886,O,O
887,O,O
888,O,O
889,O,O
890,B_physiology,B_physiology
891,I_physiology,I_physiology
892,O,O
893,B_symptom,B_symptom
894,I_symptom,I_symptom
895,B_age,B_age
896,I_age,I_age
897,I_age,I_age
898,O,O
899,B_symptom,B_symptom
900,I_symptom,I_symptom
901,I_symptom,I_symptom
902,I_symptom,I_symptom
903,O,O
904,B_physiology,B_symptom
905,I_physiology,I_symptom
906,I_physiology,I_symptom
907,B_symptom,I_symptom
908,I_symptom,I_symptom
909,O,O
910,B_datetime,B_datetime
911,I_datetime,I_datetime
912,O,O
913,O,O
914,O,O
915,O,O
916,O,O
917,O,O
918,B_symptom,B_symptom
919,I_symptom,I_symptom
920,O,O
921,O,O
922,O,O
923,O,O
924,O,O
925,O,O
926,O,O
927,B_physiology,B_physiology
928,I_physiology,I_physiology
929,I_physiology,I_physiology
930,O,O
931,O,O
932,O,O
933,O,O
934,O,O
935,O,O
936,O,O
937,O,O
938,O,O
939,B_symptom,O
940,I_symptom,O
941,I_symptom,B_symptom
942,I_symptom,I_symptom
943,I_symptom,I_symptom
944,O,O
945,O,O
946,O,O
947,O,O
948,O,O
949,O,O
950,O,O
951,O,O
952,O,O
953,O,O
954,O,O
955,O,O
956,O,O
957,O,O
958,O,O
959,O,O
960,O,O
961,O,O
962,O,O
963,O,O
964,O,O
965,O,O
966,O,O
967,O,O
968,O,O
969,O,O
970,O,O
971,O,O
972,O,O
973,O,O
974,O,O
975,O,O
976,O,O
977,B_symptom,B_symptom
978,I_symptom,I_symptom
979,I_symptom,I_symptom
980,I_symptom,I_symptom
981,I_symptom,I_symptom
982,O,O
983,O,O
984,O,O
985,O,O
986,O,O
987,O,O
988,O,O
989,B_cause,B_cause
990,I_cause,I_cause
991,I_cause,I_cause
992,I_cause,I_cause
993,I_cause,I_cause
994,I_cause,I_cause
995,O,O
996,B_physiology,B_physiology
997,I_physiology,I_physiology
998,O,O
999,O,O
1000,O,O
1001,O,O
1002,O,O
1003,O,O
1004,O,O
1005,O,O
1006,O,O
1007,O,O
1008,O,O
1009,O,O
1010,O,O
1011,O,O
1012,O,O
1013,O,O
1014,O,O
1015,O,O
1016,O,O
1017,O,O
1018,O,O
1019,O,O
1020,O,O
1021,O,O
1022,O,O
1023,O,O
1024,O,O
1025,O,O
1026,O,O
1027,O,O
1028,O,O
1029,O,O
1030,O,O
1031,O,O
1032,O,O
1033,O,O
1034,B_physiology,B_physiology
1035,I_physiology,I_physiology
1036,O,O
1037,O,O
1038,O,O
1039,O,O
1040,O,O
1041,O,O
1042,O,O
1043,O,O
1044,O,O
1045,O,O
1046,O,O
1047,O,O
1048,O,O
1049,O,O
1050,O,O
1051,O,O
1052,O,O
1053,O,O
1054,O,O
1055,O,O
1056,O,O
1057,O,O
1058,O,O
1059,O,O
1060,O,O
1061,B_symptom,B_symptom
1062,I_symptom,I_symptom
1063,I_symptom,B_datetime
1064,I_symptom,I_datetime
1065,B_datetime,B_datetime
1066,I_datetime,I_datetime
1067,O,B_symptom
1068,O,I_symptom
1069,B_symptom,I_symptom
1070,I_symptom,I_symptom
1071,I_symptom,I_symptom
1072,I_symptom,I_symptom
1073,O,O
1074,O,O
1075,O,O
1076,O,O
1077,O,O
1078,O,O
1079,O,O
1080,O,O
1081,O,O
1082,O,O
1083,O,O
1084,O,O
1085,O,O
1086,O,O
1087,O,O
1088,O,O
1089,O,O
1090,B_physiology,B_physiology
1091,I_physiology,I_physiology
1092,B_datetime,B_datetime
1093,I_datetime,I_datetime
1094,I_datetime,I_datetime
1095,I_datetime,I_datetime
1096,O,O
1097,O,O
1098,O,O
1099,O,O
1100,O,O
1101,O,O
1102,O,O
1103,O,O
1104,O,O
1105,O,O
1106,O,O
1107,O,O
1108,O,O
1109,O,O
1110,O,O
1111,O,O
1112,O,O
1113,O,O
1114,O,B_symptom
1115,O,I_symptom
1116,O,I_symptom
1117,O,I_symptom
1118,O,I_symptom
1119,B_symptom,B_symptom
1120,I_symptom,I_symptom
1121,I_symptom,I_symptom
1122,I_symptom,I_symptom
1123,O,O
1124,B_symptom,B_symptom
1125,I_symptom,I_symptom
1126,I_symptom,I_symptom
1127,I_symptom,I_symptom
1128,O,O
1129,O,O
1130,O,O
1131,O,O
1132,O,O
1133,O,O
1134,O,O
1135,O,O
1136,O,O
1137,O,O
1138,O,O
1139,O,O
1140,O,O
1141,O,O
1142,O,O
1143,O,O
1144,O,O
1145,O,O
1146,O,O
1147,O,O
1148,O,O
1149,O,O
1150,O,O
1151,B_symptom,B_symptom
1152,I_symptom,I_symptom
1153,I_symptom,I_symptom
1154,I_symptom,I_symptom
1155,I_symptom,I_symptom
1156,O,O
1157,O,O
1158,O,O
1159,O,O
1160,O,O
1161,O,O
1162,O,O
1163,O,O
1164,O,O
1165,O,O
1166,O,O
1167,O,O
1168,O,O
1169,O,O
1170,O,O
1171,O,O
1172,O,O
1173,B_symptom,B_symptom
1174,I_symptom,I_symptom
1175,O,O
1176,O,O
1177,O,O
1178,O,O
1179,O,O
1180,O,O
1181,O,O
1182,O,O
1183,O,O
1184,O,O
1185,O,O
1186,O,O
1187,O,O
1188,O,O
1189,O,O
1190,O,O
1191,O,O
1192,O,O
1193,O,O
1194,O,O
1195,O,O
1196,O,O
1197,O,O
1198,O,O
1199,O,O
1200,O,O
1201,O,O
1202,O,O
1203,O,O
1204,O,O
1205,O,O
1206,O,O
1207,O,O
1208,O,O
1209,O,O
1210,O,O
1211,O,O
1212,O,O
1213,O,O
1214,O,O
1215,O,O
1216,O,O
1217,O,O
1218,O,O
1219,O,O
1220,O,O
1221,O,O
1222,O,O
1223,O,O
1224,O,O
1225,O,O
1226,O,O
1227,O,O
1228,O,O
1229,O,O
1230,O,O
1231,O,O
1232,O,O
1233,O,O
1234,O,O
1235,O,O
1236,O,O
1237,O,O
1238,O,O
1239,O,O
1240,O,O
1241,O,O
1242,O,O
1243,O,O
1244,O,O
1245,O,O
1246,O,O
1247,O,O
1248,O,O
1249,O,O
1250,O,O
1251,B_doctor,B_doctor
1252,I_doctor,I_doctor
1253,I_doctor,I_doctor
1254,O,O
1255,O,O
1256,B_datetime,B_datetime
1257,I_datetime,I_datetime
1258,I_datetime,I_datetime
1259,O,O
1260,O,O
1261,O,B_check
1262,O,I_check
1263,B_fluid,B_fluid
1264,I_fluid,I_fluid
1265,O,O
1266,O,O
1267,O,O
1268,O,O
1269,O,O
1270,O,O
1271,O,O
1272,B_fluid,B_symptom
1273,I_fluid,I_symptom
1274,O,I_symptom
1275,O,I_symptom
1276,O,I_symptom
1277,O,I_symptom
1278,O,I_symptom
1279,O,I_symptom
1280,O,I_symptom
1281,O,O
1282,O,O
1283,O,O
1284,O,O
1285,B_symptom,B_sickness
1286,I_symptom,I_sickness
1287,I_symptom,I_sickness
1288,I_symptom,I_sickness
1289,O,O
1290,O,O
1291,O,O
1292,B_check,B_check
1293,I_check,I_check
1294,I_check,I_check
1295,I_check,I_check
1296,O,O
1297,O,O
1298,O,O
1299,O,O
1300,O,O
1301,O,O
1302,O,O
1303,O,O
1304,O,O
1305,O,O
1306,O,O
1307,O,O
1308,O,O
1309,O,O
1310,O,O
1311,O,O
1312,O,O
1313,O,O
1314,O,O
1315,O,O
1316,O,O
1317,B_part,B_part
1318,I_part,I_part
1319,O,O
1320,O,O
1321,B_symptom,O
1322,I_symptom,O
1323,I_symptom,O
1324,O,O
1325,O,O
1326,O,O
1327,O,O
1328,O,O
1329,O,O
1330,O,O
1331,O,O
1332,O,O
1333,O,O
1334,O,O
1335,O,O
1336,O,O
1337,O,O
1338,O,O
1339,O,O
1340,O,O
1341,O,O
1342,O,O
1343,O,O
1344,O,O
1345,O,O
1346,O,O
1347,O,O
1348,O,O
1349,O,O
1350,O,O
1351,O,O
1352,O,O
1353,O,O
1354,O,O
1355,O,O
1356,O,O
1357,O,O
1358,O,O
1359,O,O
1360,O,O
1361,O,O
1362,O,O
1363,O,O
1364,O,O
1365,O,O
1366,O,O
1367,O,O
1368,O,O
1369,O,O
1370,O,O
1371,O,O
1372,O,O
1373,O,O
1374,O,O
1375,O,O
1376,O,O
1377,O,O
1378,O,O
1379,O,O
1380,O,O
1381,O,O
1382,O,O
1383,O,O
1384,O,O
1385,O,O
1386,O,O
1387,O,O
1388,O,O
1389,O,O
1390,O,O
1391,O,O
1392,O,O
1393,O,O
1394,O,O
1395,O,O
1396,O,O
1397,O,O
1398,O,O
1399,O,O
1400,O,O
1401,O,O
1402,O,O
1403,O,O
1404,O,O
1405,O,O
1406,O,O
1407,O,O
1408,O,O
1409,O,O
1410,O,O
1411,O,O
1412,O,O
1413,O,O
1414,O,O
1415,O,O
1416,O,O
1417,O,O
1418,O,O
1419,O,O
1420,B_tool,B_tool
1421,I_tool,I_tool
1422,O,O
1423,O,O
1424,O,O
1425,O,O
1426,O,O
1427,O,O
1428,O,O
1429,B_physiology,B_physiology
1430,I_physiology,I_physiology
1431,O,O
1432,O,O
1433,O,O
1434,B_age,B_age
1435,I_age,I_age
1436,I_age,I_age
1437,O,O
1438,O,O
1439,B_physiology,B_physiology
1440,I_physiology,I_physiology
1441,O,O
1442,O,O
1443,O,O
1444,O,O
1445,O,O
1446,O,O
1447,O,O
1448,O,O
1449,O,O
1450,O,O
1451,B_physiology,B_physiology
1452,I_physiology,I_physiology
1453,I_physiology,I_physiology
1454,O,O
1455,O,O
1456,O,O
1457,O,O
1458,O,O
1459,O,O
1460,O,O
1461,O,O
1462,O,O
1463,O,O
1464,O,O
1465,O,O
1466,O,O
1467,O,O
1468,O,O
1469,O,O
1470,O,O
1471,O,O
1472,O,O
1473,O,O
1474,O,O
1475,O,O
1476,O,O
1477,O,O
1478,O,O
1479,O,O
1480,O,O
1481,O,O
1482,B_check,B_check
1483,I_check,I_check
1484,I_check,I_check
1485,I_check,I_check
1486,O,O
1487,O,O
1488,O,O
1489,B_price,B_price
1490,I_price,I_price
1491,I_price,I_price
1492,O,O
1493,O,O
1494,O,O
1495,O,O
1496,B_surgery,B_surgery
1497,I_surgery,I_surgery
1498,I_surgery,I_surgery
1499,I_surgery,I_surgery
1500,O,O
1501,O,O
1502,O,O
1503,O,O
1504,O,O
1505,O,O
1506,O,O
1507,O,O
1508,B_datetime,B_datetime
1509,I_datetime,I_datetime
1510,O,O
1511,O,O
1512,B_symptom,B_symptom
1513,O,O
1514,O,O
1515,O,O
1516,O,O
1517,O,O
1518,O,O
1519,O,O
1520,O,O
1521,O,O
1522,O,O
1523,O,O
1524,O,O
1525,O,O
1526,O,O
1527,O,O
1528,O,O
1529,O,O
1530,O,O
1531,O,O
1532,O,O
1533,O,O
1534,B_surgery,B_surgery
1535,I_surgery,I_surgery
1536,O,O
1537,O,O
1538,O,O
1539,B_datetime,B_datetime
1540,I_datetime,I_datetime
1541,I_datetime,I_datetime
1542,I_datetime,I_datetime
1543,I_datetime,I_datetime
1544,I_datetime,I_datetime
1545,O,O
1546,O,O
1547,O,O
1548,O,O
1549,O,O
1550,O,O
1551,O,O
1552,O,O
1553,O,O
1554,O,O
1555,O,O
1556,O,O
1557,O,O
1558,O,O
1559,O,O
1560,O,O
1561,O,O
1562,O,O
1563,O,O
1564,O,O
1565,O,O
1566,O,O
1567,O,O
1568,O,O
1569,O,O
1570,O,O
1571,O,O
1572,O,O
1573,O,O
1574,O,O
1575,O,O
1576,O,O
1577,O,O
1578,O,O
1579,B_datetime,B_datetime
1580,I_datetime,I_datetime
1581,I_datetime,I_datetime
1582,O,O
1583,O,O
1584,O,O
1585,O,O
1586,O,O
1587,O,B_address
1588,O,I_address
1589,O,O
1590,O,O
1591,O,O
1592,O,O
1593,O,O
1594,O,O
1595,O,O
1596,O,O
1597,O,O
1598,O,O
1599,O,O
1600,O,O
1601,O,O
1602,O,O
1603,O,O
1604,O,O
1605,O,O
1606,O,O
1607,O,O
1608,O,O
1609,O,O
1610,O,O
1611,O,O
1612,O,O
1613,O,O
1614,O,O
1615,O,O
1616,O,O
1617,O,O
1618,B_physiology,B_physiology
1619,I_physiology,I_physiology
1620,B_datetime,B_datetime
1621,I_datetime,I_datetime
1622,I_datetime,I_datetime
1623,I_datetime,I_datetime
1624,O,O
1625,O,O
1626,O,O
1627,O,O
1628,O,O
1629,O,O
1630,O,O
1631,O,O
1632,O,O
1633,O,O
1634,O,O
1635,B_surgery,B_surgery
1636,I_surgery,I_surgery
1637,O,O
1638,O,O
1639,O,O
1640,O,O
1641,O,O
1642,B_medicine,B_medicine
1643,I_medicine,I_medicine
1644,I_medicine,I_medicine
1645,I_medicine,I_medicine
1646,I_medicine,I_medicine
1647,I_medicine,I_medicine
1648,O,O
1649,O,B_medicine
1650,O,I_medicine
1651,O,I_medicine
1652,O,O
1653,O,O
1654,O,O
1655,O,O
1656,O,O
1657,O,O
1658,O,O
1659,O,O
1660,O,O
1661,O,O
1662,O,O
1663,O,O
1664,O,O
1665,O,O
1666,O,O
1667,O,O
1668,O,O
1669,O,O
1670,O,O
1671,O,O
