,word,bz_bio,re_bio
316,怎,O,O
317,么,O,O
318,坐,O,O
319,车,O,O
320,吧,O,O
321,到,O,O
322,医,O,O
323,院,O,O
324,尿,B_symptom,B_symptom
325,尿,I_symptom,I_symptom
326,有,I_symptom,I_symptom
327,点,I_symptom,I_symptom
328,热,I_symptom,I_symptom
329,，,O,O
330,，,O,O
331,腰,B_symptom,B_symptom
332,疼,I_symptom,I_symptom
333,，,O,O
334,是,O,O
335,尿,B_sickness,B_sickness
336,路,I_sickness,I_sickness
337,感,I_sickness,I_sickness
338,染,I_sickness,I_sickness
339,吗,O,O
340,就,O,O
341,是,O,O
342,给,O,O
343,口,B_cause,O
344,活,I_cause,O
345,，,O,O
346,射,B_symptom,O
347,的,I_symptom,O
348,比,I_symptom,O
349,较,I_symptom,O
350,快,I_symptom,O
351,，,O,O
352,这,O,O
353,是,O,O
354,正,O,O
355,常,O,O
356,吗,O,O
357,？,O,O
358,丙,B_medicine,B_medicine
359,酸,I_medicine,I_medicine
360,睾,I_medicine,I_medicine
361,丸,I_medicine,I_medicine
362,酮,I_medicine,I_medicine
363,是,O,O
364,治,O,O
365,什,O,O
366,么,O,O
367,病,O,O
368,的,O,O
369,时,O,O
370,间,O,O
371,是,O,O
372,不,O,O
373,短,O,O
374,了,O,O
375,，,O,O
376,是,O,O
377,突,O,O
378,然,O,O
379,这,O,O
380,么,O,O
381,严,O,O
382,重,O,O
383,的,O,O
384,吗,O,O
385,？,O,O
386,还,O,O
387,是,O,O
388,逐,O,O
389,渐,O,O
390,发,O,O
391,展,O,O
392,加,O,O
393,重,O,O
394,的,O,O
395,？,O,O
396,感,O,O
397,觉,O,O
398,不,O,B_cause
399,够,O,I_cause
400,卫,O,I_cause
401,生,O,I_cause
402,，,O,O
403,您,O,O
404,这,O,O
405,里,O,O
406,是,O,O
407,三,O,O
408,甲,O,O
409,医,O,O
410,院,O,O
411,吧,O,O
412,我,O,O
413,最,O,O
414,近,O,O
415,射,B_symptom,B_symptom
416,精,I_symptom,I_symptom
417,无,I_symptom,I_symptom
418,力,I_symptom,I_symptom
419,射,B_symptom,B_symptom
420,不,I_symptom,I_symptom
421,远,I_symptom,I_symptom
422,，,O,O
423,是,O,O
424,什,O,O
425,么,O,O
426,原,O,O
427,因,O,O
428,刚,O,O
429,刚,O,O
430,检,O,O
431,查,O,O
432,了,O,O
433,前,B_fluid,B_fluid
434,列,I_fluid,I_fluid
435,腺,I_fluid,I_fluid
436,液,I_fluid,I_fluid
437,那,O,O
438,我,O,O
439,每,O,O
440,次,O,O
441,手,B_cause,B_cause
442,淫,I_cause,I_cause
443,速,O,O
444,度,O,O
445,都,O,O
446,很,O,O
447,快,O,O
448,会,O,O
449,不,O,O
450,会,O,O
451,是,O,O
452,早,B_sickness,B_sickness
453,泄,I_sickness,I_sickness
454,，,O,O
455,3,B_datetime,B_datetime
456,分,I_datetime,I_datetime
457,钟,I_datetime,I_datetime
458,左,I_datetime,O
459,右,I_datetime,O
460,最,O,O
461,害,B_emotion,O
462,怕,I_emotion,O
463,去,O,O
464,医,O,O
465,院,O,O
466,两,B_datetime,B_datetime
467,天,I_datetime,I_datetime
468,了,O,O
469,，,O,O
470,刚,O,O
471,疼,B_symptom,B_symptom
472,小,B_symptom,B_symptom
473,腹,I_symptom,I_symptom
474,有,I_symptom,I_symptom
475,时,I_symptom,I_symptom
476,涨,I_symptom,I_symptom
477,疼,I_symptom,I_symptom
478,过,O,O
479,你,O,O
480,好,O,O
481,，,O,O
482,，,O,O
483,，,O,O
484,我,O,O
485,早,B_sickness,B_sickness
486,泄,I_sickness,I_sickness
487,肾,B_sickness,B_sickness
488,虚,I_sickness,I_sickness
489,怎,O,O
490,么,O,O
491,办,O,O
492,0,B_age,B_datetime
493,1,I_age,I_datetime
494,年,I_age,I_datetime
495,的,O,O
496,。,O,O
497,。,O,O
498,是,O,O
499,不,O,O
500,是,O,O
501,早,B_sickness,B_sickness
502,泄,I_sickness,I_sickness
503,啊,O,O
504,大,B_part,B_symptom
505,腿,I_part,I_symptom
506,椰,O,I_symptom
507,子,O,I_symptom
508,有,O,I_symptom
509,胀,B_symptom,I_symptom
510,痛,I_symptom,I_symptom
511,的,O,I_symptom
512,疼,B_symptom,I_symptom
513,，,O,O
514,一,O,O
515,侧,O,O
516,轻,O,O
517,，,O,O
518,一,O,O
519,侧,O,O
520,重,O,O
521,点,O,O
522,谢,O,O
523,谢,O,O
524,您,O,O
525,的,O,O
526,解,O,O
527,答,O,O
528,，,O,O
529,太,O,O
530,感,O,O
531,谢,O,O
532,了,O,O
533,疼,B_symptom,B_symptom
534,不,B_normsymptom,O
535,疼,I_normsymptom,O
536,痒,B_symptom,O
537,不,B_normsymptom,O
538,痒,I_normsymptom,O
539,呢,O,O
540,？,O,O
541,医,O,O
542,科,O,O
543,大,O,O
544,学,O,O
545,附,O,O
546,属,O,O
547,医,O,O
548,院,O,O
549,精,B_surgery,B_surgery
550,囊,I_surgery,I_surgery
551,腺,I_surgery,I_surgery
552,肿,I_surgery,I_surgery
553,手,I_surgery,I_surgery
554,术,I_surgery,I_surgery
555,后,O,O
556,尿,B_symptom,B_symptom
557,次,I_symptom,I_symptom
558,数,I_symptom,I_symptom
559,多,I_symptom,I_symptom
560,原,O,O
561,因,O,O
562,勃,B_symptom,B_symptom
563,起,I_symptom,I_symptom
564,无,I_symptom,I_symptom
565,力,I_symptom,I_symptom
566,中,B_symptom,B_symptom
567,途,I_symptom,I_symptom
568,疲,I_symptom,I_symptom
569,软,I_symptom,I_symptom
570,包,B_part,B_part
571,皮,I_part,I_part
572,有,O,O
573,形,O,O
574,成,O,O
575,破,B_symptom,B_symptom
576,溃,I_symptom,I_symptom
577,，,O,O
578,这,O,O
579,个,O,O
580,的,O,O
581,话,O,O
582,多,O,O
583,半,O,O
584,考,O,O
585,虑,O,O
586,是,O,O
587,存,O,O
588,在,O,O
589,感,O,O
590,染,O,O
591,方,O,O
592,面,O,O
593,的,O,O
594,问,O,O
595,题,O,O
596,，,O,O
597,当,O,O
598,然,O,O
599,也,O,O
600,不,O,O
601,排,O,O
602,除,O,O
603,其,O,O
604,他,O,O
605,的,O,O
606,可,O,O
607,能,O,O
608,性,O,O
609,恩,O,O
610,，,O,O
611,是,O,O
612,手,B_cause,B_cause
613,淫,I_cause,I_cause
614,吗,O,O
615,？,O,O
616,你,O,O
617,有,O,O
618,什,O,O
619,么,O,O
620,好,O,O
621,的,O,O
622,方,O,O
623,案,O,O
624,推,O,O
625,荐,O,O
626,一,O,O
627,下,O,O
628,那,O,O
629,项,O,O
630,体,O,B_check
631,检,O,I_check
632,可,O,O
633,以,O,O
634,检,O,O
635,测,O,O
636,身,O,O
637,体,O,O
638,毒,O,O
639,素,O,O
640,出,B_symptom,B_symptom
641,水,I_symptom,I_symptom
642,不,I_symptom,I_symptom
643,多,I_symptom,I_symptom
644,有,O,O
645,点,O,O
646,淡,B_symptom,B_symptom
647,淡,I_symptom,I_symptom
648,的,I_symptom,I_symptom
649,白,I_symptom,I_symptom
650,色,I_symptom,I_symptom
651,正,O,O
652,常,O,O
653,吗,O,O
654,您,O,O
655,看,O,O
656,怎,O,O
657,么,O,O
658,治,O,O
659,疗,O,O
660,呢,O,O
661,一,O,O
662,般,O,O
663,患,O,O
664,者,O,O
665,检,O,O
666,查,O,O
667,出,O,O
668,阳,B_sickness,B_sickness
669,痿,I_sickness,I_sickness
670,早,B_sickness,B_sickness
671,泄,I_sickness,I_sickness
672,的,O,O
673,喝,O,O
674,药,O,O
675,费,O,O
676,用,O,O
677,在,O,O
678,多,O,O
679,少,O,O
680,钱,O,O
681,呢,O,O
682,睾,B_normsymptom,B_part
683,丸,I_normsymptom,I_part
684,不,I_normsymptom,O
685,痒,I_normsymptom,O
686,可,O,O
687,以,O,O
688,去,O,O
689,查,O,O
690,下,O,O
691,前,B_fluid,B_fluid
692,列,I_fluid,I_fluid
693,腺,I_fluid,I_fluid
694,液,I_fluid,I_fluid
695,我,O,O
696,不,O,O
697,太,O,O
698,理,O,O
699,解,O,O
700,包,B_sickness,B_sickness
701,皮,I_sickness,I_sickness
702,过,I_sickness,I_sickness
703,长,I_sickness,I_sickness
704,是,O,O
705,什,O,O
706,么,O,O
707,意,O,O
708,思,O,O
709,大,O,O
710,概,O,O
711,费,O,O
712,用,O,O
713,多,O,O
714,少,O,O
715,，,O,O
716,切,O,O
717,的,O,O
718,话,O,O
719,怀,B_physiology,B_physiology
720,孕,I_physiology,I_physiology
721,最,O,O
722,早,O,O
723,多,O,O
724,久,O,O
725,有,O,O
726,反,O,O
727,应,O,O
728,呢,O,O
729,？,O,O
730,这,O,O
731,种,O,O
732,事,O,O
733,不,O,O
734,跟,O,O
735,家,O,O
736,里,O,O
737,边,O,O
738,说,O,O
739,了,O,O
740,，,O,O
741,丢,B_emotion,O
742,人,I_emotion,O
743,这,O,O
744,样,O,O
745,吧,O,O
746,，,O,O
747,你,O,O
748,Q,O,O
749,Q,O,O
750,或,O,O
751,者,O,O
752,微,O,O
753,信,O,O
754,是,O,O
755,多,O,O
756,少,O,O
757,，,O,O
758,我,O,O
759,加,O,O
760,你,O,O
761,，,O,O
762,给,O,O
763,你,O,O
764,发,O,O
765,张,O,O
766,照,O,O
767,片,O,O
768,你,O,O
769,看,O,O
770,一,O,O
771,下,O,O
772,属,O,O
773,于,O,O
774,哪,O,O
775,种,O,O
776,情,O,O
777,况,O,O
778,，,O,O
779,我,O,O
780,也,O,O
781,好,O,O
782,帮,O,O
783,你,O,O
784,详,O,O
785,细,O,O
786,分,O,O
787,析,O,O
788,指,O,O
789,导,O,O
790,出,O,O
791,现,O,O
792,这,O,O
793,种,O,O
794,情,O,O
795,况,O,O
796,看,O,O
797,的,O,O
798,原,O,O
799,因,O,O
800,和,O,O
801,治,O,O
802,疗,O,O
803,用,O,O
804,药,O,O
805,方,O,O
806,面,O,O
807,这,O,O
808,种,O,O
809,吃,O,B_othertreatment
810,药,O,I_othertreatment
811,可,O,O
812,以,O,O
813,吗,O,O
814,我,O,O
815,就,O,O
816,问,O,O
817,一,O,O
818,下,O,O
819,男,O,O
820,人,O,O
821,射,B_physiology,B_physiology
822,精,I_physiology,I_physiology
823,以,O,O
824,后,O,O
825,阴,B_part,B_symptom
826,茎,I_part,I_symptom
827,马,O,I_symptom
828,上,O,I_symptom
829,就,O,I_symptom
830,软,B_symptom,I_symptom
831,了,I_symptom,I_symptom
832,这,O,O
833,样,O,O
834,正,O,O
835,常,O,O
836,吗,O,O
837,不,B_emotion,B_emotion
838,好,I_emotion,I_emotion
839,意,I_emotion,I_emotion
840,思,I_emotion,I_emotion
841,哈,O,O
842,！,O,O
843,有,O,O
844,时,O,O
845,候,O,O
846,间,O,O
847,断,O,B_symptom
848,性,O,I_symptom
849,硬,B_symptom,I_symptom
850,度,I_symptom,I_symptom
851,不,I_symptom,I_symptom
852,够,I_symptom,I_symptom
853,或,O,O
854,者,O,O
855,干,O,B_symptom
856,脆,O,I_symptom
857,没,B_symptom,O
858,感,I_symptom,O
859,觉,I_symptom,O
860,割,B_surgery,B_surgery
861,包,I_surgery,I_surgery
862,皮,I_surgery,I_surgery
863,有,O,O
864,几,O,O
865,种,O,O
866,价,O,O
867,格,O,O
868,？,O,O
869,什,O,O
870,么,O,O
871,区,O,O
872,别,O,O
873,老,O,O
874,年,O,O
875,人,O,O
876,性,B_symptom,O
877,激,I_symptom,O
878,素,I_symptom,O
879,猛,I_symptom,O
880,减,I_symptom,O
881,，,O,O
882,怎,O,O
883,么,O,O
884,维,O,O
885,持,O,O
886,勃,B_physiology,B_physiology
887,起,I_physiology,I_physiology
888,？,O,O
889,性,B_physiology,B_physiology
890,生,I_physiology,I_physiology
891,活,I_physiology,I_physiology
892,没,B_symptom,O
893,什,I_symptom,O
894,么,I_symptom,O
895,感,I_symptom,O
896,觉,I_symptom,O
897,是,O,O
898,什,O,O
899,么,O,O
900,情,O,O
901,况,O,O
902,那,O,O
903,个,O,O
904,不,O,O
905,是,O,O
906,我,O,O
907,请,O,O
908,问,O,O
909,你,O,O
910,有,O,O
911,没,O,O
912,有,O,O
913,尿,B_symptom,B_symptom
914,频,I_symptom,I_symptom
915,，,O,O
916,尿,B_symptom,B_symptom
917,急,I_symptom,I_symptom
918,，,O,O
919,尿,B_symptom,B_symptom
920,痛,I_symptom,I_symptom
921,，,O,O
922,排,B_symptom,B_symptom
923,尿,I_symptom,I_symptom
924,困,I_symptom,I_symptom
925,难,I_symptom,I_symptom
926,，,O,O
927,尿,B_symptom,B_symptom
928,后,I_symptom,I_symptom
929,滴,I_symptom,I_symptom
930,白,I_symptom,I_symptom
931,等,O,O
932,等,O,O
933,症,O,O
934,状,O,O
935,呢,O,O
936,？,O,O
937,我,O,O
938,的,O,O
939,情,O,O
940,况,O,O
941,就,O,O
942,是,O,O
943,勃,B_physiology,B_symptom
944,起,I_physiology,I_symptom
945,来,O,I_symptom
946,流,O,I_symptom
947,一,O,I_symptom
948,些,O,I_symptom
949,白,B_symptom,I_symptom
950,色,I_symptom,I_symptom
951,的,I_symptom,I_symptom
952,液,I_symptom,I_symptom
953,体,I_symptom,I_symptom
954,你,O,O
955,好,O,O
956,，,O,O
957,我,O,O
958,想,O,O
959,问,O,O
960,下,O,O
961,自,B_sickness,O
962,身,I_sickness,O
963,免,I_sickness,B_sickness
964,疫,I_sickness,I_sickness
965,性,I_sickness,I_sickness
966,肝,I_sickness,I_sickness
967,炎,I_sickness,I_sickness
968,吃,O,O
969,什,O,O
970,么,O,O
971,药,O,O
972,我,O,O
973,老,O,O
974,婆,O,O
975,一,O,O
976,直,O,O
977,叫,O,O
978,我,O,O
979,去,O,O
980,检,O,O
981,查,O,O
982,，,O,O
983,我,O,O
984,不,B_emotion,O
985,敢,I_emotion,O
986,做,O,O
987,一,O,O
988,次,O,O
989,检,O,O
990,查,O,O
991,大,O,O
992,概,O,O
993,费,O,O
994,用,O,O
995,是,O,O
996,多,O,O
997,少,O,O
998,这,O,O
999,个,O,O
1000,应,O,O
1001,该,O,O
1002,怎,O,O
1003,么,O,O
1004,根,O,O
1005,治,O,O
1006,呀,O,O
1007,或,O,O
1008,者,O,O
1009,你,O,O
1010,加,O,O
1011,我,O,O
1012,Q,O,O
1013,Q,O,O
1014,w,B_qq,O
1015,w,I_qq,O
1016,w,I_qq,O
1017,w,I_qq,O
1018,w,I_qq,O
1019,w,I_qq,O
1020,w,I_qq,O
1021,6,I_qq,O
1022,3,I_qq,O
1023,，,O,O
1024,微,O,O
1025,信,O,O
1026,1,B_wechat,O
1027,3,I_wechat,O
1028,#,I_wechat,O
1029,#,I_wechat,O
1030,#,I_wechat,O
1031,#,I_wechat,O
1032,#,I_wechat,O
1033,#,I_wechat,O
1034,#,I_wechat,O
1035,#,I_wechat,O
1036,#,I_wechat,O
1037,，,O,O
1038,，,O,O
1039,我,O,O
1040,给,O,O
1041,你,O,O
1042,发,O,O
1043,张,O,O
1044,照,O,O
1045,片,O,O
1046,，,O,O
1047,你,O,O
1048,对,O,O
1049,比,O,O
1050,看,O,O
1051,看,O,O
1052,属,O,O
1053,于,O,O
1054,哪,O,O
1055,种,O,O
1056,换,O,O
1057,药,O,O
1058,还,O,O
1059,得,O,O
1060,1,B_price,B_price
1061,0,I_price,I_price
1062,0,I_price,I_price
1063,多,I_price,I_price
1064,我,O,O
1065,是,O,O
1066,阳,B_sickness,B_sickness
1067,痿,I_sickness,I_sickness
1068,早,B_sickness,B_sickness
1069,泄,I_sickness,I_sickness
1070,那,O,O
1071,怎,O,O
1072,么,O,O
1073,半,O,O
1074,呢,O,O
1075,当,O,O
1076,然,O,O
1077,不,O,O
1078,能,O,O
1079,一,O,O
1080,直,O,O
1081,这,O,O
1082,样,O,O
1083,，,O,O
1084,但,O,O
1085,是,O,O
1086,我,O,O
1087,怕,B_emotion,O
1088,治,O,O
1089,不,O,O
1090,好,O,O
1091,，,O,O
1092,不,O,O
1093,好,O,O
1094,治,O,O
1095,，,O,O
1096,最,O,O
1097,近,O,O
1098,做,O,B_symptom
1099,春,B_physiology,I_symptom
1100,梦,I_physiology,I_symptom
1101,也,O,I_symptom
1102,少,O,I_symptom
1103,了,O,O
1104,可,O,O
1105,以,O,O
1106,的,O,O
1107,，,O,O
1108,，,O,O
1109,咱,O,O
1110,们,O,O
1111,医,O,O
1112,院,O,O
1113,就,O,O
1114,是,O,O
1115,专,O,O
1116,门,O,O
1117,看,O,O
1118,诊,O,O
1119,男,O,O
1120,性,O,O
1121,，,O,O
1122,性,O,O
1123,功,O,O
1124,能,O,O
1125,方,O,O
1126,面,O,O
1127,的,O,O
1128,如,O,O
1129,何,O,O
1130,按,B_othertreatment,O
1131,摩,I_othertreatment,O
1132,前,B_part,B_part
1133,列,I_part,I_part
1134,腺,I_part,I_part
1135,呢,O,O
1136,？,O,O
1137,可,O,O
1138,以,O,O
1139,来,O,O
1140,做,O,O
1141,个,O,O
1142,全,O,B_check
1143,面,O,I_check
1144,检,O,I_check
1145,查,O,I_check
1146,吗,O,O
1147,你,O,O
1148,好,O,O
1149,，,O,O
1150,我,O,O
1151,想,O,O
1152,来,O,O
1153,割,B_surgery,B_surgery
1154,包,I_surgery,I_surgery
1155,皮,I_surgery,I_surgery
1156,，,O,O
1157,请,O,O
1158,问,O,O
1159,今,B_datetime,B_datetime
1160,天,I_datetime,I_datetime
1161,可,O,O
1162,以,O,O
1163,吗,O,O
1164,没,O,O
1165,有,O,O
1166,什,O,O
1167,么,O,O
1168,不,O,O
1169,好,O,O
1170,意,O,O
1171,思,O,O
1172,的,O,O
1173,啊,O,O
1174,。,O,O
1175,这,O,O
1176,个,O,O
1177,检,O,O
1178,查,O,O
1179,用,O,O
1180,挂,O,O
1181,号,O,O
1182,吗,O,O
1183,？,O,O
1184,外,O,O
1185,面,O,O
1186,表,B_symptom,O
1187,皮,I_symptom,B_symptom
1188,起,I_symptom,I_symptom
1189,痘,I_symptom,I_symptom
1190,痘,I_symptom,I_symptom
1191,了,O,O
1192,还,O,O
1193,发,B_symptom,B_symptom
1194,痒,I_symptom,I_symptom
1195,但,O,O
1196,是,O,O
1197,就,O,O
1198,一,O,O
1199,次,O,O
1200,我,O,O
1201,听,O,O
1202,说,O,O
1203,有,O,O
1204,的,O,O
1205,需,O,O
1206,要,O,O
1207,做,O,O
1208,阻,B_surgery,B_surgery
1209,断,I_surgery,I_surgery
1210,术,I_surgery,I_surgery
1211,？,O,O
1212,还,O,O
1213,没,O,O
1214,有,O,O
1215,结,O,O
1216,婚,O,O
1217,，,O,O
1218,有,O,O
1219,女,O,O
1220,朋,O,O
1221,友,O,O
1222,一,B_frequency,B_frequency
1223,周,I_frequency,I_frequency
1224,一,I_frequency,I_frequency
1225,次,I_frequency,I_frequency
1226,遗,I_frequency,B_symptom
1227,精,I_frequency,I_symptom
1228,姓,O,O
1229,孟,B_name,O
1230,，,O,O
1231,我,O,O
1232,经,O,O
1233,常,O,O
1234,手,B_cause,B_cause
1235,淫,I_cause,I_cause
1236,最,O,O
1237,多,O,O
1238,一,B_frequency,B_frequency
1239,日,I_frequency,I_frequency
1240,三,I_frequency,I_frequency
1241,次,I_frequency,I_frequency
1242,，,O,O
1243,一,B_frequency,B_frequency
1244,周,I_frequency,I_frequency
1245,十,I_frequency,I_frequency
1246,次,I_frequency,I_frequency
1247,，,O,O
1248,现,O,O
1249,在,O,O
1250,阳,B_sickness,B_sickness
1251,痿,I_sickness,I_sickness
1252,怎,O,O
1253,么,O,O
1254,办,O,O
1255,？,O,O
1256,是,O,O
1257,手,B_cause,B_cause
1258,淫,I_cause,I_cause
1259,造,O,O
1260,成,O,O
1261,的,O,O
1262,吗,O,O
1263,？,O,O
1264,捞,O,B_symptom
1265,疤,B_symptom,I_symptom
1266,痕,I_symptom,I_symptom
1267,吗,O,O
1268,？,O,O
1269,您,O,O
1270,是,O,O
1271,打,O,O
1272,算,O,O
1273,看,O,O
1274,诊,O,O
1275,哪,O,O
1276,方,O,O
1277,面,O,O
1278,呢,O,O
1279,有,O,O
1280,的,O,O
1281,时,O,O
1282,候,O,O
1283,走,O,O
1284,，,O,O
1285,有,O,O
1286,的,O,O
1287,时,O,O
1288,候,O,O
1289,没,O,O
1290,有,O,O
1291,不,O,O
1292,太,O,O
1293,理,O,O
1294,解,O,O
1295,那,O,O
1296,我,O,O
1297,把,O,O
1298,我,O,O
1299,们,O,O
1300,聊,O,O
1301,天,O,O
1302,的,O,O
1303,记,O,O
1304,录,O,O
1305,下,O,O
1306,来,O,O
1307,，,O,O
1308,，,O,O
1309,做,O,O
1310,了,O,O
1311,之,O,O
1312,后,O,O
1313,有,O,O
1314,其,O,O
1315,它,O,O
1316,的,O,O
1317,费,O,O
1318,用,O,O
1319,怎,O,O
1320,么,O,O
1321,办,O,O
1322,尿,B_symptom,B_symptom
1323,等,I_symptom,I_symptom
1324,待,I_symptom,I_symptom
1325,，,O,O
1326,是,O,O
1327,有,O,O
1328,人,O,O
1329,的,O,O
1330,时,O,O
1331,候,O,O
1332,明,O,O
1333,显,O,O
1334,，,O,O
1335,没,O,O
1336,人,O,O
1337,不,O,O
1338,会,O,O
1339,的,O,O
1340,目,O,O
1341,前,O,O
1342,有,O,O
1343,性,B_physiology,B_physiology
1344,生,I_physiology,I_physiology
1345,活,I_physiology,I_physiology
1346,吗,O,O
1347,我,O,O
1348,具,O,O
1349,体,O,O
1350,还,O,O
1351,不,O,O
1352,知,O,O
1353,道,O,O
1354,是,O,O
1355,不,O,O
1356,是,O,O
1357,前,B_sickness,B_sickness
1358,例,I_sickness,I_sickness
1359,腺,I_sickness,I_sickness
1360,炎,I_sickness,I_sickness
1361,呢,O,O
1362,，,O,O
