uuid,sentence,sentence2,label,index
c9f35195-1bf8-11ea-9d59-e0d55e7e3b80,什么时间测排卵好呢,不排卵什么情况,0,5613
c9f2db85-1bf8-11ea-83e5-e0d55e7e3b80,什么时候检查呢,什么检查了,1,5298
cb05a07f-1bf8-11ea-a77e-e0d55e7e3b80,多囊卵巢怎么治,能吃毛鸡蛋吗多囊卵巢,0,8604
c9f301de-1bf8-11ea-bb89-e0d55e7e3b80,可以吃中药嘛？,那吃中药？,1,788
c9f3ec7c-1bf8-11ea-a877-e0d55e7e3b80,会导致什么呢,什么原因导致黄的,0,4461
c9f1f1b2-1bf8-11ea-ac4a-e0d55e7e3b80,有什么原因吗？,请问痒是什么原因,0,5565
c9f1a359-1bf8-11ea-a7c1-e0d55e7e3b80,男不孕有哪些症状,不孕有什么症状,0,8648
c9f0e1b1-1bf8-11ea-8794-e0d55e7e3b80,想问什么时候是排卵期，安全期？,一般什么时候是排卵期,0,6631
c9f328fa-1bf8-11ea-9596-e0d55e7e3b80,吃什么都可以吗？,要吃什么药呀,0,1740
c9ef8246-1bf8-11ea-bc75-e0d55e7e3b80,一胎呢。,我一胎剖宫产，二胎想顺产的几率大吗,0,385
c9f46259-1bf8-11ea-83fe-e0d55e7e3b80,医院名字？,医院叫什么名字啊,1,4504
c9f13070-1bf8-11ea-a01c-e0d55e7e3b80,最近几天都有,最近几天就一点,0,6439
c9f488b8-1bf8-11ea-85df-e0d55e7e3b80,我就是咨询一下，,没有，就是咨询一下,0,9811
c9f093b1-1bf8-11ea-8822-e0d55e7e3b80,我就想知道是什么原因造成的,是什么原因引起的。,1,2142
c9ef81db-1bf8-11ea-9142-e0d55e7e3b80,我是说怎么样才能快速怀孕,那怎么样才能不怀孕？,0,3460
c9f2db81-1bf8-11ea-b5d5-e0d55e7e3b80,那现在需要检查什么就检查b超吗,检查需要挂什么科,0,5225
c9f218cf-1bf8-11ea-b4a5-e0d55e7e3b80,是什么原因呢？,这个会是什么原因引起的,1,6128
c9f108d7-1bf8-11ea-aa04-e0d55e7e3b80,月经完一个星期内同房会不会怀孕,月经干净一个星期同房的，会怀孕吗,1,5888
c9f09436-1bf8-11ea-9c27-e0d55e7e3b80,请做输卵管造影多少钱,输卵管造影需要多少钱,1,9789
c9f156c5-1bf8-11ea-ab07-e0d55e7e3b80,什么可以,用什么好,0,2107
c9efcfc5-1bf8-11ea-8caa-e0d55e7e3b80,是不是早泄,是不是阳痿了,0,9892
c9f3029b-1bf8-11ea-b28b-e0d55e7e3b80,那什么时候是排卵期吗,请问一下排卵期什么时候,1,3821
c9efa910-1bf8-11ea-80a1-e0d55e7e3b80,一般提前多久预约爱,要提前多长时间呢,0,4883
cb0614db-1bf8-11ea-9534-e0d55e7e3b80,是什么原因导致？,哪什么原因,1,671
c9f23fcc-1bf8-11ea-ae79-e0d55e7e3b80,做多了 会不会怀孕啊,会不会意外怀孕？,0,5297
cb059fd2-1bf8-11ea-ba34-e0d55e7e3b80,盆腔积液能不能影响怀孕,盆腔积液可以怀孕吗,0,8706
c9efcfe8-1bf8-11ea-b05f-e0d55e7e3b80,卵巢多囊综合症能怀孕吗,你好，多囊卵巢可以怀孕吗？,0,6318
c9f3ec01-1bf8-11ea-a75b-e0d55e7e3b80,月是什么,有什么药可以调吗,0,2157
c9f30215-1bf8-11ea-bf97-e0d55e7e3b80,就来咨询一下呀,我想咨询一下问题可以吗,0,7918
c9f412bd-1bf8-11ea-a11c-e0d55e7e3b80,有什么办法嘛？,那还有什么办法吗,1,3338
c9f0e285-1bf8-11ea-a225-e0d55e7e3b80,好的，检查前需要禁什么,还需要做什么检查呢？,0,1602
c9f28e0c-1bf8-11ea-94b3-e0d55e7e3b80,大概多少钱吗,那个大概多少钱,1,8121
c9f06c67-1bf8-11ea-a031-e0d55e7e3b80,那需要做什么检查,啊！那我需要做什么检查吗,1,2536
c9f1a360-1bf8-11ea-b700-e0d55e7e3b80,子宫内膜增厚什么原因,子宫内膜增厚怎么回事啊,1,3270
c9f328f6-1bf8-11ea-af89-e0d55e7e3b80,不育什么班,会不孕不育吗,0,3080
c9f0453e-1bf8-11ea-8c08-e0d55e7e3b80,多囊卵巢综合症怎么治疗,多囊卵巢怎么医治,0,674
c9f37825-1bf8-11ea-8216-e0d55e7e3b80,是什么问题这样的。,是有什么大问题吗,0,6513
c9f4d6a7-1bf8-11ea-b981-e0d55e7e3b80,就是想知道子宫内膜多少正常,我想问一下子宫内膜厚度是多少正常,0,6615
c9f0e1eb-1bf8-11ea-82ce-e0d55e7e3b80,不知怎么拍给你,就是不知道怎么了,0,7996
c9f35196-1bf8-11ea-87e6-e0d55e7e3b80,嗯，可是到现在月经还没来？,到现在月经没来呢,1,312
c9f1a351-1bf8-11ea-ad47-e0d55e7e3b80,输卵管造影后多久能同房,通水后多久可以同房？,0,2268
c9f0e210-1bf8-11ea-b5c3-e0d55e7e3b80,你好，做宫腔镜手术多少钱？,不要送宫腔镜手术是要多少钱？,0,3010
c9f044b7-1bf8-11ea-be2b-e0d55e7e3b80,先怎么备孕吗,怎么提前备孕,1,3658
c9f43ab5-1bf8-11ea-8a55-e0d55e7e3b80,我问下，,你好  我想问下你哟,1,1178
c9ef5b01-1bf8-11ea-bda7-e0d55e7e3b80,好的。你们哪个医院,哦！你们是哪个医院的,1,4374
c9f093d1-1bf8-11ea-bd0b-e0d55e7e3b80,月经后几天才排卵,排卵期  在月经后的几天,1,9177
c9f1302b-1bf8-11ea-bfc3-e0d55e7e3b80,什么意思 我不懂,那说没有是什么意思,0,9397
c9f0e23a-1bf8-11ea-adc7-e0d55e7e3b80,她需要做什么检查,叫什么检查,0,6724
cb05a055-1bf8-11ea-851d-e0d55e7e3b80,不孕不育怎么治的方法吗,怎么是不育不孕,0,1208
c9f3ebbc-1bf8-11ea-b53a-e0d55e7e3b80,精子射进去一点会不会怀孕？,我男朋友精子活动底射进去会不会怀孕,0,8525
c9f1caf6-1bf8-11ea-80bd-e0d55e7e3b80,怀孕42天没胎心胎芽正常吗？,怀孕56天没胎心胎芽正常吗,1,306
cb059fd8-1bf8-11ea-8aff-e0d55e7e3b80,平时要注意些什么呢,那我平时在这方面该注意什么,1,3501
c9f39fa1-1bf8-11ea-86fa-e0d55e7e3b80,卵巢多囊综合症能怀孕吗,请问多囊卵巢综合症有什么,0,500
c9f4131b-1bf8-11ea-baa7-e0d55e7e3b80,月经提前来了会不会怀孕,是不是没来月经就不会怀孕吗,0,4176
c9f1ca37-1bf8-11ea-ac90-e0d55e7e3b80,是不是没来月经就不会怀孕吗,是不是第一个月不会来月经,0,7492
c9f13034-1bf8-11ea-86e4-e0d55e7e3b80,性生活正常的吧？,和性生活有影响吗,0,6657
c9f30216-1bf8-11ea-a2c0-e0d55e7e3b80,女性呢？,女性可以看吗,0,1567
c9f2b4bc-1bf8-11ea-9f88-e0d55e7e3b80,要是怀孕了就不会来月经对吗,来月经了就不会怀孕是吗,0,2856
c9f4d72b-1bf8-11ea-9665-e0d55e7e3b80,这是什么原因呀,我这个是什么原因引起的,1,1219
c9f1f1a8-1bf8-11ea-8777-e0d55e7e3b80,子宫内膜厚，宫颈肥大。什么意思？,子宫内膜异位是什么意思,0,6933
c9f108e5-1bf8-11ea-86e9-e0d55e7e3b80,造影是无痛的吗,你造影多少钱！无痛的,0,8557
c9f39f10-1bf8-11ea-b9cf-e0d55e7e3b80,请问痒是什么原因,什么原因?,0,7236
c9f24003-1bf8-11ea-b0b5-e0d55e7e3b80,那应该到医院挂什么科呢？,到了医院挂什么科呢,1,8555
c9f30223-1bf8-11ea-ab60-e0d55e7e3b80,我估计可能没怎么好,应该怎么做呢,0,8810
c9f461f8-1bf8-11ea-97fe-e0d55e7e3b80,多久才能测出自己怀孕,多久能测出是否怀孕了,0,3713
c9f0bacf-1bf8-11ea-a6f4-e0d55e7e3b80,今天下午可以做吗？,周六也可以是吧,1,3390
c9f2400e-1bf8-11ea-9c61-e0d55e7e3b80,多囊卵巢吗,那我的多囊卵巢是不是就好了,0,488
c9f328ed-1bf8-11ea-b238-e0d55e7e3b80,是什么原因吧？,请问痒是什么原因,0,6134
c9f1f156-1bf8-11ea-8f9c-e0d55e7e3b80,这几天没有,做没几天,0,6939
c9f3c644-1bf8-11ea-bd46-e0d55e7e3b80,多囊卵巢综合征多囊卵巢综合症能治好呢,多囊卵巢吗,0,6776
c9f3c600-1bf8-11ea-912d-e0d55e7e3b80,什么原因导致卵巢多囊,多囊卵巢，是胖引起的吗,0,941
c9f1f135-1bf8-11ea-8363-e0d55e7e3b80,请问唐筛主要是检查些什么,什么时候检查唐筛,0,6456
c9ef5aeb-1bf8-11ea-bb3e-e0d55e7e3b80,哦，好的。那需要做哪些检查吗？,哪我现在需要检查哪些,0,5586
c9f28e30-1bf8-11ea-b4ee-e0d55e7e3b80,那怀孕机率高吗,怀孕的几率大吧,1,4068
c9efd073-1bf8-11ea-985c-e0d55e7e3b80,那是什么原因产生的呢,这又是什么原因勒,1,6232
cb0578f7-1bf8-11ea-9806-e0d55e7e3b80,为什么不能怀孕？,是不能怀孕是吗,0,1894
c9f06bb8-1bf8-11ea-b700-e0d55e7e3b80,本以为怀孕了就少月经呢,来月经是没怀孕？,0,6278
c9ef81fa-1bf8-11ea-8c1d-e0d55e7e3b80,大概提前多久预约,提前多久预约啊,1,1012
c9f4b027-1bf8-11ea-837f-e0d55e7e3b80,多囊又是怎么引起的,对，卵巢囊肿是怎么引起的,0,8144
c9f4625e-1bf8-11ea-884a-e0d55e7e3b80,这几天才取的。,没有过，就这几天,0,2528
c9f4b00d-1bf8-11ea-8757-e0d55e7e3b80,这个医保可以报销的吗,医保可以嘛？,1,9848
c9f3292a-1bf8-11ea-a8e5-e0d55e7e3b80,是不是阳痿了,是不是早泄,0,2659
cb05c70a-1bf8-11ea-baf0-e0d55e7e3b80,什么导致,那我是什么原因呢？,1,2132
c9f2186e-1bf8-11ea-9c77-e0d55e7e3b80,我想知道，我这个需要做什么检查吗？,那我需要检查什么啊,0,3753
c9f302b3-1bf8-11ea-8ba1-e0d55e7e3b80,请问精索静脉曲张会引起腰疼吗？,精索静脉曲张是什么引起的,0,1409
c9f3ebe9-1bf8-11ea-9e6f-e0d55e7e3b80,月经完后几天是排卵期呢,排卵期  在月经后的几天,1,5843
c9f1a394-1bf8-11ea-ae8e-e0d55e7e3b80,没哪里不舒服呀,没有哪里不舒服，,1,4601
cb05c70b-1bf8-11ea-812a-e0d55e7e3b80,只有一次，有好几年前的事了,好几年前就少,0,1319
c9f0e1f0-1bf8-11ea-9884-e0d55e7e3b80,查过，医生说没问题了,查过了，医生说可以了,1,744
c9f1566e-1bf8-11ea-8de0-e0d55e7e3b80,应该要检查什么？,男的都是检查什么那,0,8264
c9f48889-1bf8-11ea-aab0-e0d55e7e3b80,请问那是什么,:请问有什么办法吗,0,4243
cb057916-1bf8-11ea-a771-e0d55e7e3b80,大姨妈前几天同房会怀孕,月经结束后几天同房容易怀孕,0,5837
cb0578d9-1bf8-11ea-bfe3-e0d55e7e3b80,要检查哪些？,去医院先做哪些检查呢,0,7155
c9f13061-1bf8-11ea-a165-e0d55e7e3b80,"是什么原因呀,对",它是什么原因了造成的了,1,9368
c9f37839-1bf8-11ea-839e-e0d55e7e3b80,你好月经时候同房会不会怀孕？,你好！在月经不规律的情况下同房会不会怀孕,0,8129
c9efa961-1bf8-11ea-97c8-e0d55e7e3b80,我现在来该检查什么,叫什么检查,0,1467
c9f108bb-1bf8-11ea-8441-e0d55e7e3b80,医生说，有一个是正常的,医生说是正常,1,3650
c9f2400c-1bf8-11ea-b4bc-e0d55e7e3b80,现在要怎么处理呢,怎么处理呀,1,4048
c9f2403a-1bf8-11ea-91d0-e0d55e7e3b80,是做输卵管造影还是通水,那输卵管造影呢,0,8756
c9f28e70-1bf8-11ea-9d14-e0d55e7e3b80,这种需要检查什么,哪我现在需要检查什么,1,215
c9ef5b5a-1bf8-11ea-9084-e0d55e7e3b80,是什么因素？,那我是什么原因,1,840
c9efcfac-1bf8-11ea-a8bd-e0d55e7e3b80,没有过，就这几天,才几天。,0,5187
c9f06c74-1bf8-11ea-b8cd-e0d55e7e3b80,什么原因引起，会有什么影响,是什么原因啊？,0,9142
c9f301d9-1bf8-11ea-92a1-e0d55e7e3b80,怎么检查输卵管堵塞没有,怎么能检查出来输卵管堵塞,1,5740
c9f3785e-1bf8-11ea-8424-e0d55e7e3b80,吃什么药能来,这个药能吃吗,0,8251
c9f37844-1bf8-11ea-bb1f-e0d55e7e3b80,是不是怀孕了啊,这样是不是刚怀孕,0,7973
c9f3c5eb-1bf8-11ea-a609-e0d55e7e3b80,大概多久能好,大概吃多久？老师。,0,2312
c9f0e1da-1bf8-11ea-a005-e0d55e7e3b80,月经过后多久会有卵泡啊。,月经过后多久才是排卵期,1,5987
c9efa8eb-1bf8-11ea-9c94-e0d55e7e3b80,是什么原因引起的啊,是什么原因啊？,1,1911
c9f3029f-1bf8-11ea-b7ef-e0d55e7e3b80,会不会不准确,结果会不会不准确呢,1,1712
c9f2b4ba-1bf8-11ea-bc7f-e0d55e7e3b80,怎么才能排卵了,排卵怎么算的啊,0,1224
c9efcff7-1bf8-11ea-91b6-e0d55e7e3b80,能吃毛鸡蛋吗多囊卵巢,多囊卵巢怎么治,0,4864
c9f1f1b4-1bf8-11ea-9858-e0d55e7e3b80,细怎么治疗,像这样怎么治疗,1,9757
c9f328d8-1bf8-11ea-b2c0-e0d55e7e3b80,还有怀孕可能吗,哦，还有可能怀孕吗,1,2517
c9f218c0-1bf8-11ea-adcc-e0d55e7e3b80,男的精子是怎样的,精子怎么看,0,6389
c9f0bb79-1bf8-11ea-b471-e0d55e7e3b80,检查什么呀,还需要做什么检查不,0,9726
c9f2db1c-1bf8-11ea-a1e8-e0d55e7e3b80,她需要做什么检查,还需要做其他什么检查么,0,3746
c9f108f8-1bf8-11ea-b668-e0d55e7e3b80,那这个要做什么检查,我还的做什么检查了,0,7216
c9f4627d-1bf8-11ea-b973-e0d55e7e3b80,人流无痛好，还是普通好,我想问无痛人流,0,6470
c9f4d6ff-1bf8-11ea-a5c5-e0d55e7e3b80,孕前检查大概多少钱？,孕前检查好多钱,1,3032
c9f3c616-1bf8-11ea-83df-e0d55e7e3b80,就吃药就可以是吗？,是吃药吗,0,4974
c9f2408b-1bf8-11ea-9f5f-e0d55e7e3b80,哦，现在说不行吗,那没有就不行吗,0,6558
c9f4b00a-1bf8-11ea-ace5-e0d55e7e3b80,你看我应该怎么调理呢,怎么可以调理啊,1,8210
c9f240b6-1bf8-11ea-a164-e0d55e7e3b80,是什么原因呢？,是什么原因造成的呀,1,1551
c9f1a389-1bf8-11ea-bda3-e0d55e7e3b80,由什么导致的,这种是什么导致的啊,1,218
c9f218e5-1bf8-11ea-9a42-e0d55e7e3b80,都需要做什么检查,需要去医院做什么检查,1,6103
c9f3029a-1bf8-11ea-a228-e0d55e7e3b80,像我这样怀孕几率大么,有几率怀孕吗？,0,9174
c9f108fa-1bf8-11ea-aca2-e0d55e7e3b80,嗯，那我要做哪些检查呢,需要先做哪些检查,1,3512
c9f4d68c-1bf8-11ea-a3bc-e0d55e7e3b80,精子出得太多，会影响精子吗？,手滛对精子影响吗？,0,3420
c9f488c4-1bf8-11ea-b038-e0d55e7e3b80,多囊卵巢综合症有什么表现,卵巢多囊卵巢综合症怎么治疗,0,7908
c9f4afa1-1bf8-11ea-969b-e0d55e7e3b80,我就是咨询一下，,我只有再去咨询一下,0,1201
c9f0bad7-1bf8-11ea-a783-e0d55e7e3b80,需要做哪些检查才能确诊呢,需要哪些检查呢,0,4750
c9f301da-1bf8-11ea-8114-e0d55e7e3b80,那我现在检查需要检查什么项目,还需要什么检查？,1,4670
c9f4af8d-1bf8-11ea-9d70-e0d55e7e3b80,一般大概需要多少钱呢,大概要花多少钱呢,1,4472
cb05c6c6-1bf8-11ea-9499-e0d55e7e3b80,就有多囊卵巢综合征？,怎么会引起多囊卵巢综合症,0,8576
c9f43b21-1bf8-11ea-846e-e0d55e7e3b80,什么时间最不容易怀孕,请问什么时间做爱最容易怀孕,0,258
c9f0bb3e-1bf8-11ea-aed8-e0d55e7e3b80,它是什么原因了造成的了,今天，是什么原因导致得呢,0,3862
c9f108ea-1bf8-11ea-b74e-e0d55e7e3b80,我想问一下输卵管不通怎么治,我想问一下输卵管怎么查,0,3397
c9f0e24c-1bf8-11ea-b69f-e0d55e7e3b80,要做手术吗?,是一定要做手术吗,0,6624
c9efcfdc-1bf8-11ea-8da3-e0d55e7e3b80,避孕药是不能再吃了是吧？,可不可以吃避孕药,0,3048
c9f3ebe4-1bf8-11ea-9b1c-e0d55e7e3b80,月经不没怎么回事,我月经少怎么办,0,5220
c9efa906-1bf8-11ea-97a2-e0d55e7e3b80,嗯额，我先咨询一下,我先咨询一哈,1,4037
cb05ee82-1bf8-11ea-9482-e0d55e7e3b80,请问什么时候来孕前检查比较好,想做孕前检查挂什么科,0,781
c9f108ef-1bf8-11ea-9aab-e0d55e7e3b80,一般排卵期是什么时候？,排卵期是什么时候猴,1,1618
c9eff72c-1bf8-11ea-bcbf-e0d55e7e3b80,哦，做造影疼吗,做输卵管造影可以不,0,6950
cb05a053-1bf8-11ea-8ef3-e0d55e7e3b80,有什么需要检查的吗》,我想怀孕需要检查些什么呢,0,2879
cb059fe4-1bf8-11ea-8e4d-e0d55e7e3b80,是什么原因导致？,有什么原因吗？,1,6492
c9f28e23-1bf8-11ea-a8ef-e0d55e7e3b80,月经一个月不干是什么原因,一个月没来月经是什么原因？,0,349
c9f15674-1bf8-11ea-a37f-e0d55e7e3b80,什么时候检查的吗？,什么时候检查做好呢,0,1056
c9f2dafc-1bf8-11ea-ab95-e0d55e7e3b80,知道是什么原因造成。,有什么原因吗？,0,1051
c9f108d4-1bf8-11ea-b5be-e0d55e7e3b80,治疗不也是用药物吗？,你们药物是什么药物治疗,0,4946
c9ef8236-1bf8-11ea-ba50-e0d55e7e3b80,我的左精索静脉曲张，请问做手术要多长时间？,请问精索静脉曲张手术怎么做,0,8897
c9f41352-1bf8-11ea-82d4-e0d55e7e3b80,检查的话，需要检查哪些,需要做哪些检查,0,758
cb05eddd-1bf8-11ea-9a1e-e0d55e7e3b80,怎么做才能很快怀孕,要怎么才能快速怀孕,1,6216
c9f0945c-1bf8-11ea-92b4-e0d55e7e3b80,输卵管你好通而不畅怎么冶,输卵管通而不畅，怎么治疗,1,4459
c9f2180f-1bf8-11ea-b646-e0d55e7e3b80,6项在什么医院可以检查,到医院检查什么,0,5084
c9f3ec28-1bf8-11ea-b43a-e0d55e7e3b80,是什么原因导致？,什么原因导致黄的,0,9624
c9f4625c-1bf8-11ea-93d7-e0d55e7e3b80,人工受精痛吗！,受孕和人工受精是一样的么,0,6622
c9f1f1b9-1bf8-11ea-b2e6-e0d55e7e3b80,医生说内膜薄,医生说子宫内膜有点厚,0,7602
c9efd01e-1bf8-11ea-8992-e0d55e7e3b80,月经第几天查呢,月经后第几天房事可怀孕？,0,2806
c9f43aa8-1bf8-11ea-98c7-e0d55e7e3b80,大概多少钱吗,大概要花多少钱呢,1,9528
c9f37807-1bf8-11ea-92d5-e0d55e7e3b80,你好。一般不孕不育是什么原因造成的呢？,什么会造成不孕不育？,1,3875
c9f3ebeb-1bf8-11ea-a83e-e0d55e7e3b80,你好可以预约四维彩超吗,请问四维彩超可以线上预约吗,1,3778
c9efd026-1bf8-11ea-9531-e0d55e7e3b80,就有多囊卵巢综合征？,多囊卵巢综合症，怎么治疗,0,1678
c9f3027e-1bf8-11ea-b192-e0d55e7e3b80,怎么会才能怀孕。,怎么才怀孕？,0,2895
c9f350f5-1bf8-11ea-8dfa-e0d55e7e3b80,那大概需要多少钱？,做这个大概多少钱呀,1,2083
c9f266f2-1bf8-11ea-a03e-e0d55e7e3b80,什么可以,加的什么？,0,7806
c9f0e283-1bf8-11ea-b47a-e0d55e7e3b80,需要做个什么检查,这种需要检查什么,0,2522
c9f267a7-1bf8-11ea-878b-e0d55e7e3b80,她要检查什么呢,检查了没有什么,0,6503
c9f093c3-1bf8-11ea-8a49-e0d55e7e3b80,还需要检查一些什么呢,现在需要再做个什么检查吗？,0,219
c9f0936c-1bf8-11ea-add3-e0d55e7e3b80,卵巢早衰是什么引起的,什么原因导致卵巢多囊,0,6063
c9f17cec-1bf8-11ea-a390-e0d55e7e3b80,我想问孕前做那些检查,我想问一下男性孕前检查，要检查那些,0,3198
c9f0bb1c-1bf8-11ea-95f4-e0d55e7e3b80,你就说大概多少钱嘛,大概多少钱两边,1,1192
c9f17c7e-1bf8-11ea-83c2-e0d55e7e3b80,你是不是发错了,没啊  你加错了吗,0,9754
c9f39f66-1bf8-11ea-84be-e0d55e7e3b80,他这个情况怎么治疗,我现在这个情况，怎么治疗是最好的,1,6661
c9f3c610-1bf8-11ea-be90-e0d55e7e3b80,请问痛经怎么治,请问痛经是什么,0,9059
c9f093a7-1bf8-11ea-8c69-e0d55e7e3b80,是正规医院么,你这医院是不是正规的,1,4469
c9f1f143-1bf8-11ea-b017-e0d55e7e3b80,多囊是个什么病,多囊卵巢吃什么药啊？,0,9156
cb05ee60-1bf8-11ea-b23b-e0d55e7e3b80,怀孕一天会有什么反应吗,那怀孕这时有什么反应吗？,0,899
c9ef8232-1bf8-11ea-9ce7-e0d55e7e3b80,是什么原因造成的呀,一般是什么原因引起的呢,1,7563
c9f1ca1f-1bf8-11ea-9749-e0d55e7e3b80,我还要做哪些检查,我是说检查哪些,0,8058
c9f43b39-1bf8-11ea-92ba-e0d55e7e3b80,百分之多少有可能的,百分之多少,0,672
c9f267aa-1bf8-11ea-9940-e0d55e7e3b80,多囊卵巢，是胖引起的吗,多囊卵巢综合征可以做吗,0,8789
c9f4627a-1bf8-11ea-b77e-e0d55e7e3b80,那需要做什么检查,需要检查什么呀,0,9382
c9f4d703-1bf8-11ea-bb04-e0d55e7e3b80,通水有无痛的吗有无痛通水吗,造影是无痛的吗,0,9606
cb057907-1bf8-11ea-ad33-e0d55e7e3b80,怎么治疗呐,怎么治疗才能好,1,1246
c9f0bb9d-1bf8-11ea-8a76-e0d55e7e3b80,睾酮高是这个引起的吗,泌乳素高是怎么引起的呢,0,9010
c9f2dafd-1bf8-11ea-83e8-e0d55e7e3b80,取环后。多久能怀孕,取环多久可以怀孕吖,1,2098
c9f43b31-1bf8-11ea-b243-e0d55e7e3b80,所以才咨询的,所以我想咨询一下,0,7165
c9f21849-1bf8-11ea-abf3-e0d55e7e3b80,你好！在月经不规律的情况下同房会不会怀孕,你好月经时候同房会不会怀孕？,0,7376
c9f301e1-1bf8-11ea-8ad9-e0d55e7e3b80,怎么就不怀孕呢,你就说怎么才能怀孕,0,7438
c9f302c4-1bf8-11ea-8a7a-e0d55e7e3b80,一般要做什么检查呢,也没做什么检查，,0,220
c9f240b9-1bf8-11ea-9fb6-e0d55e7e3b80,那我需要检查什么啊,那还需要检查哪些,1,1098
c9f377e2-1bf8-11ea-90e2-e0d55e7e3b80,什么原因导致黄的,那什么原因引起的呢,0,339
c9efcfc0-1bf8-11ea-af65-e0d55e7e3b80,我想怀孕需要检查些什么呢,需要检查些什么？,0,2123
c9f0e27b-1bf8-11ea-a4dc-e0d55e7e3b80,咨询一下医生,那我咨询一下,1,9741
c9f2b442-1bf8-11ea-89ca-e0d55e7e3b80,会是什么原因哦,主要是什么原因引起的呢,1,3015
c9f4622d-1bf8-11ea-8603-e0d55e7e3b80,一般是什么原因引起的呢,什么原因啊？,1,3942
c9f4618e-1bf8-11ea-8fb4-e0d55e7e3b80,怎么搞才容易怀孕,就容易怀孕吗,0,277
c9f43b60-1bf8-11ea-bf66-e0d55e7e3b80,怎么样才好怀孕,怎么样才知道是怀孕了,0,4703
c9f0e241-1bf8-11ea-acf3-e0d55e7e3b80,医生说可以怀孕,没有，医生说可以再怀孕的,0,8766
c9f488f1-1bf8-11ea-8319-e0d55e7e3b80,要做什么检查,应该要检查什么？,0,3417
c9f2db8e-1bf8-11ea-b01b-e0d55e7e3b80,现在见红啦，怎么办,现在也不知道怎么办了,0,1498
c9f32951-1bf8-11ea-9d11-e0d55e7e3b80,那这个要做什么检查呢,挂什么科检查？,0,7510
c9f351b5-1bf8-11ea-a55b-e0d55e7e3b80,好的。你们哪个医院,你们是什么医院呢！在哪里啊？,0,7700
c9f46260-1bf8-11ea-b8f4-e0d55e7e3b80,你说检查什么,需要做什么检查，？,0,8860
c9eff6fc-1bf8-11ea-a04f-e0d55e7e3b80,排卵期有几天呢？,安全期是那几天阿】,0,771
c9efa945-1bf8-11ea-a6de-e0d55e7e3b80,说是那个什么薄了,a加b是什么意思啊,0,1030
