uuid,sentence,sentence2,label
415e086f-1bf3-11ea-88bf-e0d55e7e3b80,那怎么冶呢？大概需要多长时间,大概等多久,0
222e339d-1bf3-11ea-b970-e0d55e7e3b80,我这个是什么症状啊,这个症状我有,0
222ad9fa-1bf3-11ea-b04f-e0d55e7e3b80,偶尔易激惹 ? ? ? ? 为小事情。 ? ? ? ? ? ? ?偶尔失眠 ? ? ? ? ? ? ?有一次幻听,入睡困难。 易醒 ? ? 偶尔失眠 ? ? 偶尔易激惹,0
222e0d1f-1bf3-11ea-b0a1-e0d55e7e3b80,怎么治疗这个病,是，怎么治疗呀？,1
415e7d53-1bf3-11ea-a7ba-e0d55e7e3b80,2岁小孩呕吐跟抽筋是怎么回事,小孩突然抽筋,0
2229541f-1bf3-11ea-ac5d-e0d55e7e3b80,不是我，,没有，  他不在我身边,0
222a8cd2-1bf3-11ea-bc48-e0d55e7e3b80,要是治疗好了要多少钱啊,如果治疗大概得多少钱呀,1
222a8cfb-1bf3-11ea-97f2-e0d55e7e3b80,孩子睡觉抽搐怎么回事,小孩翻白眼，吐白沫怎么回事,0
222a6585-1bf3-11ea-84cf-e0d55e7e3b80,去做检查该挂什么科,应该检查什么,0
222e3457-1bf3-11ea-8152-e0d55e7e3b80,管用吗？,吃什么药管用呢？,0
222ece82-1bf3-11ea-b0ac-e0d55e7e3b80,手术怎么治疗癫痫,癫痫要怎么治疗,0
222cfc4a-1bf3-11ea-807c-e0d55e7e3b80,你们这里，是私立医院吗,你们这个医院是公立医院吗,1
222c1184-1bf3-11ea-a11d-e0d55e7e3b80,那咱们医院是什么方式治疗呢,有什么治疗方法 去大医院挂什么科,0
415e7c93-1bf3-11ea-a3d3-e0d55e7e3b80,是什么原因导致的,是什么原因造成的,1
222e3462-1bf3-11ea-aebc-e0d55e7e3b80,羊癫疯治痊愈要多少钱,羊癫疯用多少钱,1
2229a1f5-1bf3-11ea-b461-e0d55e7e3b80,请问需要做哪些检查？,还需要做什么检查,1
415e2e84-1bf3-11ea-951c-e0d55e7e3b80,"我想咨询""小儿抽搐症的原因""","我想咨询""抽搐的原因""",1
222d2303-1bf3-11ea-a4f0-e0d55e7e3b80,不知道怎么说,不知怎么治疗,0
222cfca0-1bf3-11ea-a041-e0d55e7e3b80,朋友癫痫可以治愈吗,癫痫有治愈的可能吗。,1
2229a29c-1bf3-11ea-bd19-e0d55e7e3b80,吃药可以治愈癫痫吗,癫痫用吃药吗,0
222ab269-1bf3-11ea-9dd1-e0d55e7e3b80,你是哪个医院,你是哪里的医院,0
222a1781-1bf3-11ea-af0e-e0d55e7e3b80,格林巴利怎么治疗,格林巴利综合征怎么治,1
222bc312-1bf3-11ea-8760-e0d55e7e3b80,儿童癫痫能治好不？,这个癫痫能治好吗,1
2229f0a0-1bf3-11ea-8c09-e0d55e7e3b80,是什么原因么,什么原因会导致这样呢,1
222a17f4-1bf3-11ea-b3be-e0d55e7e3b80,但是不知道挂什么科,也不知道自己在做什么,0
222d9739-1bf3-11ea-8176-e0d55e7e3b80,"我想咨询""人抽搐怎么办""","我想咨询""晕倒后抽搐""",0
222d967d-1bf3-11ea-a17a-e0d55e7e3b80,儿童癫痫好治愈吗,儿童癫痫可以治愈吧,1
415e7d3f-1bf3-11ea-a827-e0d55e7e3b80,几个月一次,两个月发一次,1
22297ad1-1bf3-11ea-a2b0-e0d55e7e3b80,还能治好吗,如果是能治好吗,1
415e2f4e-1bf3-11ea-8d11-e0d55e7e3b80,请问需要做哪些检查？,我想过几天去做个检查，需要检查什么,0
2229a291-1bf3-11ea-96d5-e0d55e7e3b80,这个有什么吃的药或者,这个要挂什么科？,0
2229a248-1bf3-11ea-a715-e0d55e7e3b80,有什么办法解决吗,有什么好的办法解决,1
222ef54e-1bf3-11ea-a5b0-e0d55e7e3b80,要注意什么呢,平时要注意什么,1
222f1c8a-1bf3-11ea-ace4-e0d55e7e3b80,你是哪个医院啊？,你们是哪个医院？,1
415e55b1-1bf3-11ea-81e3-e0d55e7e3b80,"我想咨询""儿童失神小发作""","我想咨询""失神小发作症状""",0
222c5f5f-1bf3-11ea-befc-e0d55e7e3b80,那我该怎么治疗,那应该怎么治疗,1
415e086a-1bf3-11ea-ada2-e0d55e7e3b80,你们这是哪里的医院,你们是哪里医院,1
222d4a62-1bf3-11ea-aaf2-e0d55e7e3b80,我怎么了,这个怎么病怎么治,0
222c3806-1bf3-11ea-857a-e0d55e7e3b80,这个要怎样治疗,该如何治疗,1
222a186a-1bf3-11ea-a9c4-e0d55e7e3b80,癫痫病能治疗吗,癫痫病能否治疗,1
222b0128-1bf3-11ea-a7cb-e0d55e7e3b80,要检查什么,没有，我们该检查什么呢,1
222c5f85-1bf3-11ea-a87a-e0d55e7e3b80,我可以给你电话 或者你给我一个你的电话,你的电话给我,0
222e8084-1bf3-11ea-b42f-e0d55e7e3b80,你们医院大吗,你们是啥医院,0
222de538-1bf3-11ea-b82c-e0d55e7e3b80,他这是癫痫吗,他不是癫痫,0
222e3480-1bf3-11ea-b31d-e0d55e7e3b80,要去哪里医院看,好的你们医院在哪里,0
222cd4d6-1bf3-11ea-b822-e0d55e7e3b80,这是什么原因引起的呢,那是什么原因,1
222ea7b2-1bf3-11ea-baa8-e0d55e7e3b80,我就是问一下,我只是问一下,1
2229a296-1bf3-11ea-89b1-e0d55e7e3b80,脸抽是什么原因,大概是什么原因,0
222b9d10-1bf3-11ea-83ed-e0d55e7e3b80,像这种病治疗大概需要多少钱,这种病现在大概需要多少钱,1
415e2ee4-1bf3-11ea-8b79-e0d55e7e3b80,要检查什么,刚检查完了,0
222ab2d0-1bf3-11ea-9164-e0d55e7e3b80,是有什么引起的,这是什么引起的呢,1
415e2f08-1bf3-11ea-a90a-e0d55e7e3b80,现在有医生问吗？,你是医生不,0
222b9d59-1bf3-11ea-ba52-e0d55e7e3b80,焦虑症？,是抑郁症吗？,0
22292e14-1bf3-11ea-8e79-e0d55e7e3b80,癫痫病治好要多少钱,多少钱治好,0
222cae4c-1bf3-11ea-b6f2-e0d55e7e3b80,是什么原因导致的,什么原因引起,1
415e559f-1bf3-11ea-a927-e0d55e7e3b80,治疗费用需要多少？,治疗要多少钱,1
222b28e0-1bf3-11ea-8354-e0d55e7e3b80,我14岁  女的,我是本人女的  今年16岁,1
222d4a6c-1bf3-11ea-a8a7-e0d55e7e3b80,那怎么可以治疗吗,你们是怎么治疗呢,1
2229a27b-1bf3-11ea-96a9-e0d55e7e3b80,好的，谢谢您了？,好吧，谢谢！,1
222c5f52-1bf3-11ea-a488-e0d55e7e3b80,那个叫什么检查,去做检查该挂什么科,0
415e55d5-1bf3-11ea-9171-e0d55e7e3b80,是什么原因么,大概是什么原因,1
222b76c5-1bf3-11ea-a7fd-e0d55e7e3b80,是什么原因。,是有什么引起的,1
222b9d5a-1bf3-11ea-8492-e0d55e7e3b80,癫痫病可以根治吗,请问癫痫病可以治愈吗,0
222d6fec-1bf3-11ea-86af-e0d55e7e3b80,你们是用什么方法治疗呢,你院采取什么治疗方法,1
222cae9e-1bf3-11ea-bc49-e0d55e7e3b80,医生你说有问题吗,有叫王医生的吗？,0
222d6fda-1bf3-11ea-b1f2-e0d55e7e3b80,你好，我向你咨询一下,是，先咨询一下,1
222e0cb1-1bf3-11ea-bf4b-e0d55e7e3b80,大概多少钱啊,大概的费用要多少钱啊？,1
222cae89-1bf3-11ea-bf10-e0d55e7e3b80,什么原因引起抽搐,这个会导致晕倒，抽搐吗？,0
222ad966-1bf3-11ea-b8a6-e0d55e7e3b80,全身抽搐，口吐白沫是什么病,口吐白沫全身抽筋,0
415e0845-1bf3-11ea-be1a-e0d55e7e3b80,医生在吗？,现在有医生问吗？,0
222c5f2b-1bf3-11ea-81a2-e0d55e7e3b80,抑郁症。,严重的抑郁,0
222e33bc-1bf3-11ea-aa45-e0d55e7e3b80,是吃药还是怎么样,只吃药吗还是,1
222d4a48-1bf3-11ea-8766-e0d55e7e3b80,怎么治疗的？,怎么个治疗方法,1
222cfc4e-1bf3-11ea-8450-e0d55e7e3b80,脑电图没做呢,动态脑电图也做了,0
415e7cfc-1bf3-11ea-9b4f-e0d55e7e3b80,你好，请问7个月宝宝抽搐的原因是什么？,孩子老抽搐什么原因,1
222c3884-1bf3-11ea-a0f4-e0d55e7e3b80,孩子睡着了，老抽搐是什么原因,小孩睡觉时抽搐是什么原因,1
222e0c62-1bf3-11ea-a0f4-e0d55e7e3b80,具体有什么治疗方法呢？,有什么好方法治疗,1
222e80b4-1bf3-11ea-87d2-e0d55e7e3b80,做什么治疗,有什么方法治疗吗,1
222e0c84-1bf3-11ea-aade-e0d55e7e3b80,可以治疗吗，怎么治疗,怎么治疗。,0
222c86ac-1bf3-11ea-a42a-e0d55e7e3b80,"我想咨询""人抽搐怎么治疗""","我想咨询""廯怎么治疗""",0
222ad96a-1bf3-11ea-8024-e0d55e7e3b80,您说这个该怎么办,那怎么办啊,1
222c8664-1bf3-11ea-a83b-e0d55e7e3b80,你听说过九龙平癫镇痫系列组合吗,你问你那里医院的医生了吗？听说过九龙平癫镇痫系列组合了吗？,1
222b9d2d-1bf3-11ea-bb1f-e0d55e7e3b80,女的  50岁,25岁  女的,1
222d2294-1bf3-11ea-b385-e0d55e7e3b80,"我想咨询""人突然间抽搐""","我想咨询""突然抽搐口吐白沫是什么症状?""",0
222e3412-1bf3-11ea-a2f3-e0d55e7e3b80,检查什么？,这个该检查什么,1
415e2f2c-1bf3-11ea-9f32-e0d55e7e3b80,这个脑电图嘛？,脑电图价格,0
222de470-1bf3-11ea-9f96-e0d55e7e3b80,该怎么治疗呢,这叫什么病，怎么治疗,0
222d6fdc-1bf3-11ea-8d6a-e0d55e7e3b80,要怎么治疗呢,那你们是怎么治疗的,1
415e2ebf-1bf3-11ea-ba9e-e0d55e7e3b80,那需要如何治疗呢,该如何治疗,1
222cadd8-1bf3-11ea-905d-e0d55e7e3b80,该怎么治疗呢？,这个怎么治疗,1
2229c92e-1bf3-11ea-8f65-e0d55e7e3b80,是什么原因引起的,那是什么原因,1
222ad941-1bf3-11ea-a4af-e0d55e7e3b80,焦虑症和抑郁症是一样症状吗,我得了抑郁症,0
222cd4a7-1bf3-11ea-aac8-e0d55e7e3b80,用什么检查？可以检查吗？,做什么检查？,0
2229a229-1bf3-11ea-9654-e0d55e7e3b80,是忧郁症吗,就是忧郁症呀,0
2229f147-1bf3-11ea-9cde-e0d55e7e3b80,"我想咨询""丙戍酸钠缓释片""","我想咨询""丙戊酸钠缓释片的副作用""",0
415e2ed1-1bf3-11ea-a8df-e0d55e7e3b80,该如何治疗,这样怎样治疗,1
222ef5ea-1bf3-11ea-beb7-e0d55e7e3b80,需要预约挂号嘛,需要提前挂号吗吗,1
222953d7-1bf3-11ea-bfb3-e0d55e7e3b80,跟孩子不在身边有关系吗,他们不在身边,0
22297b8b-1bf3-11ea-aecb-e0d55e7e3b80,我前一段时间问杨全兴医生听说过九龙平癫镇痫系列组合吗？杨全兴医生说知道,你问问杨全兴医生九龙平癫镇痫系列组合上市了吗？有人吃吗？,0
222b284a-1bf3-11ea-9ec6-e0d55e7e3b80,请问一下这是什么原因呢,这是什么引起的呢,1
2229c96b-1bf3-11ea-ae1d-e0d55e7e3b80,晚上怎么睡都睡不着,晚上困但是睡不着,1
222ef5ab-1bf3-11ea-a613-e0d55e7e3b80,那您觉得我应该怎么治疗呢,应该怎么治疗了,1
222b4fa2-1bf3-11ea-a454-e0d55e7e3b80,现在还动不动   就说要和我离婚   我有想   杀他的冲动,我就是生了小孩一直到现在  脾气特别不好   而且经常想的都是自己受过的委屈,0
222b018e-1bf3-11ea-967c-e0d55e7e3b80,女 18岁,女  55岁,1
222de535-1bf3-11ea-8aae-e0d55e7e3b80,他这是癫痫吗,属于癫痫吗？,1
222b4f7b-1bf3-11ea-b192-e0d55e7e3b80,现在怎么办呢？,怎么办了,1
222f1cc7-1bf3-11ea-b457-e0d55e7e3b80,去医院查什么也没有的,没有来医院,0
415e2f13-1bf3-11ea-9ef7-e0d55e7e3b80,你们那里时候什么医院,你们医院在那里？,0
222b4f29-1bf3-11ea-a396-e0d55e7e3b80,这些脑电图可以查吗,脑电图吗,0
222a3f29-1bf3-11ea-a670-e0d55e7e3b80,如果是能治好吗,这样能治好吗,1
22295428-1bf3-11ea-a0df-e0d55e7e3b80,要怎么治 要吃药吗,可以吃药治疗吗？,1
415e5592-1bf3-11ea-9435-e0d55e7e3b80,我这是什么病呢？,这个是什么病呢,1
22292e10-1bf3-11ea-9225-e0d55e7e3b80,是不是有问题,请问是什么原因,0
222b013d-1bf3-11ea-8e79-e0d55e7e3b80,癫痫是家族遗传吗,癫痫会遗传吗,1
222a1792-1bf3-11ea-bb8e-e0d55e7e3b80,癫痫病治好要多少钱,治好要多少钱？,0
222de4b9-1bf3-11ea-af62-e0d55e7e3b80,这种严重吗,这种问题严重吗？,1
222d7043-1bf3-11ea-b4fb-e0d55e7e3b80,严重失眠怎么办,我是严重失眠,0
222cfc5a-1bf3-11ea-8837-e0d55e7e3b80,你问问杨全兴医生了吗？知道九龙平癫镇痫系列组合吗？上市了吗？你那医院有人吃吗？,你问问杨全兴医生九龙平癫镇痫系列组合上市了吗？有人吃吗？,1
222cfc49-1bf3-11ea-a1cf-e0d55e7e3b80,如果是癫痫的话，做什么检查能做出来,我想知道做什么检查能做出来是不是癫痫,1
222ea738-1bf3-11ea-9162-e0d55e7e3b80,哦，一般要做什么检查呢,在做什么检查,1
415e55d8-1bf3-11ea-b1db-e0d55e7e3b80,需要做什么检查呢?,我这样需要做什么检查,1
222a17c7-1bf3-11ea-8362-e0d55e7e3b80,那有什么方法治疗,都有什么治疗方法,1
415e2f19-1bf3-11ea-a262-e0d55e7e3b80,这跟家庭因素有吗,家庭原因吧,0
222d4a09-1bf3-11ea-9c9f-e0d55e7e3b80,是什么原因引起的？,没有什么原因啊,0
22297b14-1bf3-11ea-8ea9-e0d55e7e3b80,那他进你们医院了吗？,你们医院名称改了吗？,0
222f1c41-1bf3-11ea-9950-e0d55e7e3b80,什么检查？,检查了没有检查出什么结果,0
415e7cf5-1bf3-11ea-933f-e0d55e7e3b80,那怎么治疗？,中医怎么治疗,0
222e339f-1bf3-11ea-8f4b-e0d55e7e3b80,我这个是怎么抑郁的呢,怎么算抑郁啊,0
222cfc21-1bf3-11ea-a58f-e0d55e7e3b80,没去医院看过,没有去医院看过,1
222cfc59-1bf3-11ea-a26a-e0d55e7e3b80,需要做什么检查。,做什么检查？,1
222e343b-1bf3-11ea-aae7-e0d55e7e3b80,癫痫病能不能治好,药物能治好癫痫病不？？,0
22297b52-1bf3-11ea-ad96-e0d55e7e3b80,医生在不,什么叫电医生,0
222cd53e-1bf3-11ea-9691-e0d55e7e3b80,??如果要去检查是去看什么科呢,做什么检查了，我也忘了，,0
222e0ca4-1bf3-11ea-917e-e0d55e7e3b80,嗯怎么治疗呢,系统性治疗是怎么治疗啊,0
222e5b21-1bf3-11ea-b852-e0d55e7e3b80,.!?精灌扶貧工作社農材老叔牫是;建議借錢??？難拉快讀後感嗎????生土,.!?精灌扶貧工作社農材老叔牫是;建議借錢??？難,0
222d6fb0-1bf3-11ea-888f-e0d55e7e3b80,医生那要怎么办呢,那要怎么办？,1
222f1c90-1bf3-11ea-818c-e0d55e7e3b80,你能治好吗,那可以治好吧?,1
222cfc3d-1bf3-11ea-a1a6-e0d55e7e3b80,那你们医院开这种药吗,来你们医院还是？？？,0
222b2864-1bf3-11ea-b993-e0d55e7e3b80,明天吧！我现在不方便,我目前不方便,0
222c5f47-1bf3-11ea-8b3d-e0d55e7e3b80,治癫痫的么,我儿子的癫痫,0
2229a1b1-1bf3-11ea-80fc-e0d55e7e3b80,你说的是哪里的肌肉萎缩？,肌肉萎缩挂什么科？,0
415e5581-1bf3-11ea-8b0f-e0d55e7e3b80,没有检查过，,检查没有,0
222953e1-1bf3-11ea-aaef-e0d55e7e3b80,还没有去检查呢,才做检查呢，,0
222e8079-1bf3-11ea-b761-e0d55e7e3b80,你不睡觉嘛？,睡不睡觉都这样吗,0
222d7019-1bf3-11ea-9165-e0d55e7e3b80,是属于抑郁吗,我抑郁了,0
222e0d1e-1bf3-11ea-8486-e0d55e7e3b80,怎么治疗这个病,怎么治疗。,1
222c11b8-1bf3-11ea-a6f2-e0d55e7e3b80,癫痫病最终能治愈吗,癫痫病还能治愈吗？,0
2229f165-1bf3-11ea-b351-e0d55e7e3b80,焦虑症  什么病吗,我也有焦虑症,0
2229c89a-1bf3-11ea-8728-e0d55e7e3b80,好的知道了,好  知道了,1
222ad9dd-1bf3-11ea-b286-e0d55e7e3b80,您这可以咨询吗？,也可以啊,0
222e0c5a-1bf3-11ea-8eb1-e0d55e7e3b80,假性癫痫是癫痫吗？,癫痫都忌啥口,0
222d4aac-1bf3-11ea-91e3-e0d55e7e3b80,吃药得吃啥药,就吃药控制呢吃药也犯,0
222cae12-1bf3-11ea-950d-e0d55e7e3b80,怎么治疗的,怎么检查怎么治疗比较好？,0
222dbef8-1bf3-11ea-9704-e0d55e7e3b80,有什么副作用？,有什么危害吗,1
222c86b2-1bf3-11ea-a531-e0d55e7e3b80,你问你那里医院的医生了吗？听说过九龙平癫镇痫系列组合了吗？,你听说过九龙平癫镇痫系列组合吗在什么地方买到,0
222d2329-1bf3-11ea-b773-e0d55e7e3b80,嗯，好的,嗯，好啊,1
222ea74c-1bf3-11ea-9718-e0d55e7e3b80,大概需要多少钱呢？,大概需要多长时间，需要多少钱呀医生,0
222cd54d-1bf3-11ea-9bb7-e0d55e7e3b80,23岁咯 男的嘛,23岁 女生,0
222ad9c1-1bf3-11ea-a311-e0d55e7e3b80,中药可以吗,中药西药都吃过,0
222dbe95-1bf3-11ea-832b-e0d55e7e3b80,"我想咨询""癫疯病可以治好吗""","我想咨询""  疯病能治好吗""",0
2229f0f1-1bf3-11ea-afb5-e0d55e7e3b80,他说不去,我说我不方便,0
222e0d16-1bf3-11ea-922f-e0d55e7e3b80,怎么治疗方法呢,怎么治疗。,1
222e80ca-1bf3-11ea-893d-e0d55e7e3b80,医生请问艾司坐仑控制癫痫必须定点服吗晚一小时可以吗,医生请问艾司坐仑控制癫痫晚一小时服可以吗,0
222eced2-1bf3-11ea-ad35-e0d55e7e3b80,癫痫怎样治疗,治疗癫痫？,0
2229a1ee-1bf3-11ea-9172-e0d55e7e3b80,就是不知道怎么了,我也不知道这是怎么了,1
2229f0a5-1bf3-11ea-9c4a-e0d55e7e3b80,去做什么检查可以查,检查什么呢,0
222d4a81-1bf3-11ea-b935-e0d55e7e3b80,那这么办？,也可以这么说吧,0
222d9713-1bf3-11ea-ac08-e0d55e7e3b80,怎么能好？,您怎么称呼呀,0
2229f10c-1bf3-11ea-bdfd-e0d55e7e3b80,抽搐是癫痫吗,孩子抽搐是癫痫吗,1
222ef5d1-1bf3-11ea-8ed6-e0d55e7e3b80,那还怎么治疗,你建议我怎么治疗好啊,1
22297ba0-1bf3-11ea-a908-e0d55e7e3b80,怎么没有,还没有，,1
222c115e-1bf3-11ea-ae08-e0d55e7e3b80,"我想咨询""奥卡西平的不良反应""","我想咨询""卡马西平和奥卡西平""",0
222cadff-1bf3-11ea-80b2-e0d55e7e3b80,这是怎么回事啊,那是怎么回事,1
222bea12-1bf3-11ea-b7ca-e0d55e7e3b80,我连续3个晚上睡不着怎么了,一晚上睡不着,0
222a8cfc-1bf3-11ea-a7eb-e0d55e7e3b80,人突然晕倒抽搐是怎么回事,抽搐，昏迷不醒是怎么回事,1
222c10ff-1bf3-11ea-b231-e0d55e7e3b80,睡不着怎么办,我老妈一天到晚睡不着觉，怎么办,0
222d2321-1bf3-11ea-bb03-e0d55e7e3b80,那什么医院啊,去了小医院,0
222cadf7-1bf3-11ea-8650-e0d55e7e3b80,"我想咨询""小儿抽搐症状""","我想咨询""手足抽搐症""",0
415de1c7-1bf3-11ea-aed7-e0d55e7e3b80,你们医院再哪,你们医院位你们医院位置,1
222a17e0-1bf3-11ea-a0a9-e0d55e7e3b80,做手术吗,想知道要做手术吗,1
222e340d-1bf3-11ea-97c6-e0d55e7e3b80,检查什么？,那还需要做什么检查吗,0
222e806e-1bf3-11ea-91f8-e0d55e7e3b80,什么检查?,没有，检查是挂什么科,0
222a6650-1bf3-11ea-8047-e0d55e7e3b80,当时嘴巴是张开的 有口水留下来  其它症状没有 走路正常,除了头晕没有  头疼没有  其他都有有时候感觉脑子放松不下来,0
