targets_id,sentence,sentence2,label
2.25913E+15,本来是单眼皮,隔单眼皮,1
1.60031E+15,自锁金属,金属槽托,0
5.9986E+15,这个费用一般多少,那做这个大概多少费用,1
3.99142E+15,不是深圳美莱,深圳美莱吗,0
1.8503E+15,我是贵州毕节的,贵州兴义,0
8.38804E+15,一般全口种植，需要多少费用,全口种植费用多少？,1
3.22605E+15,大概费用和时间呢,大概什么费用啊,0
1.60031E+15,我知道了 谢谢,好的？？ 谢谢你,1
1.8503E+15,就大门牙两颗不整齐,还有两颗龅牙,0
3.22605E+15,脸颊两边一大片,额头和脸颊两边，额头上是一大块,0
8.38804E+15,不能化妆吗？,是不是不能化妆了,0
1.15972E+15,这个费用怎么收呀,费用是怎么算的/,1
8.41299E+15,有空的时候在来吧,有空在去，,0
6.70803E+15,可以？？？眼袋,有了眼袋后,0
2.87558E+15,祛斑呢？有什么好做的项目,你们有祛斑项目吗？,0
1.8503E+15,好嘛，我加你个微信,或者我加你微信,1
6.70803E+15,大概个价位？,没有大概的价钱吗？,1
9.96327E+15,又什么区别,这么贵啊  有什么区别啊,0
5.53487E+15,就这样打字说那,你就打字吧，这样对我方便些,1
2.25913E+15,眉间纹，抬头纹,抬头纹和法令纹呢,0
4.27653E+15,我加你微信吧，微信号,我加你微信了，添加下,0
9.17069E+15,痘痘痘印黑头,痘痘和痘印。,0
1.8503E+15,肚子，手臂腿,大腿，胳膊，脸,0
8.38804E+15,买一送一可以吗？,买一送一啊,0
1.8503E+15,请问半口半隐形牙套多少钱？,带隐形牙套多少钱,0
3.99142E+15,好的有时间我会过来的,有时间我会去你们院,1
8.38804E+15,那校正呢？,可以校正吗,1
2.77385E+15,您的多少，我加您,好。我加你,0
5.7275E+15,20天了大概,20天了,1
8.59248E+15,好了去给你打电话,打电话还是啥,0
3.99142E+15,我不是骨性,什么是齿性和骨性,0
4.27653E+15,周末都不上班的吗,要上班，休息了再约。,0
1.8503E+15,电话号码就是她微信号,你加我电话号码就是微信号,1
1.8503E+15,那你的微信是,QQ或者微信发一下,0
5.7275E+15,都19了,19，没有,0
1.15972E+15,大概🉐️多少费用,你这价位大概是多少,1
5.7275E+15,好的，谢谢。,好的谢谢您,1
5.53487E+15,微信我的哦,嗯   没有微信,0
8.38804E+15,请问祛痣费用是多少,请问下，去痣一般的价格是多少呢？,1
6.70803E+15,方便加QQ嘛？,加我，QQ,0
3.22605E+15,怎么样去除眼袋 ￼?,眼袋去除办法,1
6.70803E+15,19号吧,先生19,0
8.99798E+15,唇毛 腋毛 四肢,腋毛唇毛二选一吗,0
4.27653E+15,我没收到验证,没有收到验证哎,1
9.96327E+15,你发个地址给我,给个地址我吧,1
3.99142E+15,等12月活动,才做了12天。,0
5.53487E+15,完了加微信说,和你怎么加微信,0
9.96327E+15,鼻头和鼻翼都厚,鼻头比较扁吧,0
1.15972E+15,一般大概需要多少钱呢？,那大概是需要多少钱呢,1
5.86135E+15,哦 这样啊 那一般费用在什么价位,那一般的都在什么价位？,1
8.88175E+15,大概其多少,嗯，大概价格是多少哈,0
8.83958E+15,割双眼皮888元？,亲，888的双眼皮是埋线的不？,0
3.99142E+15,可修复？,可修复也可以的,0
1.60031E+15,之前是夏国兴医生做的,杨继红医生,0
1.80028E+15,我加你吧   我微信设权限了,你微信是多少 我加你把,1
1.8503E+15,费用方面怎么算,费用怎么收呢,1
1.8503E+15,费用价格多少,价位从多少到多少的,1
8.36301E+15,好，谢谢~,知道了，谢谢啦,1
8.38804E+15,钴铬烤瓷牙装一颗多少钱,嗯，贵金属烤瓷牙多少钱一颗？,0
8.38804E+15,前额好像发际线后移了,发际线后移了呀,1
5.53487E+15,可我没微信啊,我没有微信，也不上,1
9.96327E+15,美白口服是什么的,口服美白贵吗,0
1.60031E+15,丰胸是啥,还可以丰胸吗？,0
7.26199E+15,你发微信号我，我加你,我加你 你的微信号是什么,1
8.59248E+15,去雀斑是多少钱,去晒斑，多少钱,0
1.80028E+15,除邹瘦脸针保妥适什么价格,现在打瘦脸针进口什么价位？国产什么价位,0
8.38804E+15,活动截止到哪天,这个活动截止到哪天,1
1.15972E+15,这上面不能发图片吧,你们这不能发图片是吧,1
8.38804E+15,地址是哪个啊,嗯！地址在哪里,1
5.73251E+15,女士  今年21,21  先生,0
8.88175E+15,谢谢，我有,好吧，我知道了，谢谢。,0
7.41965E+15,你们的地址。,你们地址是,1
5.7275E+15,想咨询一下做眼袋,想咨询一下眼袋,1
6.70803E+15,双眼皮割的好还是埋线好？,是埋线好还是全切好,1
5.9986E+15,不是眼袋，是泪沟,泪沟就是眼袋吗,0
5.53487E+15,大腿 小腿粗,是胳膊粗,0
3.99142E+15,小v脸套餐包含什么,V脸套餐包括什么,0
8.53E+15,24岁，有两三年了,24了，有一两年了,1
2.25913E+15,可以完全去除吗？,那这个可以完全去掉吗,1
8.38804E+15,隐形牙套，大概多少钱,隐形牙套下来多少钱,1
8.38804E+15,发际后移。,为什么发际线会后移？,0
8.36301E+15,是几个疗程的,也是有疗程的么,0
3.99142E+15,你们医院在深圳哪里？？,你们医院在深圳哪个区呢,1
2.77385E+15,有微信好的,有老师的微信嘛,0
3.22605E+15,有医生微信的,微信。吧,0
5.73251E+15,女的，今年17岁。,17岁  男的。,0
5.73251E+15,用过脱毛膏，不行的,用过脱毛膏 脸上,0
1.15972E+15,你那可以去黄褐斑，雀斑吗,我这是雀斑。,0
1.60031E+15,额头，太阳穴，下巴,填充太阳穴和下巴,0
6.70803E+15,你们整形医院吗,你是整形医院,1
1.15972E+15,你的微信呢 我加你,你的微信发过来，我加你,1
6.5771E+15,怎么治疗啊？具体,是怎么治疗的呢,1
8.36301E+15,可以了。微信聊,可以加微信聊，就这个号,0
5.9986E+15,34岁，男士,男士。49岁,1
1.60031E+15,整形一般需要多少钱,那一般需要多少钱？,0
1.60031E+15,刚刚19,发错了是19,1
8.38804E+15,上海 闵行区,嗯 闵行区,1
8.41299E+15,有微信什么的吗,微信不是你吗？,0
1.80028E+15,请问做一次热玛吉多少钱,热玛吉一次几钱？,1
5.7275E+15,没有去过医院呢,之前去过医院,0
1.80028E+15,我想了解一下收费情况,费用各方面情况能了解一下嘛,1
1.15972E+15,太阳穴苹果肌,额头填充呢,0
8.53E+15,不是360的吗？,360。,0
5.7275E+15,多少钱埋线,切开多少钱,0
1.8503E+15,男。34岁,男，39岁。,1
1.8503E+15,费用价格多少,噢，多少价格呢,1
5.9986E+15,43.女,我女，36,1
8.36301E+15,分别怎么收费？,嗯啊，是怎么收费的,1
3.99142E+15,现在大概费用是多少,做这种费用大概多少？,1
5.7275E+15,小腿也粗,大腿小腿都粗,0
8.99798E+15,单纯做硅胶隆鼻,硅胶隆鼻可以吗,0
9.96327E+15,比基尼线，不全脱完,比基尼线也是这个价？,0
9.96327E+15,就鼻梁上多,只可以增高鼻梁吗？,0
8.36301E+15,用过脱毛膏，刮过,用脱毛膏脱过了,1
6.70803E+15,是广州美莱,是想到广州美莱,0
1.8503E+15,带牙套要戴多久,牙套要带多久？,1
5.9795E+15,加微信给您发吧,加微信太多了,0
1.80028E+15,鼻子没有鼻梁塌,鼻子垫高，做鼻翼,0
3.99142E+15,超频秒是啥,超频刀是什么,0
5.28391E+15,进口玻尿酸多少钱一支啊,多少钱一支嘛？,0
8.38804E+15,短信已收到，谢谢,好 我收到短信了,1
8.3301E+15,给个电话我加你微信,微信多少我加你吧,0
2.8085E+15,微信是你的电话吗？,给个微信。微信说吧,0
1.8503E+15,你觉得大概多少钱,你就跟我说大概要花多少钱,1
8.36301E+15,活动已经结束了吗,活动就结束了,1
1.60031E+15,打瘦脸，有效果吗？,会影响瘦脸效果,0
5.9986E+15,男   29,男 29 没有,0
7.83066E+15,我不加你微信呢,现在不加微信可以吗？,0
6.70803E+15,我加了你微信通过一下,你加一下我的微信呢？,0
8.88175E+15,哦，大概需要多少钱啊？,你一般需要多少钱吧，大概的,1
1.60031E+15,不用了 谢谢您,噢，不用了，谢谢,1
1.8503E+15,我发图片给你看。,不可以发图片给你？,0
1.80028E+15,666？什么眉？,哦，不是666吗,0
3.99142E+15,亲现在隆鼻价位多少,线雕鼻现在价格多少呢，,0
5.73251E+15,二十五岁，女,女 二十一岁,1
8.38804E+15,普通的补一颗牙多少钱,一颗牙多少钱呀,0
8.38804E+15,你们医院是公立医院🏥还是私立医院？,是公立医院还是私人医院,1
8.99798E+15,动感丰胸又是什么？,丰胸有些什么好,0
5.9795E+15,没有，有什么方法治啊？,可以有什么方法吗,0
5.9986E+15,我加您？还是？,我加你！,0
2.87558E+15,那一次要多少钱啊,做一次多少钱呀？,0
1.15972E+15,两元福利商城,两元福利,1
6.70803E+15,25，岁，梁,哦25，没有,0
3.99142E+15,加你微信你接,加一下微信吗。,1
6.5771E+15,我加你微信了  同意下,好的，，我加你微信，，,0
1.15972E+15,哦   那明天吧,明天周六我想过来,0
1.8503E+15,大概价位在多少呢，一般,😂价位大概在多少？,1
8.53E+15,好的，那我加你是？,刚才又叫我加,0
7.41965E+15,女，44岁,34岁女的,1
6.06882E+15,价位都有多少的？,价位多少？有活动吗？,0
3.99142E+15,你们大概多少钱啊,嗯，大概多少钱嘛？,1
7.41965E+15,仪器是Z光？,就是仪器弄？,0
3.22605E+15,就是想把鼻头鼻翼边小,就是鼻翼比较大。,0
8.99798E+15,就是皮肤炎啊,皮肤会。,0
1.80028E+15,你就说你们怎么收费的,你们那里费用是怎么算的呢,1
8.41299E+15,大概要多长时间治好,大概多久可以痊愈呢,1
8.3301E+15,好，微信给我，我加你,我加您微信吧  给你发照片,0
8.59248E+15,你是太原丽都整形医院是吧,是太原丽都吧,1
5.85491E+15,我有双眼皮…,我应该算双眼皮,1
8.38804E+15,我考虑下吧、,好的，我考虑考虑，空了再过去,1
8.38804E+15,半矫正的,传统的钢丝矫正呢,0
1.60031E+15,华美美莱就是美莱吗？,你家是华美美莱？,0
9.96327E+15,不是在你们医院。,你们的医院在那？,0
5.01566E+15,冰点还是激光好,是普通激光还是冰点还是？,0
3.99142E+15,男生。17岁,女生  今年17,0
5.53487E+15,奥，需要怎么修复呢，,这个需要怎么修复,1
8.36301E+15,直接说可以了,去了直接可以打吗,0
5.53487E+15,这是我的微信，我加你具体了解一下,我加你了微信，你通过一下,0
8.99798E+15,你们有包干的吗,好吧。是包干吗,0
8.59248E+15,我把手机号给她,我忘了自己手机号了,0
5.9986E+15,瘦脸针多少钱恒立的,瘦脸针衡力多少钱一支,0
8.38804E+15,没有，谢谢你我先了解下,我再了解下多谢,1
8.36301E+15,疗程大概是多久,那是大概多久除一次,0
2.8085E+15,祛痣是怎么收费的呀,取痣怎么收费的,1
5.86135E+15,这样啊  没事,这样吧！完了再说,0
1.80028E+15,我加你吧   我微信设权限了,我加你微信的,1
9.96327E+15,休息好了也有,你们周末休息嘛？,0
4.27653E+15,脱毛可以用吗,什么样可以脱毛,0
1.60031E+15,发错了号码,号码记错了。,0
9.17069E+15,对的在合肥,合肥没有,0
6.70803E+15,不是2880吗,2880？,1
5.9795E+15,没有之前打过玻尿酸,我之前打过瘦鼻翼的玻尿酸,0
3.99142E+15,880元。,我看到特价880元,1
1.80028E+15,蜂巢皮秒多少钱一次呀,现在蜂巢皮秒多少钱一次,1
8.38804E+15,你是上海华美吗？,你就是上海华美的医生吗？,0
5.9795E+15,我加一下你们的微信吧,我加你微信8,1
1.8503E+15,瘦脸，还有,瘦脸针是瘦脸的对吗,0
8.59248E+15,需要几支呢，一般,一般用几支,1
5.53487E+15,身高一米六三 体重一百一,身高一米五五，体重一百五十多,1
8.88175E+15,去除眼袋需多少钱？,做眼袋术需多少钱,1
3.99142E+15,瘦脸针是888？衡力的吗？,衡力888的,0
3.22605E+15,确定是兰州衡力,也是兰州恒力吗,1
8.88175E+15,切开双眼皮＋开眼角,双眼皮，啦，还是埋线,0
6.90332E+15,你好，请问美白针多少钱,你好 请问有美白针么,0
1.80028E+15,我手机号跟微信是一样的,我手机号就是可以加微信，,1
2.8085E+15,自体脂肪存活率高？,自己的脂肪才叫自体脂肪不是吗,0
8.59248E+15,直接加我微信就可以了,加微信可以么,0
1.15972E+15,大概🉐️多少费用,这个取的费用大概多少,0
8.38804E+15,手臂和背部抽脂多少钱,吸脂手臂多少钱？,0
8.3301E+15,价目表给我呀,不要发价目表了,0
1.15972E+15,鼻梁塌，没有山根，鼻子短，鼻头大，鼻孔扁,鼻头鼻翼大，鼻量低,0
8.59248E+15,会不会在反弹回来,这不会在反弹吧，,1
9.96327E+15,34身高162 体重160,身高160   体重135,1
1.15972E+15,手腕和膝盖。,胸前后背手腕,0
8.83958E+15,多少钱一针啊，,一般一针多少钱呀,1
6.90332E+15,怕手术有风险吧,手术有一定风险吧？,1
8.38804E+15,上午再联系吧,明天吧再联系,1
2.8085E+15,两个价格分别多少,分别的价钱多少,1
8.99798E+15,这费用多少咯,没 费用在多少左右,1
8.38804E+15,把地址发给我，我看看,你们的地址发给我！,1
2.8085E+15,嗨注水光针,淡斑水光针是什么针呢,0
2.8085E+15,微信是你的电话吗？,这也是微信呀？,0
1.60031E+15,然后再看看,你就发这我看看,0
6.06882E+15,大腿  大臂   腹部,脱整条腿和胳膊,0
2.25913E+15,腿 腰 手臂,腹部 大腿 手臂,0
5.53487E+15,结痂是啥,你们的结痂,0
6.06882E+15,能查到吗亲,我现在能查到吗,0
5.7275E+15,一共下来需几个部位,一共几个部位,0
8.38804E+15,生完宝宝以后就有,生完宝宝以后可以哇？,0
3.99142E+15,我的眼周有细纹，有内沟,泪沟深，眼周有细纹,1
1.60031E+15,华美美莱就是美莱吗？,是不是国际华美美莱,0
3.99142E+15,我加你微信吧，回头再约,我加你微信聊可以不,1
6.70803E+15,我加了你微信通过一下,我加你吧你微信多少,0
5.53487E+15,发图片吗？,这不能发图片么,0
5.53487E+15,这是我的微信，我加你具体了解一下,微信多少，我加一下，了解一下,1
8.83958E+15,南昌佳美吗？,你们是南昌佳美是吧,1
8.38804E+15,异体肋骨有吗,软肋骨的,0
8.53E+15,你那溶脂针吗,那没有打溶脂针的吗？都是吸脂吗？,0
2.87558E+15,26岁，脸部提拉多少钱可以做,26岁提拉多少钱可以做,1
5.53487E+15,是12岁吧就多了,12我女儿,0
5.9795E+15,我加一下你们的微信吧,你们微信我加你吧,1
7.41965E+15,去皮去脂,我想做全切去脂去皮,0
5.53487E+15,你们是在哪儿？,你们这是在吗,0
1.15972E+15,脸上的苍蝇屎怎样弄掉,我脸上这个苍蝇屎是怎样去掉？,0
5.7275E+15,在这里能发图片不,给你发图片,0
5.7275E+15,腿部抽脂需要多少费用？,大腿粗，抽脂费用多少,1
8.3301E+15,你们那里做双眼皮修复多少钱,你们那里做双眼皮多少钱呢,0
8.59248E+15,一针多少钱啊😄,进口的多少钱一针,0
5.86135E+15,眼袋也一起？,就下眼袋,0
7.26199E+15,是直径吗,直径五毫米吧,0
5.9795E+15,做切眉多少钱啊,做个提眉术多少钱,0
8.38804E+15,加我微信先吧！,加微信看图片,1
1.80028E+15,是保多久？,好久了哎,0
3.22605E+15,我坐4号线，哪个出口,二号线哪个出口下,1
8.99798E+15,怎么体验呢,那个什么0元体验是怎么体验的,0
1.80028E+15,大腿和小腿，女的,手臂。小腿,0
5.9986E+15,肚皮大腿,肚子，大腿，手臂，背部都多的,0
2.87558E+15,会有什么负作用吗,危险不，有什么后遗症,1
5.73251E+15,身上长了很大的逗逗,身上长豆豆,1
2.87558E+15,嗯嗯！！好的！！！,恩恩，好的？？,1
1.8503E+15,门牙烤瓷牙多少钱一颗,镶一颗门牙多少钱？,0
6.70803E+15,大概个价位？,大概几种价位,0
3.99142E+15,建议的是瓷贴面,树脂贴面和瓷贴面,0
7.41965E+15,我想太阳穴填冲,太阳穴填冲没有起来,0
5.9986E+15,170斤左右,170体重也差不多170…,0
8.59248E+15,疼吗 ？ 价格多少,活动价格是多少呢,0
5.28391E+15,鼻综合4999是什么的啊,鼻综合4999,1
8.99798E+15,手臂，腿，和腋毛,小腿，小手臂，腋下,1
5.7275E+15,请问，埋线大概多少钱？,坐埋线大概多少钱啊,1
2.77385E+15,时间隔多久一次,多久拖一次,0
8.36301E+15,要叫父母陪同吗,要父母陪同?,1
6.70803E+15,大概费用是多少左右,全部费用大概多少,1
2.36796E+15,处女膜修复要多少钱,阴道紧缩术要多少钱呢,0
8.99798E+15,这个是50的吗,5颗50块？,0
8.53E+15,没有松弛，32,22了吧 松弛吗？应该没有吧,0
8.38804E+15,两颗往里面的,下牙往外，上牙往里,0
8.38804E+15,已经添加了您的微信,在加您微信吗,0
8.38804E+15,是啊，大概多少钱啊？,大概要花多少钱啊,1
8.36301E+15,大腿小腿，手臂,手臂大臂,0
5.73251E+15,怎样学生脸变白,怎样才会变白,0
2.77385E+15,想开眼角做双眼皮,做双眼皮想,0
1.60031E+15,成都华美,没有，在成都华美,1
1.8503E+15,17、8岁吧,16 快17,1
8.88175E+15,颧骨高又宽,颧弓骨宽,0
5.73251E+15,不到一个星期吧,长了有一个星期,0
8.53E+15,是一边还是两边？,两边是吗？,1
1.80028E+15,眼袋怎么弄好,整眼袋黑眼圈要多少钱,0
1.8503E+15,打搅了。拜拜,拜拜拜！,1
1.8503E+15,你们店在贵阳哪,而且你们在贵阳,0
5.7275E+15,费用大概会需要多少钱啊,费用大概要多少钱？,1
8.38804E+15,几个疗程吧,几个疗程 才可以,0
1.81778E+15,如果使黄皮肤变白,改善黄皮肤 想变白,1
8.38804E+15,请问有什么需要注意的吗,做这个需要注意什么,1
6.70803E+15,我没有在你们医院做过,我朋友在你们医院做过,0
5.7275E+15,眼袋特别重,眼袋特别严重,1
8.83958E+15,臀部和腹部,腿部腹部,0
3.99687E+15,多久可以恢复好啊,做了手术后多久恢复,0
4.27653E+15,我在嘴唇,上下嘴唇,0
9.96327E+15,你微信是什么？我加你吧,我加a 你微信吧,1
9.96327E+15,隆鼻和双眼皮大概多少钱,隆鼻要多少钱啊？,0
8.38804E+15,我想问一下开双眼皮的价位是多少,想问一下，开眼角加双眼皮手术多少费用,0
2.25913E+15,你好，请问做双眼皮全切，开眼角多少钱,你好请问做双眼皮多少钱,0
9.96327E+15,现在的聊天可以发吗,对啊对啊，现在聊天的这个,0
8.36301E+15,脱毛中心电话谢谢,脱毛中心电话多少呢,1
5.7275E+15,做鼻综合大概多少钱左右,鼻子综合大概多少钱,1
8.83958E+15,多久结咖,好久了的,0
1.8503E+15,请问半口半隐形牙套多少钱？,请问隐形牙套多少钱,0
6.70803E+15,就一整条手臂呗,腿部是整条腿,0
8.38804E+15,可以说全脸,是全脸打嘛,0
8.36301E+15,小腿针多少,四肢多少,0
5.9795E+15,您医院在什么地方？,医院在什么,1
5.7275E+15,算了吧。,那算了。远,1
6.06882E+15,99元 包干吗,脱腋毛是99吗,0
1.8503E+15,恒力瘦脸针现在多少钱,现在保妥适瘦脸针多少钱一针,0
8.38804E+15,加微信就算了，上面是你的手机号吗？我就这个手机号就好了,是的我手机号是微信,0
1.80028E+15,内双有一点吧,稍微有一点点内双,1
3.99142E+15,微针。。。,点阵激光和微针,0
6.70803E+15,手臂 腋下 腿,手臂和双腿，还有腋下,1
4.27653E+15,还有皮肤暗沉,我是皮肤暗黄的。,0
7.41965E+15,恩。谢谢,好的，非常感谢，谢谢您,1
8.3301E+15,面颊下巴,鼻子，面颊,0
8.38804E+15,34两个孩子,34岁/两个小孩,1
9.96327E+15,玉林没有？,玉林的有吗,1
6.06882E+15,不好意思，不太方便拍照。,不太方便，不好意思哈,0
2.77385E+15,我把手机号给她,不过我想改手机号,0
8.41299E+15,你发来，,还没发给我,0
8.88175E+15,小腿和大腿一样吗？,怎样让大腿和小腿,0
4.27653E+15,对啊  就是你们医院的人呀,你是说去你们医院吗？,0
5.01566E+15,背呢 手臂呢,哦，手臂和小腿呢,0
2.25913E+15,那明天你有空吗,明天见吧,0
5.86028E+15,微信上吧,我的电话是我的微信,1
5.53487E+15,鼻头肉较多鼻梁氏,鼻头不好看，鼻翼也想做，,0
8.99798E+15,粉刺怎么解决呢,粉刺痘痘怎么解决,0
8.83958E+15,就那个电话,电话是哪个呢？,0
5.73251E+15,我加你们了,好的，我加你啊,0
2.8085E+15,大概一般是多少钱,那种多少钱，大概多少钱,1
8.59248E+15,几次是一个疗程,三次一疗程,0
6.70803E+15,999是三次的价格吗,做一次999？,0
8.36301E+15,塌鼻梁，鼻头大,鼻头短，鼻孔大，,0
2.8085E+15,时了一     一的一一,#NAME?,0
5.86028E+15,瘦脸针299是衡力吗,国产瘦脸针现在299吗,0
2.77385E+15,是需要做几次呢,需要几次治疗,0
1.60031E+15,牙齿矫正多大年龄合适？,牙齿矫正年龄多大才最合适,1
6.06882E+15,您们医院在哪里，怎么走,您们店在哪里？,0
1.60031E+15,微信是你的电话吗？,就我 微信 就是了,0
1.60031E+15,你们医院做过了,但也有在你们医院做过其他的项目,1
9.17069E+15,觉得好丑,就觉得很丑,1
2.77385E+15,女士35岁,女士   47岁,1
2.77385E+15,伤害皮肤么,会损害皮肤嘛,1
1.60031E+15,疼吗？好害怕,都后怕了,0
2.77385E+15,我就是眼睛有小细纹,就是细纹,0
5.7275E+15,眼综合多少钱呀,综合眼需要多少钱,1
1.15972E+15,太阳穴苹果肌,太阳穴呢？,0
5.9795E+15,想问问大概费用是多少？,大概多少费用呢亲,1
5.86135E+15,我下午没有时间,周一我有时间,0
3.99142E+15,你好种植牙多少钱一颗？,换个种植牙多少钱一颗,1
2.8085E+15,么大概费用,大概的费用是怎么样的,1
3.99142E+15,亲你们几点下班啊,好的人几点下班呢,1
5.73251E+15,男士，是19岁,男士、30岁,1
8.36301E+15,你好，请问 小腿脱毛 多少钱,请问脱腋毛是多少钱,0
3.99142E+15,我是想注射鼻子和下巴,做鼻子跟下巴,0
6.70803E+15,就只知道要电话微信,你叫我微信吧,0
5.85491E+15,咱们那开眼角多少钱,开眼角要好多钱哦,1
5.9986E+15,脸上可以吗,可以去豆印吗,0
1.8503E+15,牙齿不齐必须要带牙套矫正吗,牙齿不齐可以做美容冠矫正吗牙齿不齐可以做美容冠矫正吗,0
1.8503E+15,费用价格多少,这样的多少价格呢,1
2.8085E+15,毛孔粗大，长痘,毛孔粗大有黑头粉刺,0
5.9795E+15,照片看不出来，我脸瘦,照片不明显。看不出,0
6.70803E+15,就在天河区,天河区哪里啊？,0
5.7275E+15,您好鼻翼大怎么缩小,鼻翼怎么缩小,1
5.9795E+15,我加一下你们的微信吧,哦我加微信,0
1.15972E+15,我这个是先天性的吗,说是先天性的,0
6.70803E+15,一次要多少钱 大概要多少次？,一次大概要多少钱,0
8.38804E+15,多少钱二颗,四颗牙多少钱,0
7.41965E+15,泪沟填什么,填泪沟的,0
5.7275E+15,效果能撑多久,能撑多久,1
8.99798E+15,鼻梁高度不过,是鼻梁塔,0
1.15972E+15,是用自身血清填充太阳穴,血清填充吗？,0
5.9986E+15,我加你微信了  同意下,我加了一个你们的微信,0
8.83958E+15,吗微信再咨询,微信就这电话,0
8.88175E+15,对，50多了,50岁左右就有了,0
