dialog_id,sentence_id,role,sentence,label
3718,9,CLIENT,你们是乳腺专家吗,咨询公司介绍
3722,7,CLIENT,能说简单易懂点吗??,无
3734,11,CLIENT,可能性大概有多大呢,无
3771,2,CLIENT,你们医院可以做乳腺纤维瘤切除手术嘛,咨询动刀
3775,34,CLIENT,我加这个号码是吗？,无
3796,2,CLIENT,成都棕南乳腺医院在成都什么？地方？,咨询地址
3824,19,CLIENT,这是什么原因呢，要怎么治疗呢,咨询病因
3929,3,CLIENT,切除副乳费用大概多少？,咨询价格
3948,6,CLIENT,不知道技术如何,无
3963,3,CLIENT,乳房胀痛 什么原因啊,咨询病因
3965,28,CLIENT,我找的到，就在你们医院附近,确定预约时间
3976,15,CLIENT,大概在什么价位你总可以告诉我吧,咨询价格
4058,8,CLIENT,需要住院吗？,咨询住院
4064,19,CLIENT,乳腺增生还是什么？,咨询项目介绍
4134,3,CLIENT,请问矫正费用大概多少,咨询价格
4154,6,CLIENT,老师你好我想问一下乳房偶尔会刺痛怎么回事,咨询病因
4157,16,CLIENT,请帮我推荐一些治疗方面的药,咨询药物
4225,28,CLIENT,一般矫正是手术？,咨询治疗方式
4230,5,CLIENT,男性乳房发育症?,咨询项目介绍
4268,10,CLIENT,没什么感觉，只是觉得手臂显胀,描述症状
4291,4,CLIENT,双侧陷请问动手术在什么年龄最好,咨询动刀
4306,41,CLIENT,我想咨询"乳腺痛可以吃平菇吗",咨询食疗
4338,13,CLIENT,那去医院需要检查哪一项呢,咨询检查方式
4370,7,CLIENT,可以不用书面话来解释可以吗？,无
4378,2,CLIENT,是的，我想咨询一下乳腺检出有回声和无回声是什么意思,咨询项目介绍
4390,2,CLIENT,来例假前乳房两侧胀痛是什么原因,咨询病因
4391,12,CLIENT,乳腺结节是什么病,咨询项目介绍
4402,6,CLIENT,乳腺结节三级，需要手术吗,咨询治疗方式
4419,24,CLIENT,微创不能报医保是吗,无
4438,13,CLIENT,请给个号,咨询微信
4445,15,CLIENT,医生就是建议先吃药，或者说做理疗,描述就诊史
4445,16,CLIENT,我想问的是，这个是不是结果很不理想？,咨询危害
4446,10,CLIENT,怎么医呢,咨询治疗方式
4455,2,CLIENT,乳房刺痛像针扎一样怎么回事?,咨询病因
4459,2,CLIENT,我的一个朋友在咨询，是专业的吗？,咨询公司介绍
4459,15,CLIENT,好的，我问问。如何和你联系呢？,咨询电话
4473,2,CLIENT,副乳有什么危害吗,咨询危害
4482,2,CLIENT,何为乳腺结节,咨询项目介绍
4490,16,CLIENT,还没有   感觉像一个小球形状,描述症状
4493,3,CLIENT,你好，我想咨询一下，乳腺结节三类，能用药物消除吗？,咨询药物
4382,7,CLIENT,那个会不会很痛啊,咨询疼痛程度
4384,8,CLIENT,是没有休息好的原因还是,咨询病因
4393,20,CLIENT,平时可以吃什么药缓解？,咨询药物
4419,21,CLIENT,一般多少,咨询价格
4420,12,CLIENT,没有什么不舒服的,描述症状
4427,27,CLIENT,有后遗症吗？,咨询副作用
4427,28,CLIENT,需要全麻吗？,无
4429,2,CLIENT,请问可以在线咨询吗,无
4438,4,CLIENT,乳腺节结节了，还导管扩张,描述症状
4441,22,CLIENT,那能怎么改善能够全部长出来勒,咨询治疗方式
4458,12,CLIENT,在省医院捡查过，说是结结，然在三台中医院打B超又说是副乳,描述就诊史
4460,2,CLIENT,乳腺纤维瘤长大，开始痛是否需要做手术,咨询治疗方式
4464,16,CLIENT,我刚才和一个人在咨询，咋不小心退出来了,无
4479,2,CLIENT,胸部有硬块要挂什么科,咨询检查方式
4483,7,CLIENT,会不会和侧睡有关?,咨询病因
4484,2,CLIENT,男左乳房靠近乳头中间骨头凸起，按压不疼，有隐疼怎么回事,咨询病因
4485,6,CLIENT,正在吃中药调理,描述就诊史
4496,34,CLIENT,我加你吧,咨询微信
4509,1,CLIENT,你好，我左边胸部和腋下淋巴有点疼痛,描述症状
4509,9,CLIENT,现在在哺乳期,描述症状
4511,30,CLIENT,你可以先教我一些方法，我先试试，没有好转我就再联系你,咨询治疗方式
4511,38,CLIENT,好了，你再试试 我刚才打开了权限,无
4519,13,CLIENT,请问应该怎么处理？,咨询治疗方式
4521,2,CLIENT,你好，我想请问一下乳腺增生腋下有个结怎么检查是否良或者恶性呢？需要手术吗？谢谢,咨询检查方式
4523,12,CLIENT,是乳房引起的腋窝吗？,咨询病因
4531,2,CLIENT,胸部外侧疼痛，乳房外侧有大小多个小疙瘩,描述症状
4536,6,CLIENT,怎么样才能确认是乳腺结节或者是乳腺纤维瘤呢,咨询检查方式
4537,10,CLIENT,现在打算生二胎，所以想看怎么治疗,咨询治疗方式
4556,8,CLIENT,我想请问乳腺x片能检查出来什么问题,无
4556,16,CLIENT,拍了b超，约不到华西医生，朋友做医生，建议我做x片,描述就诊史
4561,2,CLIENT,我就想问问乳腺纤维瘤是啥意思,咨询项目介绍
4564,9,CLIENT,我疼了近两周了，主要我左肩夹骨痛,描述症状
4592,15,CLIENT,还有可以用热毛巾敷吗,咨询治疗方式
4598,11,CLIENT,半年前除了导管瘤没有查出增生和纤维瘤,描述就诊史
4603,12,CLIENT,一样手感一样疼痛，位置等等都一样,描述症状
4605,2,CLIENT,左胸部疼痛怎么回事?,咨询病因
4605,19,CLIENT,我最近也一直干咳,描述症状
4608,18,CLIENT,这个是不是一般去医院切除就可以了,咨询治疗方式
4616,10,CLIENT,有时候可以摸到硬块，有时候摸不到。,描述症状
4619,12,CLIENT,那要多长时间,咨询疗程
4621,4,CLIENT,可以通过按摩治疗吗？,咨询治疗方式
4648,9,CLIENT,不知道什么才算肿块,咨询项目介绍
4652,12,CLIENT,是刚才那个和我对话的吗？,无
4654,78,CLIENT,算了，你也不知道这种跳动是什么原因造成，我看百度上写的是肌肉抽搐,咨询病因
4657,24,CLIENT,比如心情不好或者生气导致疼痛，有可能吗？,咨询病因
4661,18,CLIENT,你给我微信号,咨询微信
4666,7,CLIENT,以前来你们医院看过，当时是乳腺增生,描述就诊史
4668,11,CLIENT,我最近在吃散节胶囊,描述就诊史
4670,9,CLIENT,大约指甲片那么大,描述症状
4672,3,CLIENT,乳腺结节怎么消除?,咨询治疗方式
4672,18,CLIENT,只是偶尔胀气，偶尔痛，象蚂蚁咬了一样,描述症状
4675,23,CLIENT,那我需不需要注意什么,无
4686,18,CLIENT,乳腺是什么？,咨询项目介绍
4697,4,CLIENT,乳头痛是什么问题?,咨询病因
4698,4,CLIENT,乳腺增生主要有囊肿和小叶增生需要怎么调理,咨询治疗方式
4699,14,CLIENT,我这是乳腺炎了吗？,咨询项目介绍
4701,6,CLIENT,我一米八，一百四十斤，但胸部赘肉多，减肥对这里的肉有效果吗？,咨询治疗方式
4703,2,CLIENT,检查乳房挂什么科?,咨询检查方式
4705,5,CLIENT,手臂下面长副乳怎么办？,咨询治疗方式
4708,6,CLIENT,乳腺检查需要多少钱？,咨询检查费用
4716,16,CLIENT,会不会转变成癌啊？,咨询危害
4740,13,CLIENT,怎么处理啊,咨询治疗方式
4743,6,CLIENT,今天我发现乳汁带血这是怎么回事呢,咨询病因
4745,2,CLIENT,请问治疗浆细胞乳腺炎的手术费需要多少？,咨询价格
4751,2,CLIENT,乳晕环切手术是多少钱？,咨询价格
4752,7,CLIENT,弱回声结节,咨询项目介绍
4759,10,CLIENT,我上月去抽了一个血，乳垂体高！,描述就诊史
4772,3,CLIENT,我摸了没有包块，是炎症吗？,咨询项目介绍
4774,11,CLIENT,不疼  这是这几天发现里面有硬快而且很明显  一捏就有点疼,描述症状
4780,9,CLIENT,你是哪个医院的,咨询公司介绍
4783,6,CLIENT,吃20片劳拉泮片会昏迷吗,无
4792,14,CLIENT,这种有没有可能是乳腺癌呢,咨询项目介绍
4797,14,CLIENT,我这两天发现的！乳头有点刺胀！我就是肝气不舒,描述症状
4798,5,CLIENT,男性双乳有异常回声是啥原因,咨询病因
4798,19,CLIENT,像这种情况下需要采取啥子治疗方法呢,咨询治疗方式
4801,9,CLIENT,是朋友帮做的没出结果,无
4814,1,CLIENT,你好！请问一下我的乳房里面有个信阳疙瘩是怎么回事？,咨询病因
4817,7,CLIENT,那要怎么调理呢？,咨询治疗方式
4822,18,CLIENT,如果硬块滑动的是什么？,咨询项目介绍
4830,21,CLIENT,这个一般需要开刀吗,咨询动刀
4831,2,CLIENT,对，做副乳多少钱,咨询价格
4834,11,CLIENT,按压到要痛些，不按就和来月经周期时差不多的感觉,描述症状
4835,4,CLIENT,乳头内陷手术多少钱?,咨询价格
4836,11,CLIENT,你不要吓我,无
4858,21,CLIENT,手法？,无
4859,32,CLIENT,感谢 我没有什么咨询的了,无
4864,18,CLIENT,他们说手术风险大,咨询副作用
4865,32,CLIENT,你们那里做乳房穿刺大慨需要什么价位,咨询价格
4882,2,CLIENT,心理咨询师怎么找,无
4891,9,CLIENT,我这个乳腺已经有七，八年，一直不疼，都在继续继续吃药，最近检查结果这样,描述就诊史
4900,22,CLIENT,严重吗吃什么药,咨询药物
4910,10,CLIENT,囊肿很久多年了，因为观察没有长大，医生也说不用担心，但是最近乳房根部触碰有痛感，害怕有什么,描述就诊史
4921,2,CLIENT,男性乳房发育症,咨询项目介绍
4935,12,CLIENT,会不会影响以后哺乳？,咨询危害
4941,4,CLIENT,腋下长了个疙瘩摸着很疼一般是啥情况啊,咨询病因
4942,4,CLIENT,之前动过乳腺纤维瘤手术,描述就诊史
4948,9,CLIENT,乳房有肿块怎么办?,咨询治疗方式
4949,13,CLIENT,检查有结结和增生,描述就诊史
4950,22,CLIENT,要做手术吗？,咨询动刀
4964,4,CLIENT,然后是10mm?5mm内见分隔是什么意思喃,咨询项目介绍
4966,2,CLIENT,这是免费咨询吗？,无
4972,10,CLIENT,我不知道什么原因,咨询病因
4973,9,CLIENT,没单子 就是看彩超有结节,描述就诊史
4973,20,CLIENT,就是看这个结节是否癌变吧,咨询危害
4980,12,CLIENT,如果我去医院检查的话，主要查些什么项目呢,咨询检查方式
4988,16,CLIENT,这会不会得什么乳腺癌这种嘛,咨询项目介绍
5003,13,CLIENT,手术创口大吗？会不会留疤啊？,咨询副作用
5015,29,CLIENT,晚点再请教你,无
5020,12,CLIENT,我想请问一下这个咨询是怎么收费的?,无
5022,8,CLIENT,那如果手术需要住院吗,咨询住院
5041,20,CLIENT,是否可以继续汗蒸下去，看着是不是在排毒的过程,无
5042,8,CLIENT,不了解，一般费用高不,咨询价格
5082,2,CLIENT,我检查有乳腺炎要不要住院,咨询住院
5086,9,CLIENT,好的 等一下哦 现在有点忙,无
5088,2,CLIENT,乳头内陷有什么后果?,咨询危害
5091,7,CLIENT,要做切除手术吗？,咨询动刀
5092,8,CLIENT,乳腺结节如何保养,咨询治疗方式
5108,8,CLIENT,无回声结节是什么意思,咨询项目介绍
5141,22,CLIENT,想咨询一下如果是纤维瘤之类对需要怎么处理呢,咨询治疗方式
5160,2,CLIENT,请问晚上可以做乳腺彩超吗,咨询上班时间
5165,15,CLIENT,请问你在吗？,无
5166,8,CLIENT,就突然觉得有硬块 然后按着疼,描述症状
5173,14,CLIENT,好恐怖,无
5173,17,CLIENT,不会什么绝症吧,咨询危害
5177,8,CLIENT,半年前确诊结节,描述就诊史
5178,3,CLIENT,你们地址在哪个范围,咨询地址
5183,5,CLIENT,可以吃什么药化解吗,咨询药物
5189,2,CLIENT,乳腺结节，B超显示形状不规则，无钙化，无血流信号。,描述就诊史
5208,17,CLIENT,我要怎样才能让它不淤积吗,咨询治疗方式
5209,11,CLIENT,只有一个打到中间位置会痛的,描述症状
5211,3,CLIENT,乳腺穿刺活检的手术费用多少？,咨询价格
5225,5,CLIENT,怎么百度打开全是咨询好烦,无
5226,13,CLIENT,行吧，要是我去医院检查。应该做哪一些事项？,咨询检查方式
5236,31,CLIENT,意思是一直疼90天以内都是正常的吗？,咨询危害
5263,24,CLIENT,囊性结节,咨询项目介绍
5281,16,CLIENT,这种如果是重度的，能治愈吗？,咨询疗效
5334,2,CLIENT,左胸部下方一点痛是什么,咨询病因
5337,16,CLIENT,按压没有疼痛，不能滑动,描述症状
5340,21,CLIENT,会不会和睡觉的姿势和穿内衣有关系呢？,咨询病因
5345,4,CLIENT,查是否有抑郁症需要多少钱,咨询价格
5354,14,CLIENT,如果不做手术。得不得引起其他什么病发正,咨询危害
5356,13,CLIENT,很久没有疼痛过了,描述症状
5362,4,CLIENT,轻轻捏里面的时候会有一大块组织，相对于不是很软，是乳腺增生吗,咨询项目介绍
5378,5,CLIENT,乳腺纤维瘤还有结节,咨询项目介绍
5381,2,CLIENT,乳房和左边肩膀痛是怎么回事？,咨询病因
5400,16,CLIENT,在你们医院看病可以报社保吗,无
5411,2,CLIENT,我想咨询一下田成玉大夫的情况,咨询专家
5415,13,CLIENT,哦哦，您的意思是如果不用做是可以选择不做的是吗,咨询治疗方式
5432,45,CLIENT,涨得很   触碰都疼,描述症状
5433,4,CLIENT,胸围后面长了很多红疙瘩是怎么回事啊,咨询病因
5436,2,CLIENT,男性乳腺增生,咨询项目介绍
5493,25,CLIENT,就是说手术后也会在长是吗？,咨询副作用
5510,20,CLIENT,我想了解一下这个症状你们有没有遇见过，需要注意哪些东西,无
5510,28,CLIENT,报告上写的疑是淋巴结，这个有没法治啊,咨询治疗方式
5513,19,CLIENT,说要么马上手术切除，要么做穿刺确认恶性还是良性,描述就诊史
5516,2,CLIENT,双乳腺体层回声欠均匀，其内未见团块回声，是什么意思？,咨询项目介绍
5517,14,CLIENT,前天去医院检查了，没有硬块，让我观察下,描述就诊史
5519,5,CLIENT,乳房胀痛引起胳膊疼痛，用手拍了大臂，结果拍的地方全部淤青一片,描述症状
5522,13,CLIENT,双测是支两个吗,无
5526,3,CLIENT,有什么方法缓解痛,咨询治疗方式
5531,3,CLIENT,请问可以加微信吗,咨询微信
5560,9,CLIENT,只做了穿刺，腺病加个别导管张,描述就诊史
5567,15,CLIENT,是在哪里呢？,咨询地址
5572,7,CLIENT,你们国庆也上班,咨询上班时间
5572,12,CLIENT,检查费加药费大概需要多少,咨询价格
5585,9,CLIENT,会不会有熬夜引起的啊,咨询病因
5588,25,CLIENT,你们是专科医院？,咨询公立私立
5592,8,CLIENT,具体是怎么做手术,咨询动刀
5595,3,CLIENT,胸部痛疼，有点胀痛，又有点刺痛，摸起来是硬的，,描述症状
5596,22,CLIENT,您是哪里的医生呢,咨询公司介绍
5598,11,CLIENT,形态規则和不規则那个风险高呢？,咨询危害
5608,30,CLIENT,说是先吃一个疗程，看能不能散，如果不能散，在发展的话就要做手术,描述就诊史
5626,10,CLIENT,去当地医院照CT，分秘物检查又没事,描述就诊史
5632,10,CLIENT,其中有一个有黄豆那么大,描述症状
5636,5,CLIENT,可很多人都说手术后会复发,咨询副作用
5644,9,CLIENT,如果不去医院，有什么办法解决么,咨询治疗方式
5653,17,CLIENT,需要去医院确诊吗,咨询检查方式
5659,2,CLIENT,感觉乳房有灼热感,描述症状
5659,28,CLIENT,我到医院直接找乳腺科医生是吧，就说做检查吗,咨询检查方式
5672,1,CLIENT,乳腺纤维瘤手术后可以中药调理吗？,咨询药物
5684,7,CLIENT,还有我买了保险，商业保险，不能报了哦,无
5691,2,CLIENT,有两个检查报告可以分析一下吗？,无
5697,26,CLIENT,这个跟抑郁症和情绪有关系不？,咨询病因
5706,31,CLIENT,我抽个时间来看看,确定预约时间
5716,9,CLIENT,今天，我做胃子息肉，进医生检查到的，平时我没有感觉,描述就诊史
5718,15,CLIENT,怎么治疗  费用多少   还有术后的费用,咨询价格
5723,5,CLIENT,每次来例假之前都会疼几天，是正常的吗？,描述症状
5741,2,CLIENT,我想问一下，有消融这个手术吗？,咨询动刀
5746,3,CLIENT,乳腺结节一厘米以下需要手术吗,咨询动刀
5747,10,CLIENT,是，这种情况有必要做超声造影检查吗？,咨询检查方式
5749,2,CLIENT,男性乳房肥大手术恢复要多久,咨询疗程
5756,2,CLIENT,你好 我想咨询一下 乳头出水 黄色的是内分泌失调 还是其它症状,咨询症状
5769,23,CLIENT,那需要吃什么药呢？,咨询药物
5773,28,CLIENT,这个病费用高吗？,咨询价格
5773,35,CLIENT,我们在农村，收入不太好,无
5796,50,CLIENT,你是客服还是医生,无
5802,4,CLIENT,手术需要住院吗,咨询住院
4975,20,CLIENT,对的，我怕描述错误,无
4982,10,CLIENT,乳头有一条像口子一样的,描述症状
4996,2,CLIENT,乳腺有7.4包块严重吗,咨询危害
4997,6,CLIENT,今晚洗澡发现有几个像被蚊子咬之后的肿块,描述症状
5004,2,CLIENT,请问胸部囊肿跟月经不调有关系吗,咨询病因
5024,6,CLIENT,双侧今天去医院检查才知道,描述就诊史
5027,7,CLIENT,胸口靠近右乳房那里隐隐觉得有点痛,描述症状
5042,16,CLIENT,我在外地，这边网络不好,无
5068,18,CLIENT,炎性是什么意思？,咨询项目介绍
5123,13,CLIENT,你们离蜀都乳腺远吗,咨询地址
5197,12,CLIENT,平时没注意，今天突然开始疼痛，摸着有滑动,描述症状
5199,19,CLIENT,乳腺组织是？,咨询项目介绍
5203,10,CLIENT,我也不知道，以前去医院检查过，医生说这是良性，到一定年龄会自己消除的,描述就诊史
