,dialog_id,entity_value_relationship,file
50,402,item@尿道炎#需做的检查#check@分泌物常规检测,男科_潘淑贞_0.graph
51,402,item@淋病#关联的症状#symptom@下面流脓,男科_潘淑贞_0.graph
52,402,item@淋病#关联的症状#symptom@流脓,男科_潘淑贞_0.graph
53,402,item@淋病#关联的症状#symptom@上小便疼,男科_潘淑贞_0.graph
54,402,item@淋病#需做的检查#check@分泌物常规检测,男科_潘淑贞_0.graph
55,402,symptom@下面流脓#关联的病毒#virus@淋球菌,男科_潘淑贞_0.graph
56,402,symptom@流脓#关联的病毒#virus@淋球菌,男科_潘淑贞_0.graph
57,402,symptom@上小便疼#关联的病毒#virus@淋球菌,男科_潘淑贞_0.graph
58,402,item@淋病#关联的病毒#virus@淋球菌,男科_潘淑贞_0.graph
59,402,symptom@下面流脓#需做的检查#check@分泌物常规检测,男科_潘淑贞_0.graph
60,402,symptom@流脓#需做的检查#check@分泌物常规检测,男科_潘淑贞_0.graph
61,402,symptom@上小便疼#需做的检查#check@分泌物常规检测,男科_潘淑贞_0.graph
62,402,item@尿道炎#关联的症状#symptom@上小便会疼,男科_潘淑贞_0.graph
63,402,item@淋病#关联的症状#symptom@上小便会疼,男科_潘淑贞_0.graph
64,402,symptom@上小便会疼#关联的病毒#virus@淋球菌,男科_潘淑贞_0.graph
65,402,symptom@上小便会疼#需做的检查#check@分泌物常规检测,男科_潘淑贞_0.graph
66,403,symptom@瘙痒#同义的实体#symptom@有点痒,男科_潘淑贞_0.graph
67,403,symptom@白色的东西#同义的实体#symptom@白色东西,男科_潘淑贞_0.graph
68,403,symptom@有时会有点痒#同义的实体#symptom@有点痒,男科_潘淑贞_0.graph
69,403,symptom@有时会有点痒#同义的实体#symptom@瘙痒,男科_潘淑贞_0.graph
70,406,surgery@割包皮#同义的实体#surgery@包皮手术,男科_潘淑贞_0.graph
71,407,symptom@阴茎海绵体受损#关联的部位#part@阴茎海绵体,男科_潘淑贞_0.graph
72,415,无需标注,男科_潘淑贞_0.graph
73,419,无需标注,男科_潘淑贞_0.graph
74,424,item@阳痿#关联的症状#symptom@不易勃起,男科_潘淑贞_0.graph
75,424,item@阳痿#关联的症状#symptom@一直很软,男科_潘淑贞_0.graph
76,424,item@阳痿#关联的症状#symptom@勃起困难,男科_潘淑贞_0.graph
77,424,item@阳痿#关联的症状#symptom@勃起不坚,男科_潘淑贞_0.graph
78,424,item@阳痿#关联的症状#symptom@中途疲软,男科_潘淑贞_0.graph
79,424,cause@手淫#同义的实体#cause@频繁手淫,男科_潘淑贞_0.graph
80,424,item@阳痿#需做的检查#check@性功能检查,男科_潘淑贞_0.graph
81,427,item@血尿#关联的症状#symptom@尿带茶红,男科_潘淑贞_0.graph
82,427,item@血尿#关联的症状#symptom@尿频,男科_潘淑贞_0.graph
83,427,item@血尿#关联的症状#symptom@尿急,男科_潘淑贞_0.graph
84,427,item@血尿#关联的症状#symptom@排尿困难,男科_潘淑贞_0.graph
85,427,symptom@尿带茶红#关联的部位#part@前列腺,男科_潘淑贞_0.graph
86,427,symptom@尿频#关联的部位#part@前列腺,男科_潘淑贞_0.graph
87,427,symptom@尿急#关联的部位#part@前列腺,男科_潘淑贞_0.graph
88,427,symptom@排尿困难#关联的部位#part@前列腺,男科_潘淑贞_0.graph
89,427,item@血尿#关联的部位#part@前列腺,男科_潘淑贞_0.graph
90,427,item@膀胱疾病#关联的症状#symptom@尿频,男科_潘淑贞_0.graph
91,427,item@膀胱疾病#关联的症状#symptom@尿急,男科_潘淑贞_0.graph
92,427,item@膀胱疾病#关联的症状#symptom@排尿困难,男科_潘淑贞_0.graph
93,427,item@泌尿感染#关联的症状#symptom@尿频,男科_潘淑贞_0.graph
94,427,item@泌尿感染#关联的症状#symptom@尿急,男科_潘淑贞_0.graph
95,427,item@泌尿感染#关联的症状#symptom@排尿困难,男科_潘淑贞_0.graph
96,427,item@膀胱疾病#关联的症状#symptom@尿带茶红,男科_潘淑贞_0.graph
97,427,item@泌尿感染#关联的症状#symptom@尿带茶红,男科_潘淑贞_0.graph
98,427,symptom@尿带茶红#需做的检查#check@彩超,男科_潘淑贞_0.graph
99,427,symptom@尿带茶红#需做的检查#check@泌尿的检查,男科_潘淑贞_0.graph
100,430,symptom@遗精#同义的实体#symptom@频繁遗精,男科_潘淑贞_0.graph
101,430,symptom@遗精#关联的部位#part@精囊腺,男科_潘淑贞_0.graph
102,430,symptom@遗精#关联的部位#part@射精管,男科_潘淑贞_0.graph
103,430,symptom@性生活时间短#关联的部位#part@性腺体,男科_潘淑贞_0.graph
104,430,item@早泄#关联的症状#symptom@龟头敏感度过高,男科_潘淑贞_0.graph
105,430,item@早泄#关联的症状#symptom@背部敏感神经过高,男科_潘淑贞_0.graph
106,430,item@早泄#关联的症状#symptom@阴茎体内性激素过高,男科_潘淑贞_0.graph
107,430,item@肾虚#拥有子实体#item@肾阴虚,男科_潘淑贞_0.graph
108,430,symptom@频繁遗精#关联的部位#part@精囊腺,男科_潘淑贞_0.graph
109,430,symptom@频繁遗精#关联的部位#part@射精管,男科_潘淑贞_0.graph
110,431,item@前列腺炎#关联的部位#part@前列腺,男科_潘淑贞_0.graph
111,431,item@前列腺炎#关联的症状#symptom@早射,男科_潘淑贞_0.graph
112,431,item@前列腺炎#关联的症状#symptom@白色沉淀物,男科_潘淑贞_0.graph
113,431,item@前列腺炎#关联的症状#symptom@阵痛,男科_潘淑贞_0.graph
114,431,item@前列腺炎#关联的症状#symptom@小腹痛,男科_潘淑贞_0.graph
115,431,symptom@经常小腹痛#同义的实体#symptom@小腹痛,男科_潘淑贞_0.graph
116,431,item@前列腺炎#关联的症状#symptom@经常小腹痛,男科_潘淑贞_0.graph
117,432,symptom@蛋疼#同义的实体#symptom@睾丸疼痛,男科_潘淑贞_0.graph
118,432,item@睾丸炎#关联的症状#symptom@蛋疼,男科_潘淑贞_0.graph
119,432,item@附睾炎#关联的症状#symptom@蛋疼,男科_潘淑贞_0.graph
120,432,item@前列腺炎#关联的症状#symptom@蛋疼,男科_潘淑贞_0.graph
121,432,item@睾丸鞘膜积液#关联的症状#symptom@蛋疼,男科_潘淑贞_0.graph
122,432,item@精索静脉曲张#关联的症状#symptom@蛋疼,男科_潘淑贞_0.graph
123,432,symptom@睾丸疼痛#关联的部位#part@睾丸,男科_潘淑贞_0.graph
124,432,item@睾丸炎#关联的部位#part@睾丸,男科_潘淑贞_0.graph
125,432,item@睾丸炎#关联的症状#symptom@睾丸疼痛,男科_潘淑贞_0.graph
126,432,item@附睾炎#关联的症状#symptom@睾丸疼痛,男科_潘淑贞_0.graph
127,432,item@前列腺炎#关联的症状#symptom@睾丸疼痛,男科_潘淑贞_0.graph
128,432,item@睾丸鞘膜积液#关联的症状#symptom@睾丸疼痛,男科_潘淑贞_0.graph
129,432,item@精索静脉曲张#关联的症状#symptom@睾丸疼痛,男科_潘淑贞_0.graph
130,432,symptom@蛋疼#关联的部位#part@睾丸,男科_潘淑贞_0.graph
131,434,item@阳痿#关联的症状#symptom@下面不够硬,男科_潘淑贞_0.graph
132,434,item@阳痿#关联的症状#symptom@勃起硬度不够,男科_潘淑贞_0.graph
133,434,symptom@下面不够硬#同义的实体#symptom@勃起硬度不够,男科_潘淑贞_0.graph
134,434,item@阳痿#关联的症状#symptom@勃起硬度不够,男科_潘淑贞_0.graph
135,434,item@阳痿#关联的症状#symptom@下面不够硬,男科_潘淑贞_0.graph
136,438,cause@手淫过度#同义的实体#cause@手淫,男科_潘淑贞_0.graph
137,438,item@早泄#可能病因#cause@器质性病变,男科_潘淑贞_0.graph
138,438,item@早泄#可能病因#cause@手淫,男科_潘淑贞_0.graph
139,438,item@早泄#可能病因#cause@手淫过度,男科_潘淑贞_0.graph
140,438,item@早泄#可能病因#cause@手淫过度,男科_潘淑贞_0.graph
141,438,item@早泄#可能病因#cause@手淫,男科_潘淑贞_0.graph
142,441,symptom@出血#关联的部位#part@生殖器官,男科_潘淑贞_0.graph
143,441,symptom@出血#关联的部位#part@泌尿系统,男科_潘淑贞_0.graph
144,441,item@阴道炎#关联的症状#symptom@出血,男科_潘淑贞_0.graph
145,441,item@宫颈糜烂#关联的症状#symptom@出血,男科_潘淑贞_0.graph
146,441,item@宫颈息肉#关联的症状#symptom@出血,男科_潘淑贞_0.graph
147,441,item@宫颈子宫内膜异位#关联的症状#symptom@出血,男科_潘淑贞_0.graph
148,441,item@宫颈癌#关联的症状#symptom@出血,男科_潘淑贞_0.graph
149,441,check@必超#同义的实体#check@B超,男科_潘淑贞_0.graph
150,441,symptom@出血#需做的检查#check@B超,男科_潘淑贞_0.graph
151,441,symptom@出血#需做的检查#check@必超,男科_潘淑贞_0.graph
152,443,item@早泄#关联的症状#symptom@性生活时间短,男科_潘淑贞_0.graph
153,443,cause@频繁手淫#同义的实体#cause@手淫,男科_潘淑贞_0.graph
154,443,item@早泄#可能病因#cause@手淫,男科_潘淑贞_0.graph
155,443,item@早泄#关联的症状#symptom@龟头敏感无法控制射精,男科_潘淑贞_0.graph
156,443,item@早泄#关联的症状#symptom@龟头性神经敏感度过高,男科_潘淑贞_0.graph
157,443,item@早泄#可能病因#cause@频繁手淫,男科_潘淑贞_0.graph
158,444,symptom@阴毛发硬#可能病因#cause@激素水平高,男科_潘淑贞_0.graph
159,447,symptom@做着做着就软了#关联的部位#part@海绵体,男科_潘淑贞_0.graph
160,447,item@阳痿#关联的症状#symptom@做着做着就软了,男科_潘淑贞_0.graph
161,447,item@阳痿#关联的症状#symptom@阴茎充血,男科_潘淑贞_0.graph
162,450,symptom@腰酸#关联的部位#part@前列腺,男科_潘淑贞_0.graph
163,450,symptom@容易出汗#关联的部位#part@前列腺,男科_潘淑贞_0.graph
164,450,symptom@脱发#关联的部位#part@前列腺,男科_潘淑贞_0.graph
165,450,symptom@多汗腰酸#关联的部位#part@前列腺,男科_潘淑贞_0.graph
166,450,symptom@尿频尿急#关联的部位#part@前列腺,男科_潘淑贞_0.graph
167,450,symptom@容易出汗#同义的实体#symptom@出汗,男科_潘淑贞_0.graph
168,450,symptom@出汗#关联的部位#part@前列腺,男科_潘淑贞_0.graph
169,451,symptom@偶尔会很疼#同义的实体#symptom@疼痛,男科_潘淑贞_0.graph
170,451,symptom@腹部疼痛#关联的部位#part@腹部,男科_潘淑贞_0.graph
171,451,item@肾结石#关联的部位#part@肾脏,男科_潘淑贞_0.graph
172,451,item@肾结石#关联的部位#part@右肾,男科_潘淑贞_0.graph
173,451,symptom@右下腹疼#同义的实体#symptom@腹部疼痛,男科_潘淑贞_0.graph
174,451,symptom@右下腹疼#关联的部位#part@腹部,男科_潘淑贞_0.graph
175,453,item@前列腺#关联的症状#symptom@腰的两边疼,男科_潘淑贞_0.graph
176,453,item@前列腺#关联的症状#symptom@尿分叉,男科_潘淑贞_0.graph
177,455,symptom@腰疼#同义的实体#symptom@腰感觉疼,男科_潘淑贞_0.graph
178,455,symptom@前列腺不均衡#同义的实体#symptom@前列腺有点不均衡,男科_潘淑贞_0.graph
179,455,symptom@腰疼#关联的部位#part@前列腺,男科_潘淑贞_0.graph
180,455,symptom@尿频#关联的部位#part@前列腺,男科_潘淑贞_0.graph
181,455,symptom@腰疼#需做的检查#check@B超,男科_潘淑贞_0.graph
182,455,symptom@腰疼#需做的检查#check@检查验尿,男科_潘淑贞_0.graph
183,455,symptom@尿频#需做的检查#check@B超,男科_潘淑贞_0.graph
184,455,symptom@尿频#需做的检查#check@检查验尿,男科_潘淑贞_0.graph
185,455,symptom@腰感觉疼#关联的部位#part@前列腺,男科_潘淑贞_0.graph
186,455,symptom@腰感觉疼#需做的检查#check@B超,男科_潘淑贞_0.graph
187,455,symptom@腰感觉疼#需做的检查#check@检查验尿,男科_潘淑贞_0.graph
188,459,symptom@溃烂#关联的部位#part@龟头,男科_潘淑贞_0.graph
189,459,symptom@瘙痒#同义的实体#symptom@痒,男科_潘淑贞_0.graph
190,460,item@精子轻度弱精症#同义的实体#item@精子弱精,男科_潘淑贞_0.graph
191,460,item@精子轻度弱精症#需做的检查#check@精液质量检查,男科_潘淑贞_0.graph
192,460,item@精子弱精#需做的检查#check@精液质量检查,男科_潘淑贞_0.graph
193,460,item@精子弱精#需做的检查#check@精液质量检查,男科_潘淑贞_0.graph
194,460,item@精子轻度弱精症#需做的检查#check@精液质量检查,男科_潘淑贞_0.graph
195,467,item@早泄#关联的症状#symptom@坚持不了几分钟就射了,男科_潘淑贞_0.graph
196,467,item@早泄#可能病因#cause@手淫,男科_潘淑贞_0.graph
197,468,item@包茎#可用的手术方式#surgery@包皮手术,男科_潘淑贞_0.graph
198,468,symptom@包皮过长#可用的手术方式#surgery@包皮手术,男科_潘淑贞_0.graph
199,469,无需标注,男科_潘淑贞_0.graph
200,475,item@血尿#关联的症状#symptom@尿液里面有血,男科_潘淑贞_0.graph
201,475,symptom@淡红#同义的实体#symptom@偶尔淡红,男科_潘淑贞_0.graph
202,475,item@血尿#关联的症状#symptom@泛红,男科_潘淑贞_0.graph
203,475,item@血尿#关联的症状#symptom@淡红,男科_潘淑贞_0.graph
204,475,item@血尿#关联的部位#part@肾脏,男科_潘淑贞_0.graph
205,475,item@血尿#需做的检查#check@尿常规,男科_潘淑贞_0.graph
206,475,item@血尿#关联的症状#symptom@偶尔淡红,男科_潘淑贞_0.graph
207,484,symptom@长出红点#可能病因#cause@宾馆,男科_潘淑贞_0.graph
208,484,symptom@长出红点#关联的部位#part@龟头,男科_潘淑贞_0.graph
209,485,无需标注,男科_潘淑贞_0.graph
210,487,symptom@包皮分布异常#关联的部位#part@包皮,男科_潘淑贞_0.graph
211,487,item@阴茎扭转#关联的症状#symptom@尿道下裂,男科_潘淑贞_0.graph
212,487,item@阴茎扭转#关联的症状#symptom@包皮分布异常,男科_潘淑贞_0.graph
213,487,item@阴茎扭转#关联的部位#part@阴茎,男科_潘淑贞_0.graph
214,487,item@阴茎扭转#关联的部位#part@阴茎头,男科_潘淑贞_0.graph
215,487,item@阴茎扭转#关联的部位#part@阴茎腹,男科_潘淑贞_0.graph
216,493,item@包皮过长#可用的手术方式#surgery@包皮手术,男科_潘淑贞_0.graph
217,493,item@包皮过长#关联的症状#symptom@龟头敏感度过高,男科_潘淑贞_0.graph
218,493,surgery@包皮切除术#同义的实体#surgery@包皮手术,男科_潘淑贞_0.graph
219,493,surgery@包皮手术#拥有子实体#surgery@无痛微创整形术,男科_潘淑贞_0.graph
220,493,surgery@包皮手术#拥有子实体#surgery@普通环切术,男科_潘淑贞_0.graph
221,493,surgery@包皮手术#拥有子实体#surgery@韩式无痛微创电离子整形术,男科_潘淑贞_0.graph
222,493,item@包皮过长#可用的手术方式#surgery@包皮切除术,男科_潘淑贞_0.graph
223,493,surgery@包皮切除术#拥有子实体#surgery@无痛微创整形术,男科_潘淑贞_0.graph
224,493,surgery@包皮切除术#拥有子实体#surgery@普通环切术,男科_潘淑贞_0.graph
225,493,surgery@包皮切除术#拥有子实体#surgery@韩式无痛微创电离子整形术,男科_潘淑贞_0.graph
226,496,item@早泄#关联的症状#symptom@时间短,男科_潘淑贞_0.graph
227,496,item@早泄#关联的症状#symptom@阴茎神经敏感度异常,男科_潘淑贞_0.graph
228,496,item@早泄#关联的症状#symptom@性激素紊乱,男科_潘淑贞_0.graph
229,496,item@早泄#关联的症状#symptom@龟头敏感度过高,男科_潘淑贞_0.graph
230,496,item@早泄#关联的症状#symptom@性腺体损伤,男科_潘淑贞_0.graph
231,496,symptom@龟头敏感度过高#关联的部位#part@龟头,男科_潘淑贞_0.graph
232,496,item@包皮过长#关联的症状#symptom@性生活时间短,男科_潘淑贞_0.graph
233,496,item@包皮过长#关联的症状#symptom@龟头敏感度过高,男科_潘淑贞_0.graph
234,496,item@早泄#关联的症状#symptom@包皮过长,男科_潘淑贞_0.graph
235,496,symptom@包皮过长#关联的部位#part@包皮,男科_潘淑贞_0.graph
236,496,item@包皮过长#可用的手术方式#surgery@包皮手术,男科_潘淑贞_0.graph
237,496,surgery@包皮手术#拥有子实体#surgery@无痛微创整形术,男科_潘淑贞_0.graph
238,496,surgery@包皮手术#拥有子实体#surgery@包皮手术有普通环切术,男科_潘淑贞_0.graph
239,496,surgery@包皮手术#拥有子实体#surgery@韩式无痛微创电离子整形术,男科_潘淑贞_0.graph
240,496,item@包皮过长#可用的手术方式#surgery@微创手术,男科_潘淑贞_0.graph
241,497,symptom@阴茎背部性神经劳损#可能病因#cause@手淫,男科_潘淑贞_0.graph
242,497,symptom@阴茎背部性神经劳损#关联的部位#part@阴茎,男科_潘淑贞_0.graph
243,497,symptom@阴茎背部性神经劳损#关联的部位#part@性神经,男科_潘淑贞_0.graph
244,497,symptom@盆底肌肉松弛#可能病因#cause@手淫,男科_潘淑贞_0.graph
245,497,item@早泄#可能病因#cause@手淫,男科_潘淑贞_0.graph
246,497,item@早泄#关联的症状#symptom@龟头敏感无法控制射精,男科_潘淑贞_0.graph
247,497,item@早泄#关联的症状#symptom@龟头性神经敏感度过高,男科_潘淑贞_0.graph
248,497,item@早泄#关联的症状#symptom@盆底肌肉松弛,男科_潘淑贞_0.graph
249,497,item@早泄#关联的症状#symptom@阴茎背部性神经劳损,男科_潘淑贞_0.graph
250,499,item@生殖感染#关联的症状#symptom@性生活有点火辣痛,男科_潘淑贞_0.graph
251,499,item@生殖感染#关联的症状#symptom@疙瘩红疹,男科_潘淑贞_0.graph
252,499,symptom@疙瘩红疹#关联的部位#part@生殖器,男科_潘淑贞_0.graph
253,500,symptom@尿频#同义的实体#symptom@排尿次数多,男科_潘淑贞_0.graph
254,501,item@勃起功能障碍#关联的症状#symptom@中途疲软,男科_潘淑贞_0.graph
255,501,item@勃起功能障碍#需做的检查#check@勃起功能检测,男科_潘淑贞_0.graph
256,501,item@早泄#需做的检查#check@敏感度检查,男科_潘淑贞_0.graph
257,501,symptom@勃起障碍#同义的实体#symptom@勃起功能障碍,男科_潘淑贞_0.graph
258,501,item@勃起功能障碍#关联的部位#part@静脉,男科_潘淑贞_0.graph
259,501,item@勃起功能障碍#关联的部位#part@白膜,男科_潘淑贞_0.graph
260,501,item@勃起功能障碍#关联的部位#part@阴茎海绵体,男科_潘淑贞_0.graph
261,501,item@性功能障碍#拥有子实体#item@勃起功能障碍,男科_潘淑贞_0.graph
262,501,item@性功能障碍#拥有子实体#item@早泄,男科_潘淑贞_0.graph
263,505,item@早泄#关联的症状#symptom@刚进去就射了,男科_潘淑贞_0.graph
264,505,item@早泄#关联的症状#symptom@没进去完都射了,男科_潘淑贞_0.graph
265,505,symptom@阴茎背部性神经劳损#可能病因#cause@手淫,男科_潘淑贞_0.graph
266,505,cause@手淫频繁#同义的实体#cause@手淫,男科_潘淑贞_0.graph
267,505,symptom@盆底肌肉松弛#可能病因#cause@手淫,男科_潘淑贞_0.graph
268,505,item@早泄#关联的症状#symptom@阴茎背部性神经劳损,男科_潘淑贞_0.graph
269,505,item@早泄#关联的症状#symptom@盆底肌肉松弛,男科_潘淑贞_0.graph
270,505,item@早泄#关联的症状#symptom@龟头敏感无法控制射精,男科_潘淑贞_0.graph
271,505,symptom@阴茎背部性神经劳损#关联的部位#part@阴茎,男科_潘淑贞_0.graph
272,505,symptom@阴茎背部性神经劳损#关联的部位#part@性神经,男科_潘淑贞_0.graph
273,505,symptom@阴茎背部性神经劳损#可能病因#cause@手淫频繁,男科_潘淑贞_0.graph
274,505,symptom@盆底肌肉松弛#可能病因#cause@手淫频繁,男科_潘淑贞_0.graph
275,507,cause@频繁的手淫#同义的实体#cause@手淫,男科_潘淑贞_0.graph
276,507,symptom@阴茎充血#关联的部位#part@阴茎,男科_潘淑贞_0.graph
277,507,symptom@阴茎充血不足#关联的部位#part@阴茎,男科_潘淑贞_0.graph
278,507,symptom@充血不足#关联的部位#part@阴茎,男科_潘淑贞_0.graph
279,507,symptom@海绵体损伤#关联的部位#part@海绵体,男科_潘淑贞_0.graph
280,507,item@勃起障碍#关联的症状#symptom@硬不起了,男科_潘淑贞_0.graph
281,507,item@性功能障碍#拥有子实体#item@勃起障碍,男科_潘淑贞_0.graph
282,507,item@勃起障碍#关联的症状#symptom@充血不足,男科_潘淑贞_0.graph
283,507,item@勃起障碍#关联的症状#symptom@阴茎充血不足,男科_潘淑贞_0.graph
284,511,symptom@尿尿频繁#同义的实体#symptom@尿频,男科_潘淑贞_0.graph
285,511,symptom@尿尿频繁#关联的部位#part@膀胱,男科_潘淑贞_0.graph
286,511,item@泌尿系统炎症#关联的症状#symptom@尿尿频繁,男科_潘淑贞_0.graph
287,511,symptom@尿尿频繁#同义的实体#symptom@尿的很频繁,男科_潘淑贞_0.graph
288,511,symptom@憋不住尿#关联的部位#part@膀胱,男科_潘淑贞_0.graph
289,511,symptom@尿频#关联的部位#part@膀胱,男科_潘淑贞_0.graph
290,511,item@泌尿系统炎症#关联的症状#symptom@尿频,男科_潘淑贞_0.graph
291,511,symptom@尿频#同义的实体#symptom@尿的很频繁,男科_潘淑贞_0.graph
292,511,symptom@尿的很频繁#关联的部位#part@膀胱,男科_潘淑贞_0.graph
293,511,item@泌尿系统炎症#关联的症状#symptom@尿的很频繁,男科_潘淑贞_0.graph
294,512,symptom@性欲低下#需做的检查#check@性激素六项,男科_潘淑贞_0.graph
295,512,symptom@性欲低下#需做的检查#check@抽血化验,男科_潘淑贞_0.graph
296,512,symptom@睾酮素低#同义的实体#symptom@睾酮素低了,男科_潘淑贞_0.graph
297,512,check@抽血化验#同义的实体#check@抽血检测,男科_潘淑贞_0.graph
298,512,check@性激素六项#同义的实体#check@激素水平六项,男科_潘淑贞_0.graph
299,512,symptom@性欲减退很厉害#需做的检查#check@抽血化验,男科_潘淑贞_0.graph
300,512,symptom@性欲减退很厉害#需做的检查#check@性激素六项,男科_潘淑贞_0.graph
301,512,symptom@性欲低下#需做的检查#check@抽血检测,男科_潘淑贞_0.graph
302,512,symptom@性欲减退很厉害#需做的检查#check@抽血检测,男科_潘淑贞_0.graph
303,512,symptom@性欲低下#需做的检查#check@激素水平六项,男科_潘淑贞_0.graph
304,512,symptom@性欲减退很厉害#需做的检查#check@激素水平六项,男科_潘淑贞_0.graph
305,514,symptom@冠状沟有小包#关联的部位#part@冠状沟,男科_潘淑贞_0.graph
306,514,item@急性龟头炎#关联的症状#symptom@冠状沟有小包,男科_潘淑贞_0.graph
307,514,item@急性龟头炎#关联的症状#symptom@基本隐隐痒,男科_潘淑贞_0.graph
308,514,item@急性龟头炎#关联的症状#symptom@红肿,男科_潘淑贞_0.graph
309,514,item@急性龟头炎#可能病因#cause@住了酒店,男科_潘淑贞_0.graph
310,514,symptom@瘙痒#同义的实体#symptom@基本隐隐痒,男科_潘淑贞_0.graph
311,514,item@急性龟头炎#关联的部位#part@龟头,男科_潘淑贞_0.graph
312,514,item@急性龟头炎#关联的症状#symptom@瘙痒,男科_潘淑贞_0.graph
313,516,item@早泄#关联的部位#part@生殖器,男科_潘淑贞_0.graph
314,516,item@早泄#关联的症状#symptom@二分钟就泄了,男科_潘淑贞_0.graph
315,516,item@早泄#关联的症状#symptom@射精过快,男科_潘淑贞_0.graph
316,516,item@阳痿#关联的症状#symptom@勃起不坚,男科_潘淑贞_0.graph
317,516,item@阳痿#关联的症状#symptom@中途疲软,男科_潘淑贞_0.graph
318,516,item@阳痿#关联的症状#symptom@勃起缓慢,男科_潘淑贞_0.graph
