id,entity_value_relationship,dialog_id,file,last_change_time
33130,item@尿道炎#关联的症状#symptom@流脓,402,男科_潘淑贞_0.graph,2020-08-31 07:56:05
33131,item@尿道炎#关联的症状#symptom@上小便疼,402,男科_潘淑贞_0.graph,2020-08-31 07:56:06
33133,item@尿道炎#关联的病毒#virus@淋球菌,402,男科_潘淑贞_0.graph,2020-08-31 07:57:13
33135,item@尿道炎#需做的检查#check@分泌物常规检测,402,男科_潘淑贞_0.graph,2020-08-31 07:57:22
33136,item@淋病#关联的症状#symptom@下面流脓,402,男科_潘淑贞_0.graph,2020-08-31 07:57:33
33137,item@淋病#关联的症状#symptom@流脓,402,男科_潘淑贞_0.graph,2020-08-31 07:57:34
33139,item@淋病#关联的症状#symptom@上小便疼,402,男科_潘淑贞_0.graph,2020-08-31 07:57:42
33140,item@淋病#需做的检查#check@分泌物常规检测,402,男科_潘淑贞_0.graph,2020-08-31 07:57:51
48830,symptom@下面流脓#关联的病毒#virus@淋球菌,402,男科_潘淑贞_0.graph,2020-09-15 03:19:24
48831,symptom@流脓#关联的病毒#virus@淋球菌,402,男科_潘淑贞_0.graph,2020-09-15 03:19:26
48832,symptom@上小便疼#关联的病毒#virus@淋球菌,402,男科_潘淑贞_0.graph,2020-09-15 03:19:44
48833,item@淋病#关联的病毒#virus@淋球菌,402,男科_潘淑贞_0.graph,2020-09-15 03:19:54
48834,symptom@下面流脓#需做的检查#check@分泌物常规检测,402,男科_潘淑贞_0.graph,2020-09-15 03:20:07
48836,symptom@流脓#需做的检查#check@分泌物常规检测,402,男科_潘淑贞_0.graph,2020-09-15 03:20:08
48837,symptom@上小便疼#需做的检查#check@分泌物常规检测,402,男科_潘淑贞_0.graph,2020-09-15 03:20:09
33141,symptom@瘙痒#同义的实体#symptom@有点痒,403,男科_潘淑贞_0.graph,2020-08-31 07:58:42
33147,symptom@白色的东西#同义的实体#symptom@白色东西,403,男科_潘淑贞_0.graph,2020-08-31 07:59:42
33148,symptom@有时会有点痒#同义的实体#symptom@有点痒,403,男科_潘淑贞_0.graph,2020-08-31 08:01:24
49315,surgery@割包皮#同义的实体#surgery@包皮手术,406,男科_潘淑贞_0.graph,2020-09-15 08:24:15
1773,symptom@阴茎海绵体受损#关联的部位#part@阴茎海绵体,407,男科_潘淑贞_0.graph,2020-07-27 15:38:30
33150,无需标注,415,男科_潘淑贞_0.graph,2020-08-31 08:05:37
5964,无需标注,419,男科_潘淑贞_0.graph,2020-08-03 09:02:29
33165,item@阳痿#关联的症状#symptom@不易勃起,424,男科_潘淑贞_0.graph,2020-08-31 08:15:15
33166,item@阳痿#关联的症状#symptom@一直很软,424,男科_潘淑贞_0.graph,2020-08-31 08:15:16
33167,item@阳痿#关联的症状#symptom@勃起困难,424,男科_潘淑贞_0.graph,2020-08-31 08:15:17
33168,item@阳痿#关联的症状#symptom@勃起不坚,424,男科_潘淑贞_0.graph,2020-08-31 08:15:18
33169,item@阳痿#关联的症状#symptom@中途疲软,424,男科_潘淑贞_0.graph,2020-08-31 08:15:19
33170,cause@手淫#同义的实体#cause@频繁手淫,424,男科_潘淑贞_0.graph,2020-08-31 08:15:44
33174,item@阳痿#需做的检查#check@性功能检查,424,男科_潘淑贞_0.graph,2020-08-31 08:16:45
33176,item@血尿#关联的症状#symptom@尿带茶红,427,男科_潘淑贞_0.graph,2020-08-31 08:17:48
33177,item@血尿#关联的症状#symptom@尿频,427,男科_潘淑贞_0.graph,2020-08-31 08:17:49
33178,item@血尿#关联的症状#symptom@尿急,427,男科_潘淑贞_0.graph,2020-08-31 08:17:57
33179,item@血尿#关联的症状#symptom@排尿困难,427,男科_潘淑贞_0.graph,2020-08-31 08:17:58
33181,symptom@尿带茶红#关联的部位#part@前列腺,427,男科_潘淑贞_0.graph,2020-08-31 08:18:17
33182,symptom@尿频#关联的部位#part@前列腺,427,男科_潘淑贞_0.graph,2020-08-31 08:18:18
33184,symptom@尿急#关联的部位#part@前列腺,427,男科_潘淑贞_0.graph,2020-08-31 08:18:19
33185,symptom@排尿困难#关联的部位#part@前列腺,427,男科_潘淑贞_0.graph,2020-08-31 08:18:20
33187,item@血尿#关联的部位#part@前列腺,427,男科_潘淑贞_0.graph,2020-08-31 08:18:24
33191,item@膀胱疾病#关联的症状#symptom@尿频,427,男科_潘淑贞_0.graph,2020-08-31 08:18:37
33192,item@膀胱疾病#关联的症状#symptom@尿急,427,男科_潘淑贞_0.graph,2020-08-31 08:18:37
33193,item@膀胱疾病#关联的症状#symptom@排尿困难,427,男科_潘淑贞_0.graph,2020-08-31 08:18:39
33195,item@泌尿感染#关联的症状#symptom@尿频,427,男科_潘淑贞_0.graph,2020-08-31 08:18:40
33197,item@泌尿感染#关联的症状#symptom@尿急,427,男科_潘淑贞_0.graph,2020-08-31 08:18:59
33198,item@泌尿感染#关联的症状#symptom@排尿困难,427,男科_潘淑贞_0.graph,2020-08-31 08:19:00
33199,item@膀胱疾病#关联的症状#symptom@尿带茶红,427,男科_潘淑贞_0.graph,2020-08-31 08:19:02
33200,item@泌尿感染#关联的症状#symptom@尿带茶红,427,男科_潘淑贞_0.graph,2020-08-31 08:19:03
33201,symptom@尿带茶红#需做的检查#check@彩超,427,男科_潘淑贞_0.graph,2020-08-31 08:19:17
33202,symptom@尿带茶红#需做的检查#check@泌尿的检查,427,男科_潘淑贞_0.graph,2020-08-31 08:19:23
33204,symptom@遗精#同义的实体#symptom@频繁遗精,430,男科_潘淑贞_0.graph,2020-08-31 08:20:01
33207,symptom@遗精#关联的部位#part@精囊腺,430,男科_潘淑贞_0.graph,2020-08-31 08:20:45
33208,symptom@遗精#关联的部位#part@射精管,430,男科_潘淑贞_0.graph,2020-08-31 08:20:47
33217,symptom@性生活时间短#关联的部位#part@性腺体,430,男科_潘淑贞_0.graph,2020-08-31 08:31:26
33221,item@早泄#关联的症状#symptom@龟头敏感度过高,430,男科_潘淑贞_0.graph,2020-08-31 08:32:44
33222,item@早泄#关联的症状#symptom@背部敏感神经过高,430,男科_潘淑贞_0.graph,2020-08-31 08:32:49
33223,item@早泄#关联的症状#symptom@阴茎体内性激素过高,430,男科_潘淑贞_0.graph,2020-08-31 08:32:54
48894,item@肾虚#拥有子实体#item@肾阴虚,430,男科_潘淑贞_0.graph,2020-09-15 03:44:50
33232,item@前列腺炎#关联的部位#part@前列腺,431,男科_潘淑贞_0.graph,2020-08-31 08:34:42
33239,item@前列腺炎#关联的症状#symptom@早射,431,男科_潘淑贞_0.graph,2020-08-31 08:36:55
33240,item@前列腺炎#关联的症状#symptom@白色沉淀物,431,男科_潘淑贞_0.graph,2020-08-31 08:36:58
33241,item@前列腺炎#关联的症状#symptom@阵痛,431,男科_潘淑贞_0.graph,2020-08-31 08:37:46
33242,item@前列腺炎#关联的症状#symptom@小腹痛,431,男科_潘淑贞_0.graph,2020-08-31 08:37:49
3687,symptom@经常小腹痛#同义的实体#symptom@小腹痛,431,男科_潘淑贞_0.graph,2020-07-29 17:18:13
33251,symptom@蛋疼#同义的实体#symptom@睾丸疼痛,432,男科_潘淑贞_0.graph,2020-08-31 08:40:06
33260,item@睾丸炎#关联的症状#symptom@蛋疼,432,男科_潘淑贞_0.graph,2020-08-31 08:40:26
33261,item@附睾炎#关联的症状#symptom@蛋疼,432,男科_潘淑贞_0.graph,2020-08-31 08:40:27
33262,item@前列腺炎#关联的症状#symptom@蛋疼,432,男科_潘淑贞_0.graph,2020-08-31 08:40:28
33263,item@睾丸鞘膜积液#关联的症状#symptom@蛋疼,432,男科_潘淑贞_0.graph,2020-08-31 08:40:30
33264,item@精索静脉曲张#关联的症状#symptom@蛋疼,432,男科_潘淑贞_0.graph,2020-08-31 08:40:31
33267,symptom@睾丸疼痛#关联的部位#part@睾丸,432,男科_潘淑贞_0.graph,2020-08-31 08:40:42
33268,item@睾丸炎#关联的部位#part@睾丸,432,男科_潘淑贞_0.graph,2020-08-31 08:40:44
1830,item@阳痿#关联的症状#symptom@下面不够硬,434,男科_潘淑贞_0.graph,2020-07-27 16:04:25
1833,item@阳痿#关联的症状#symptom@勃起硬度不够,434,男科_潘淑贞_0.graph,2020-07-27 16:04:29
3747,symptom@下面不够硬#同义的实体#symptom@勃起硬度不够,434,男科_潘淑贞_0.graph,2020-07-29 17:36:48
3879,cause@手淫过度#同义的实体#cause@手淫,438,男科_潘淑贞_0.graph,2020-07-30 09:03:47
9308,item@早泄#可能病因#cause@器质性病变,438,男科_潘淑贞_0.graph,2020-08-06 15:34:59
9309,item@早泄#可能病因#cause@手淫,438,男科_潘淑贞_0.graph,2020-08-06 15:35:02
9310,item@早泄#可能病因#cause@手淫过度,438,男科_潘淑贞_0.graph,2020-08-06 15:35:19
33269,symptom@出血#关联的部位#part@生殖器官,441,男科_潘淑贞_0.graph,2020-08-31 08:47:33
33270,symptom@出血#关联的部位#part@泌尿系统,441,男科_潘淑贞_0.graph,2020-08-31 08:47:34
33271,item@阴道炎#关联的症状#symptom@出血,441,男科_潘淑贞_0.graph,2020-08-31 08:47:49
33272,item@宫颈糜烂#关联的症状#symptom@出血,441,男科_潘淑贞_0.graph,2020-08-31 08:47:52
33273,item@宫颈息肉#关联的症状#symptom@出血,441,男科_潘淑贞_0.graph,2020-08-31 08:47:55
33274,item@宫颈子宫内膜异位#关联的症状#symptom@出血,441,男科_潘淑贞_0.graph,2020-08-31 08:48:00
33275,item@宫颈癌#关联的症状#symptom@出血,441,男科_潘淑贞_0.graph,2020-08-31 08:48:05
33276,check@必超#同义的实体#check@B超,441,男科_潘淑贞_0.graph,2020-08-31 08:48:17
33277,symptom@出血#需做的检查#check@B超,441,男科_潘淑贞_0.graph,2020-08-31 08:48:21
33278,item@早泄#关联的症状#symptom@性生活时间短,443,男科_潘淑贞_0.graph,2020-08-31 08:50:37
33279,cause@频繁手淫#同义的实体#cause@手淫,443,男科_潘淑贞_0.graph,2020-08-31 08:51:01
33280,item@早泄#可能病因#cause@手淫,443,男科_潘淑贞_0.graph,2020-08-31 08:51:07
33281,item@早泄#关联的症状#symptom@龟头敏感无法控制射精,443,男科_潘淑贞_0.graph,2020-08-31 08:51:17
33282,item@早泄#关联的症状#symptom@龟头性神经敏感度过高,443,男科_潘淑贞_0.graph,2020-08-31 08:51:18
33283,symptom@阴毛发硬#可能病因#cause@激素水平高,444,男科_潘淑贞_0.graph,2020-08-31 08:53:06
33284,symptom@做着做着就软了#关联的部位#part@海绵体,447,男科_潘淑贞_0.graph,2020-08-31 08:55:07
1845,item@阳痿#关联的症状#symptom@做着做着就软了,447,男科_潘淑贞_0.graph,2020-07-27 16:21:10
8163,item@阳痿#关联的症状#symptom@阴茎充血,447,男科_潘淑贞_0.graph,2020-08-05 08:54:12
34260,symptom@腰酸#关联的部位#part@前列腺,450,男科_潘淑贞_0.graph,2020-09-01 07:12:17
34261,symptom@容易出汗#关联的部位#part@前列腺,450,男科_潘淑贞_0.graph,2020-09-01 07:12:19
34262,symptom@脱发#关联的部位#part@前列腺,450,男科_潘淑贞_0.graph,2020-09-01 07:12:20
34263,symptom@多汗腰酸#关联的部位#part@前列腺,450,男科_潘淑贞_0.graph,2020-09-01 07:12:27
34264,symptom@尿频尿急#关联的部位#part@前列腺,450,男科_潘淑贞_0.graph,2020-09-01 07:12:28
34265,symptom@容易出汗#同义的实体#symptom@出汗,450,男科_潘淑贞_0.graph,2020-09-01 07:12:31
33285,symptom@偶尔会很疼#同义的实体#symptom@疼痛,451,男科_潘淑贞_0.graph,2020-08-31 08:58:04
33286,symptom@腹部疼痛#关联的部位#part@腹部,451,男科_潘淑贞_0.graph,2020-08-31 08:58:22
33287,item@肾结石#关联的部位#part@肾脏,451,男科_潘淑贞_0.graph,2020-08-31 08:58:56
33288,item@肾结石#关联的部位#part@右肾,451,男科_潘淑贞_0.graph,2020-08-31 08:59:03
4012,symptom@右下腹疼#同义的实体#symptom@腹部疼痛,451,男科_潘淑贞_0.graph,2020-07-30 09:53:56
1872,item@前列腺#关联的症状#symptom@腰的两边疼,453,男科_潘淑贞_0.graph,2020-07-27 16:26:37
1873,item@前列腺#关联的症状#symptom@尿分叉,453,男科_潘淑贞_0.graph,2020-07-27 16:26:46
33289,symptom@腰疼#同义的实体#symptom@腰感觉疼,455,男科_潘淑贞_0.graph,2020-08-31 09:03:46
33290,symptom@前列腺不均衡#同义的实体#symptom@前列腺有点不均衡,455,男科_潘淑贞_0.graph,2020-08-31 09:04:14
33291,symptom@腰疼#关联的部位#part@前列腺,455,男科_潘淑贞_0.graph,2020-08-31 09:04:57
33294,symptom@尿频#关联的部位#part@前列腺,455,男科_潘淑贞_0.graph,2020-08-31 09:05:23
33296,symptom@腰疼#需做的检查#check@B超,455,男科_潘淑贞_0.graph,2020-08-31 09:05:31
33298,symptom@腰疼#需做的检查#check@检查验尿,455,男科_潘淑贞_0.graph,2020-08-31 09:05:34
33299,symptom@尿频#需做的检查#check@B超,455,男科_潘淑贞_0.graph,2020-08-31 09:05:35
33300,symptom@尿频#需做的检查#check@检查验尿,455,男科_潘淑贞_0.graph,2020-08-31 09:05:36
33309,symptom@溃烂#关联的部位#part@龟头,459,男科_潘淑贞_0.graph,2020-08-31 09:09:34
33310,symptom@瘙痒#同义的实体#symptom@痒,459,男科_潘淑贞_0.graph,2020-08-31 09:09:43
4045,item@精子轻度弱精症#同义的实体#item@精子弱精,460,男科_潘淑贞_0.graph,2020-07-30 10:04:38
4046,item@精子轻度弱精症#需做的检查#check@精液质量检查,460,男科_潘淑贞_0.graph,2020-07-30 10:04:59
4047,item@精子弱精#需做的检查#check@精液质量检查,460,男科_潘淑贞_0.graph,2020-07-30 10:05:03
6003,item@早泄#关联的症状#symptom@坚持不了几分钟就射了,467,男科_潘淑贞_0.graph,2020-08-03 09:42:01
6004,item@早泄#可能病因#cause@手淫,467,男科_潘淑贞_0.graph,2020-08-03 09:42:03
33319,item@包茎#可用的手术方式#surgery@包皮手术,468,男科_潘淑贞_0.graph,2020-08-31 09:20:59
33320,symptom@包皮过长#可用的手术方式#surgery@包皮手术,468,男科_潘淑贞_0.graph,2020-08-31 09:21:01
33321,无需标注,469,男科_潘淑贞_0.graph,2020-08-31 09:22:02
33374,item@血尿#关联的症状#symptom@尿液里面有血,475,男科_潘淑贞_0.graph,2020-08-31 09:29:14
33377,symptom@淡红#同义的实体#symptom@偶尔淡红,475,男科_潘淑贞_0.graph,2020-08-31 09:29:26
33378,item@血尿#关联的症状#symptom@泛红,475,男科_潘淑贞_0.graph,2020-08-31 09:29:55
33379,item@血尿#关联的症状#symptom@淡红,475,男科_潘淑贞_0.graph,2020-08-31 09:29:57
33380,item@血尿#关联的部位#part@肾脏,475,男科_潘淑贞_0.graph,2020-08-31 09:29:59
33381,item@血尿#需做的检查#check@尿常规,475,男科_潘淑贞_0.graph,2020-08-31 09:30:17
33386,symptom@长出红点#可能病因#cause@宾馆,484,男科_潘淑贞_0.graph,2020-08-31 09:34:17
1901,symptom@长出红点#关联的部位#part@龟头,484,男科_潘淑贞_0.graph,2020-07-27 16:46:16
33388,无需标注,485,男科_潘淑贞_0.graph,2020-08-31 09:35:48
33389,symptom@包皮分布异常#关联的部位#part@包皮,487,男科_潘淑贞_0.graph,2020-08-31 09:36:12
1919,item@阴茎扭转#关联的症状#symptom@尿道下裂,487,男科_潘淑贞_0.graph,2020-07-27 17:01:27
1921,item@阴茎扭转#关联的症状#symptom@包皮分布异常,487,男科_潘淑贞_0.graph,2020-07-27 17:01:32
4109,item@阴茎扭转#关联的部位#part@阴茎,487,男科_潘淑贞_0.graph,2020-07-30 10:39:17
4110,item@阴茎扭转#关联的部位#part@阴茎头,487,男科_潘淑贞_0.graph,2020-07-30 10:39:27
4111,item@阴茎扭转#关联的部位#part@阴茎腹,487,男科_潘淑贞_0.graph,2020-07-30 10:39:35
33390,item@包皮过长#可用的手术方式#surgery@包皮手术,493,男科_潘淑贞_0.graph,2020-08-31 09:37:08
33391,item@包皮过长#关联的症状#symptom@龟头敏感度过高,493,男科_潘淑贞_0.graph,2020-08-31 09:37:17
33392,surgery@包皮切除术#同义的实体#surgery@包皮手术,493,男科_潘淑贞_0.graph,2020-08-31 09:37:30
33394,surgery@包皮手术#拥有子实体#surgery@无痛微创整形术,493,男科_潘淑贞_0.graph,2020-08-31 09:37:47
33395,surgery@包皮手术#拥有子实体#surgery@普通环切术,493,男科_潘淑贞_0.graph,2020-08-31 09:37:49
33396,surgery@包皮手术#拥有子实体#surgery@韩式无痛微创电离子整形术,493,男科_潘淑贞_0.graph,2020-08-31 09:37:53
33398,item@早泄#关联的症状#symptom@时间短,496,男科_潘淑贞_0.graph,2020-08-31 09:40:07
33399,item@早泄#关联的症状#symptom@阴茎神经敏感度异常,496,男科_潘淑贞_0.graph,2020-08-31 09:40:33
33400,item@早泄#关联的症状#symptom@性激素紊乱,496,男科_潘淑贞_0.graph,2020-08-31 09:40:36
33401,item@早泄#关联的症状#symptom@龟头敏感度过高,496,男科_潘淑贞_0.graph,2020-08-31 09:40:38
33402,item@早泄#关联的症状#symptom@性腺体损伤,496,男科_潘淑贞_0.graph,2020-08-31 09:40:44
33403,symptom@龟头敏感度过高#关联的部位#part@龟头,496,男科_潘淑贞_0.graph,2020-08-31 09:40:48
33404,item@包皮过长#关联的症状#symptom@性生活时间短,496,男科_潘淑贞_0.graph,2020-08-31 09:41:36
33405,item@包皮过长#关联的症状#symptom@龟头敏感度过高,496,男科_潘淑贞_0.graph,2020-08-31 09:41:41
33407,item@早泄#关联的症状#symptom@包皮过长,496,男科_潘淑贞_0.graph,2020-08-31 09:41:51
33409,symptom@包皮过长#关联的部位#part@包皮,496,男科_潘淑贞_0.graph,2020-08-31 09:42:04
33413,item@包皮过长#可用的手术方式#surgery@包皮手术,496,男科_潘淑贞_0.graph,2020-08-31 09:42:32
33418,surgery@包皮手术#拥有子实体#surgery@无痛微创整形术,496,男科_潘淑贞_0.graph,2020-08-31 09:42:58
33431,surgery@包皮手术#拥有子实体#surgery@包皮手术有普通环切术,496,男科_潘淑贞_0.graph,2020-08-31 09:43:19
33433,surgery@包皮手术#拥有子实体#surgery@韩式无痛微创电离子整形术,496,男科_潘淑贞_0.graph,2020-08-31 09:43:32
33434,item@包皮过长#可用的手术方式#surgery@微创手术,496,男科_潘淑贞_0.graph,2020-08-31 09:44:08
33458,symptom@阴茎背部性神经劳损#可能病因#cause@手淫,497,男科_潘淑贞_0.graph,2020-08-31 09:47:37
33461,symptom@阴茎背部性神经劳损#关联的部位#part@阴茎,497,男科_潘淑贞_0.graph,2020-08-31 09:47:46
33462,symptom@阴茎背部性神经劳损#关联的部位#part@性神经,497,男科_潘淑贞_0.graph,2020-08-31 09:48:08
33463,symptom@盆底肌肉松弛#可能病因#cause@手淫,497,男科_潘淑贞_0.graph,2020-08-31 09:48:22
33464,item@早泄#可能病因#cause@手淫,497,男科_潘淑贞_0.graph,2020-08-31 09:48:50
33465,item@早泄#关联的症状#symptom@龟头敏感无法控制射精,497,男科_潘淑贞_0.graph,2020-08-31 09:48:54
33466,item@早泄#关联的症状#symptom@龟头性神经敏感度过高,497,男科_潘淑贞_0.graph,2020-08-31 09:48:58
33467,item@早泄#关联的症状#symptom@盆底肌肉松弛,497,男科_潘淑贞_0.graph,2020-08-31 09:49:04
33468,item@早泄#关联的症状#symptom@阴茎背部性神经劳损,497,男科_潘淑贞_0.graph,2020-08-31 09:49:05
6030,item@生殖感染#关联的症状#symptom@性生活有点火辣痛,499,男科_潘淑贞_0.graph,2020-08-03 09:57:32
6031,item@生殖感染#关联的症状#symptom@疙瘩红疹,499,男科_潘淑贞_0.graph,2020-08-03 09:57:45
6032,symptom@疙瘩红疹#关联的部位#part@生殖器,499,男科_潘淑贞_0.graph,2020-08-03 09:58:04
4204,symptom@尿频#同义的实体#symptom@排尿次数多,500,男科_潘淑贞_0.graph,2020-07-30 11:24:33
6041,item@勃起功能障碍#关联的症状#symptom@中途疲软,501,男科_潘淑贞_0.graph,2020-08-03 10:01:58
6042,item@勃起功能障碍#需做的检查#check@勃起功能检测,501,男科_潘淑贞_0.graph,2020-08-03 10:03:11
6043,item@早泄#需做的检查#check@敏感度检查,501,男科_潘淑贞_0.graph,2020-08-03 10:03:35
33470,symptom@勃起障碍#同义的实体#symptom@勃起功能障碍,501,男科_潘淑贞_0.graph,2020-08-31 09:51:34
33475,item@勃起功能障碍#关联的部位#part@静脉,501,男科_潘淑贞_0.graph,2020-08-31 09:54:02
33476,item@勃起功能障碍#关联的部位#part@白膜,501,男科_潘淑贞_0.graph,2020-08-31 09:54:04
33477,item@勃起功能障碍#关联的部位#part@阴茎海绵体,501,男科_潘淑贞_0.graph,2020-08-31 09:54:06
33478,item@性功能障碍#拥有子实体#item@勃起功能障碍,501,男科_潘淑贞_0.graph,2020-08-31 09:55:44
33479,item@性功能障碍#拥有子实体#item@早泄,501,男科_潘淑贞_0.graph,2020-08-31 09:55:46
33480,item@早泄#关联的症状#symptom@刚进去就射了,505,男科_潘淑贞_0.graph,2020-08-31 09:57:17
33481,item@早泄#关联的症状#symptom@没进去完都射了,505,男科_潘淑贞_0.graph,2020-08-31 09:57:22
33482,symptom@阴茎背部性神经劳损#可能病因#cause@手淫,505,男科_潘淑贞_0.graph,2020-08-31 09:57:45
33483,cause@手淫频繁#同义的实体#cause@手淫,505,男科_潘淑贞_0.graph,2020-08-31 09:57:46
33484,symptom@盆底肌肉松弛#可能病因#cause@手淫,505,男科_潘淑贞_0.graph,2020-08-31 09:57:56
33485,item@早泄#关联的症状#symptom@阴茎背部性神经劳损,505,男科_潘淑贞_0.graph,2020-08-31 09:58:01
33486,item@早泄#关联的症状#symptom@盆底肌肉松弛,505,男科_潘淑贞_0.graph,2020-08-31 09:58:02
33487,item@早泄#关联的症状#symptom@龟头敏感无法控制射精,505,男科_潘淑贞_0.graph,2020-08-31 09:58:07
33488,symptom@阴茎背部性神经劳损#关联的部位#part@阴茎,505,男科_潘淑贞_0.graph,2020-08-31 09:58:18
33489,symptom@阴茎背部性神经劳损#关联的部位#part@性神经,505,男科_潘淑贞_0.graph,2020-08-31 09:58:19
33490,cause@频繁的手淫#同义的实体#cause@手淫,507,男科_潘淑贞_0.graph,2020-08-31 09:58:53
33499,symptom@阴茎充血#关联的部位#part@阴茎,507,男科_潘淑贞_0.graph,2020-08-31 09:59:50
33500,symptom@阴茎充血不足#关联的部位#part@阴茎,507,男科_潘淑贞_0.graph,2020-08-31 09:59:52
33501,symptom@充血不足#关联的部位#part@阴茎,507,男科_潘淑贞_0.graph,2020-08-31 09:59:54
33502,symptom@海绵体损伤#关联的部位#part@海绵体,507,男科_潘淑贞_0.graph,2020-08-31 10:00:43
33503,item@勃起障碍#关联的症状#symptom@硬不起了,507,男科_潘淑贞_0.graph,2020-08-31 10:01:05
6067,item@性功能障碍#拥有子实体#item@勃起障碍,507,男科_潘淑贞_0.graph,2020-08-03 10:06:31
8177,item@勃起障碍#关联的症状#symptom@充血不足,507,男科_潘淑贞_0.graph,2020-08-05 09:02:20
8178,item@勃起障碍#关联的症状#symptom@阴茎充血不足,507,男科_潘淑贞_0.graph,2020-08-05 09:02:23
33504,symptom@尿尿频繁#同义的实体#symptom@尿频,511,男科_潘淑贞_0.graph,2020-08-31 10:02:06
33505,symptom@尿尿频繁#关联的部位#part@膀胱,511,男科_潘淑贞_0.graph,2020-08-31 10:02:27
33506,item@泌尿系统炎症#关联的症状#symptom@尿尿频繁,511,男科_潘淑贞_0.graph,2020-08-31 10:02:34
33507,symptom@尿尿频繁#同义的实体#symptom@尿的很频繁,511,男科_潘淑贞_0.graph,2020-08-31 10:02:42
33508,symptom@憋不住尿#关联的部位#part@膀胱,511,男科_潘淑贞_0.graph,2020-08-31 10:02:46
33585,symptom@性欲低下#需做的检查#check@性激素六项,512,男科_潘淑贞_0.graph,2020-09-01 00:54:51
33586,symptom@性欲低下#需做的检查#check@抽血化验,512,男科_潘淑贞_0.graph,2020-09-01 00:54:58
4321,symptom@睾酮素低#同义的实体#symptom@睾酮素低了,512,男科_潘淑贞_0.graph,2020-07-30 11:56:39
